Stazione,Latitudine,Longitudine,Data_Ora,CO (mg/m³),Direzione_Vento (°N),NO2 (µg/m³),NOx (ppb),NO (ppb),O3 (µg/m³),PM10 (µg/m³),PM2-5 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Umidità_Relativa (%),Velocità_Vento (m/s)
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 23:00,0.29,214.0,11.76,8.24,2.09,27.84,,,0.0,999.54,2.49,2.75,14.76,94.53,0.26
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 00:00,0.3,220.0,8.81,6.58,1.97,32.79,,,0.0,999.27,2.66,2.69,14.82,95.08,0.96
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 01:00,0.29,265.0,8.69,6.39,1.84,23.65,,,0.0,998.77,2.7,2.54,14.44,95.5,0.39
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 02:00,0.28,270.0,7.52,6.2,2.27,19.68,,,0.0,998.67,2.68,2.66,14.3,95.47,0.0
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 03:00,0.31,319.0,7.22,6.17,2.39,15.53,,,0.0,998.34,2.62,2.7,14.17,95.35,0.0
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 04:00,0.32,353.0,6.64,6.06,2.59,14.4,,,0.0,998.07,2.65,2.65,13.99,95.26,0.0
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 05:00,0.31,350.0,7.24,6.39,2.61,11.65,,,0.0,997.96,2.69,2.69,13.52,95.08,0.0
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 06:00,0.32,346.0,8.25,7.31,3.0,12.4,,,0.0,997.81,2.67,3.46,12.95,95.2,1.37
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 07:00,0.33,4.0,17.31,20.21,11.15,9.37,,,0.0,997.51,6.62,3.03,12.83,95.04,0.44
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 08:00,0.34,16.0,24.77,24.32,11.36,9.59,,,0.0,997.66,69.69,1.84,13.19,94.54,0.0
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 09:00,0.34,91.0,24.99,22.92,9.86,17.54,,,0.0,998.13,58.3,1.45,13.89,94.98,0.09
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 10:00,0.32,173.0,17.27,14.06,5.03,32.8,,,0.0,998.43,168.21,0.19,14.46,94.05,0.12
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 11:00,0.36,255.0,12.01,8.77,2.49,39.83,,,0.0,998.6,129.07,0.15,15.21,90.0,0.11
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 12:00,0.31,252.0,10.71,7.54,1.94,51.6,,,0.0,998.39,138.86,0.02,16.16,83.12,0.2
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 13:00,0.3,209.0,9.22,5.9,1.1,55.29,,,0.0,997.9,150.31,0.16,16.92,78.03,0.0
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 14:00,0.29,359.0,13.92,9.74,2.46,46.93,,,0.0,997.54,154.16,0.45,17.42,76.75,0.24
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 15:00,0.28,330.0,10.55,7.27,1.76,51.65,,,0.0,997.31,105.78,0.52,17.58,75.67,0.08
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 16:00,0.29,336.0,17.21,11.77,2.77,44.98,,,0.0,997.51,39.5,0.38,17.37,76.46,0.0
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 17:00,0.28,314.0,13.61,8.43,1.31,39.96,,,0.0,997.38,9.28,0.55,16.57,82.56,0.94
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 18:00,0.26,353.0,15.45,9.83,1.75,29.64,,,0.0,997.58,2.49,0.47,15.96,86.62,0.33
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 19:00,0.26,353.0,24.74,20.4,7.46,22.2,,,0.0,997.55,5.77,0.69,15.76,88.88,0.0
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 20:00,0.26,355.0,20.03,17.73,7.25,19.92,,,0.0,997.53,5.41,0.61,15.24,91.05,0.0
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 21:00,0.27,2.0,26.81,21.84,7.82,15.35,,,0.0,997.78,5.88,0.33,14.46,93.0,0.0
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 22:00,0.32,3.0,15.2,10.63,2.68,21.33,,,0.0,997.95,5.6,0.13,13.42,93.11,0.27
S_Nicola_di_Melfi,41.069444,15.7225,12/11/2021 23:00,0.32,338.0,10.13,6.58,1.29,23.86,,,0.0,997.81,6.4,0.01,13.12,93.88,0.46
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 00:00,0.36,350.0,9.71,6.74,1.66,19.99,,,0.0,997.75,5.64,0.09,13.51,93.72,0.14
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 01:00,0.34,351.0,12.12,7.5,1.16,19.5,,,0.0,997.85,6.02,0.01,13.83,93.49,0.03
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 02:00,0.32,317.0,9.95,6.51,1.31,18.6,,,0.0,997.89,6.61,0.0,13.59,93.7,0.11
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 03:00,0.31,316.0,9.96,6.92,1.71,13.21,,,0.4,997.86,7.21,0.0,13.6,94.03,0.08
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 04:00,0.3,352.0,11.52,8.16,2.13,12.14,,,0.0,997.71,6.92,0.0,13.42,94.5,0.12
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 05:00,0.29,349.0,11.32,8.38,2.46,13.44,,,0.0,997.53,6.5,0.0,13.56,94.66,0.0
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 06:00,0.3,353.0,10.99,12.12,6.37,13.73,,,0.2,997.66,5.54,0.7,13.53,94.52,0.04
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 07:00,0.28,324.0,8.45,6.45,2.03,21.87,,,0.0,997.71,6.56,0.66,13.3,93.89,0.59
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 08:00,0.3,358.0,8.49,6.19,1.75,20.31,,,0.0,998.02,37.59,0.16,13.13,93.52,0.86
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 09:00,0.48,335.0,11.54,8.83,2.8,20.28,,,0.0,997.99,60.76,0.36,13.68,93.03,0.91
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 10:00,0.36,329.0,10.85,7.92,2.25,20.94,,,3.2,997.84,60.25,0.43,13.8,92.98,0.57
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 11:00,0.38,115.0,13.07,11.45,4.61,24.0,,,0.2,997.72,260.6,0.62,14.91,92.52,0.17
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 12:00,0.34,170.0,11.3,10.66,4.75,36.48,,,0.0,997.04,389.1,0.64,17.15,86.04,0.33
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 13:00,0.3,127.0,9.03,7.52,2.8,49.38,,,1.2,996.33,232.92,0.34,18.48,78.44,1.43
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 14:00,0.25,234.0,6.85,4.9,1.32,51.54,,,1.0,995.74,96.12,0.43,17.34,85.07,1.65
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 15:00,0.23,242.0,6.82,5.41,1.84,54.8,,,7.8,995.44,38.59,0.32,16.98,84.82,4.15
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 16:00,0.24,255.0,5.03,3.44,0.82,64.39,,,0.0,995.7,26.07,0.36,15.83,83.88,3.02
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 17:00,0.25,274.0,4.97,3.28,0.68,63.24,,,3.0,995.67,4.69,0.36,15.15,86.42,3.19
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 18:00,0.23,276.0,6.38,4.93,1.59,59.09,,,0.0,995.98,2.87,1.28,14.83,86.47,0.52
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 19:00,0.23,120.0,8.46,5.52,1.1,42.95,,,0.0,996.26,2.81,0.59,14.49,89.69,1.14
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 20:00,0.25,332.0,9.29,6.01,1.15,35.43,,,0.0,996.03,2.7,0.61,13.18,91.26,1.07
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 21:00,0.28,351.0,6.23,4.15,0.9,35.89,,,0.2,995.51,2.91,0.38,12.01,91.54,1.01
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 22:00,0.28,351.0,10.57,6.83,1.38,40.64,,,0.2,995.5,4.18,0.03,11.74,90.69,0.68
S_Nicola_di_Melfi,41.069444,15.7225,13/11/2021 23:00,0.29,307.0,15.09,12.1,4.27,34.81,,,0.0,995.05,4.22,0.18,11.48,91.19,0.15
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 00:00,0.31,340.0,10.62,7.03,1.48,28.46,,,0.0,994.43,3.1,1.5,11.22,91.36,0.52
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 01:00,0.28,124.0,11.72,8.7,2.57,14.7,,,0.0,994.01,2.66,2.69,10.69,91.95,0.38
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 02:00,0.27,278.0,10.82,7.64,1.98,11.02,,,0.2,993.56,2.63,2.54,10.29,93.01,0.33
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 03:00,0.28,107.0,9.9,7.31,2.13,16.16,,,0.0,993.59,2.66,2.58,10.68,93.44,0.16
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 04:00,0.26,81.0,9.01,6.66,1.95,13.43,,,0.0,993.28,2.69,2.39,10.67,93.09,0.22
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 05:00,0.26,78.0,8.84,6.24,1.62,25.73,,,0.2,993.09,2.66,2.0,11.52,91.57,0.0
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 06:00,0.26,79.0,8.21,6.41,2.12,26.35,,,0.0,992.98,2.53,1.75,11.91,89.51,0.21
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 07:00,0.26,94.0,9.06,7.21,2.48,24.54,,,0.0,993.0,3.58,1.54,11.42,89.98,0.18
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 08:00,0.27,77.0,8.42,6.17,1.77,28.54,,,0.0,993.37,43.71,0.58,11.52,90.7,0.35
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 09:00,0.26,88.0,13.72,11.57,4.39,33.41,,,0.0,993.69,197.43,0.54,13.05,86.24,0.37
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 10:00,0.23,119.0,8.24,7.19,2.88,40.19,,,0.0,993.75,326.85,2.89,15.3,76.66,0.33
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 11:00,0.24,193.0,7.53,6.05,2.11,44.95,,,0.0,994.04,407.07,3.06,17.54,70.93,0.44
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 12:00,0.24,205.0,5.67,4.69,1.73,54.31,,,0.0,993.4,410.54,2.7,18.58,68.05,0.8
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 13:00,0.23,219.0,3.87,3.39,1.37,71.71,,,0.0,992.83,369.92,2.61,19.34,57.71,1.58
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 14:00,0.21,241.0,2.74,2.69,1.26,79.64,,,0.0,992.45,314.61,2.1,19.75,51.15,2.29
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 15:00,0.21,231.0,3.03,2.89,1.3,76.72,,,0.0,992.28,200.83,1.93,19.83,54.39,1.79
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 16:00,0.21,212.0,4.64,3.65,1.22,71.57,,,0.0,992.3,72.66,1.6,19.17,61.88,1.47
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 17:00,0.23,228.0,6.46,4.0,0.66,64.57,,,0.0,992.9,11.98,0.37,17.28,77.51,1.41
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 18:00,0.24,232.0,5.98,3.53,0.52,58.65,,,0.2,993.28,3.64,0.27,15.54,83.87,1.23
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 19:00,0.24,268.0,6.84,4.7,1.12,44.9,,,0.0,993.74,2.76,0.44,14.24,88.53,0.24
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 20:00,0.23,223.0,7.57,4.28,0.41,34.32,,,0.0,994.1,4.08,0.04,12.81,91.1,0.04
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 21:00,0.24,101.0,8.01,4.42,0.32,41.23,,,0.0,994.46,4.35,0.01,12.86,93.2,0.23
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 22:00,0.27,288.0,11.04,7.14,1.39,26.84,,,0.0,994.54,3.62,0.08,11.7,93.33,0.51
S_Nicola_di_Melfi,41.069444,15.7225,14/11/2021 23:00,0.29,335.0,10.45,7.14,1.67,22.46,,,0.0,994.36,2.9,0.17,11.09,93.89,0.11
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 00:00,0.26,121.0,7.83,4.86,0.78,34.03,,,0.2,994.62,4.14,0.0,10.87,93.42,0.2
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 01:00,0.27,203.0,6.16,3.42,0.31,39.15,,,0.0,994.62,4.09,0.0,11.29,91.71,0.25
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 02:00,0.27,4.0,7.67,4.46,0.48,25.67,,,0.2,994.62,4.1,0.0,10.47,91.68,0.0
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 03:00,0.28,106.0,8.58,5.34,0.85,24.27,,,0.0,994.44,4.12,0.03,11.14,92.04,0.0
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 04:00,0.26,67.0,12.43,8.48,1.98,20.0,,,0.0,994.23,3.52,0.79,11.56,91.55,0.0
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 05:00,0.25,147.0,8.26,7.19,2.87,11.38,,,0.0,993.96,1.55,2.6,10.99,91.24,0.0
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 06:00,0.28,80.0,19.71,23.78,13.47,8.21,,,0.0,993.59,0.94,3.08,11.0,91.06,0.17
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 07:00,0.25,303.0,15.82,13.45,5.18,15.75,,,0.0,993.72,2.93,1.97,11.47,91.47,0.38
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 08:00,0.25,315.0,12.91,10.15,3.39,26.76,,,0.0,994.36,37.66,0.67,11.79,92.5,0.04
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 09:00,0.23,307.0,11.39,7.03,1.09,39.7,,,0.0,995.24,59.0,0.05,12.21,92.76,0.63
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 10:00,0.23,300.0,9.63,5.72,0.76,56.05,,,0.0,995.38,68.38,0.0,12.43,93.35,0.24
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 11:00,0.24,236.0,10.95,8.55,2.82,44.44,,,0.0,995.18,73.84,2.04,12.75,92.7,0.0
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 12:00,0.25,91.0,23.44,18.59,6.32,29.34,,,0.0,994.73,93.8,3.31,13.24,90.47,1.47
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 13:00,0.25,214.0,18.19,14.68,5.17,35.83,,,0.0,994.65,101.13,3.01,13.92,85.74,0.34
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 14:00,0.24,301.0,12.64,9.55,2.94,43.75,,,0.2,994.44,69.43,2.76,14.5,82.89,0.15
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 15:00,0.23,298.0,12.02,8.47,2.19,41.62,,,0.8,994.29,43.17,2.53,14.3,86.59,0.1
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 16:00,0.24,237.0,9.09,7.09,2.33,36.36,,,0.0,994.32,19.92,2.12,14.09,90.07,0.03
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 17:00,0.23,228.0,11.68,8.87,2.75,45.87,,,1.0,994.32,6.34,1.81,13.64,92.16,0.61
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 18:00,0.32,75.0,20.41,14.42,3.75,63.19,,,2.0,994.29,5.52,-9999.0,12.76,91.0,0.48
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 19:00,0.32,77.0,15.7,9.51,1.37,67.9,,,2.8,994.25,5.44,-9999.0,12.73,90.65,1.01
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 20:00,0.27,284.0,10.99,5.71,0.28,69.14,,,4.2,994.13,4.78,0.33,13.01,92.55,0.26
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 21:00,0.25,117.0,10.53,6.43,0.96,63.95,,,3.2,994.09,4.16,1.3,13.16,93.45,1.37
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 22:00,0.24,125.0,17.94,17.3,7.94,64.23,,,2.0,994.02,4.68,0.67,13.05,94.13,1.79
S_Nicola_di_Melfi,41.069444,15.7225,15/11/2021 23:00,0.24,89.0,13.49,9.01,1.99,67.03,,,6.4,993.81,4.76,0.57,12.99,94.41,1.14
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 00:00,0.25,112.0,15.9,10.69,2.42,62.56,,,3.4,993.25,4.86,1.21,13.27,95.14,1.08
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 01:00,0.22,267.0,5.57,3.9,0.99,60.8,,,3.0,992.29,4.71,3.07,13.89,95.26,0.35
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 02:00,0.24,234.0,2.82,1.41,0.19,68.54,,,0.4,991.86,5.59,0.47,14.3,95.64,1.78
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 03:00,0.25,208.0,3.66,2.63,0.76,63.94,,,0.4,991.45,5.11,1.73,14.4,95.35,0.98
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 04:00,0.23,202.0,3.53,3.64,1.8,59.87,,,0.8,990.0,3.29,5.65,14.42,94.79,2.44
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 05:00,0.21,210.0,2.75,2.03,0.7,72.65,,,0.4,989.33,5.02,1.9,14.58,92.4,3.58
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 06:00,0.23,302.0,2.6,1.57,0.4,65.99,,,0.0,988.98,3.76,1.18,14.79,86.43,6.92
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 07:00,0.21,319.0,1.53,1.83,1.05,56.72,,,0.0,990.54,2.97,3.03,14.86,81.99,3.92
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 08:00,0.22,312.0,2.66,1.69,0.47,63.45,,,0.2,991.79,31.03,1.15,15.12,78.05,3.36
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 09:00,0.21,310.0,2.29,1.39,0.33,70.79,,,0.0,992.71,163.21,0.23,16.16,74.04,2.52
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 10:00,0.23,301.0,4.12,2.52,0.45,67.52,,,0.2,993.52,178.0,0.34,16.91,73.4,3.14
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 11:00,0.23,279.0,4.46,3.37,1.04,64.23,,,0.2,993.75,273.65,2.16,17.56,70.15,3.01
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 12:00,0.22,283.0,3.36,2.95,1.2,69.84,,,0.0,993.55,413.62,2.32,18.97,64.7,3.69
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 13:00,0.23,274.0,3.09,3.07,1.45,72.61,,,0.0,992.99,331.69,2.64,19.49,61.81,3.14
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 14:00,0.23,282.0,3.03,2.78,1.19,74.09,,,0.0,992.84,298.25,2.57,20.0,60.62,3.27
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 15:00,0.2,293.0,1.82,2.28,1.33,74.95,,,0.0,992.71,195.35,3.12,19.89,58.92,4.07
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 16:00,0.23,290.0,2.74,2.58,1.15,73.15,,,0.0,992.66,78.75,2.8,19.02,62.09,3.29
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 17:00,0.23,312.0,4.27,3.32,1.08,70.73,,,0.0,993.11,10.21,3.11,17.29,70.34,3.57
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 18:00,0.21,305.0,2.56,2.71,1.37,70.56,,,0.0,993.45,0.18,3.52,16.42,75.47,4.18
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 19:00,0.2,326.0,3.09,3.15,1.54,65.98,,,0.0,993.62,0.12,3.71,15.67,76.91,2.76
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 20:00,0.22,320.0,2.75,2.7,1.26,63.6,,,0.2,993.95,0.17,3.32,15.0,80.01,3.24
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 21:00,0.2,325.0,1.34,1.93,1.23,70.21,,,0.2,994.19,0.19,3.11,15.06,82.5,4.79
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 22:00,0.22,337.0,2.07,2.31,1.23,59.44,,,0.0,994.58,0.17,2.83,14.48,79.85,2.93
S_Nicola_di_Melfi,41.069444,15.7225,16/11/2021 23:00,0.22,307.0,2.5,2.77,1.46,57.51,,,0.0,994.61,0.09,3.45,14.54,81.6,0.8
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 00:00,0.23,311.0,1.17,2.06,1.46,66.34,,,0.0,994.55,0.04,3.57,14.82,82.06,2.69
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 01:00,0.19,310.0,0.55,1.74,1.49,71.74,,,0.0,994.37,0.02,4.66,14.73,79.18,3.43
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 02:00,0.24,340.0,3.59,3.76,1.88,63.05,,,0.0,994.13,0.03,4.7,14.27,79.87,1.77
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 03:00,0.31,350.0,6.22,5.21,1.95,50.09,,,0.0,993.86,0.0,5.43,13.74,81.57,1.59
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 04:00,0.31,95.0,10.78,7.51,1.87,28.23,,,0.0,993.35,0.0,5.41,12.68,84.61,0.31
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 05:00,0.3,90.0,12.75,10.56,3.9,22.12,,,0.0,993.45,0.02,4.73,11.68,87.5,1.04
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 06:00,0.26,87.0,16.52,17.89,9.24,41.01,,,0.0,994.0,1.21,0.96,11.62,88.31,1.54
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 07:00,0.24,5.0,19.71,18.96,8.66,25.97,,,0.2,994.5,2.41,0.67,10.79,88.5,0.27
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 08:00,0.25,7.0,21.52,23.73,12.47,9.35,,,0.0,994.58,23.86,7.04,10.54,89.39,0.38
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 09:00,0.29,315.0,22.29,25.28,13.63,13.52,,,0.0,994.88,206.29,8.14,12.68,85.46,0.26
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 10:00,0.26,146.0,19.23,19.21,9.16,36.3,,,0.0,995.42,300.71,7.81,14.94,77.55,0.81
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 11:00,0.22,170.0,11.75,10.65,4.51,48.56,,,0.0,995.49,378.7,7.58,16.57,72.75,1.04
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 12:00,0.21,283.0,6.68,6.59,3.1,59.48,,,0.0,995.47,343.54,7.4,17.12,68.65,0.16
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 13:00,0.23,186.0,5.36,5.11,2.31,61.06,,,0.0,995.01,280.21,7.18,17.39,69.36,0.7
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 14:00,0.21,192.0,7.56,8.41,4.48,64.25,,,0.0,994.77,266.48,7.58,18.0,64.519,0.94
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 15:00,0.21,187.0,10.13,9.77,4.46,58.9,,,0.0,994.73,104.86,7.36,17.5,66.92,1.14
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 16:00,0.24,158.0,16.8,12.86,4.08,49.54,,,0.0,994.79,47.86,7.41,16.379,77.12,2.84
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 17:00,0.28,156.0,14.65,11.73,4.06,44.45,,,0.0,994.92,4.16,7.25,15.31,81.48,2.39
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 18:00,0.28,126.0,11.65,11.2,5.12,43.42,,,0.0,995.5,0.0,7.16,14.62,83.82,2.5
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 19:00,0.26,116.0,8.64,7.82,3.3,48.55,,,0.0,996.28,0.0,7.3,14.47,84.22,3.31
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 20:00,0.27,121.0,7.23,6.21,2.43,52.5,,,3.4,996.67,0.97,7.72,14.08,87.07,2.61
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 21:00,0.28,127.0,7.27,5.94,2.13,47.69,,,1.4,997.05,1.71,7.39,13.66,90.48,1.76
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 22:00,0.28,105.0,18.63,19.53,9.77,37.18,,,0.0,997.44,1.98,7.67,13.82,89.9,0.94
S_Nicola_di_Melfi,41.069444,15.7225,17/11/2021 23:00,0.29,72.0,18.36,14.86,5.27,30.98,,,0.2,997.51,2.16,7.19,13.54,91.06,0.52
S_Nicola_di_Melfi,41.069444,15.7225,18/11/2021 00:00,0.27,83.0,7.92,6.62,2.48,42.6,,,1.8,997.69,2.4,7.47,13.35,91.6,1.22
S_Nicola_di_Melfi,41.069444,15.7225,18/11/2021 01:00,0.27,80.0,9.11,7.11,2.34,40.1,,,1.2,997.61,2.29,7.1,13.17,92.86,0.49
S_Nicola_di_Melfi,41.069444,15.7225,18/11/2021 02:00,0.26,95.0,6.63,5.25,1.78,52.44,,,1.0,997.91,2.87,4.46,13.33,92.62,0.72
S_Nicola_di_Melfi,41.069444,15.7225,18/11/2021 03:00,0.26,120.0,6.28,4.71,1.44,57.76,,,0.2,998.07,3.12,2.81,13.49,90.6,2.54
S_Nicola_di_Melfi,41.069444,15.7225,18/11/2021 04:00,0.27,89.0,7.27,4.09,0.49,59.0,,,0.0,998.35,3.74,0.22,13.47,90.57,1.66
S_Nicola_di_Melfi,41.069444,15.7225,18/11/2021 05:00,0.28,88.0,9.25,6.13,1.38,56.8,,,0.0,998.52,3.35,0.27,13.43,90.59,1.28
S_Nicola_di_Melfi,41.069444,15.7225,18/11/2021 06:00,0.29,121.0,19.18,18.29,8.3,50.73,,,0.0,998.79,3.16,0.42,13.43,90.7,1.71
S_Nicola_di_Melfi,41.069444,15.7225,18/11/2021 07:00,0.28,121.0,11.03,8.16,2.41,52.79,,,0.0,999.15,3.06,0.28,13.36,90.13,2.33
S_Nicola_di_Melfi,41.069444,15.7225,18/11/2021 08:00,0.28,122.0,10.06,7.66,2.41,56.54,,,0.0,999.76,15.57,0.25,13.28,90.03,2.49
S_Nicola_di_Melfi,41.069444,15.7225,18/11/2021 09:00,0.28,127.0,10.26,8.8,3.44,59.71,,,0.2,1000.43,74.51,0.38,13.63,87.32,2.25
