Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),H2S (µg/m³),Metano (ugC/m³),NMHC (ugC/m³),NO2 (µg/m³),NOx (µg/m³),NO (µg/m³),o-Xilene (µg/m³),O3 (µg/m³),PM10 (µg/m³),PM2-5 (µg/m³),Precipitazione (mm),Pressione (hPa),Radiazione_Globale (W/m²),Radiazione_Netta (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s),Xilene (µg/m³)
Grumento3,40.313888,15.904444,02/01/2022 00:00,1.45,0.5,66.0,0.04,0.57,902.78,56.4,7.72,9.06,0.89,0.01,82.11,7.83,3.58,0.0,924.09,0.0,-40.16,1.44,5.04,0.55,82.29,0.89,0.01
Grumento3,40.313888,15.904444,02/01/2022 01:00,0.97,0.39,69.0,0.04,0.71,893.73,50.79,4.51,5.59,0.82,0.01,84.89,10.0,4.12,0.0,923.64,0.0,-36.72,1.74,5.13,0.48,77.76,1.44,0.01
Grumento3,40.313888,15.904444,02/01/2022 02:00,0.47,0.38,240.0,0.04,0.56,892.79,51.68,4.24,4.5,0.42,0.01,85.17,7.02,3.83,0.0,923.6,0.0,-32.57,2.3,5.47,0.34,70.81,0.98,0.01
Grumento3,40.313888,15.904444,02/01/2022 03:00,0.75,0.35,60.0,0.04,0.65,893.55,47.54,3.99,3.23,0.38,0.01,80.27,8.22,6.14,0.0,922.78,0.0,-23.27,2.11,4.46,0.11,76.31,1.86,0.01
Grumento3,40.313888,15.904444,02/01/2022 04:00,0.35,0.35,86.0,0.04,0.74,881.16,48.88,3.59,4.99,0.92,0.01,75.36,17.5,10.57,0.0,922.9,0.0,-4.35,3.1,4.61,0.21,76.13,1.69,0.01
Grumento3,40.313888,15.904444,02/01/2022 05:00,0.39,0.34,97.0,0.04,0.77,892.7,45.48,3.86,3.76,0.09,0.01,77.62,5.69,3.02,0.0,921.92,0.0,-20.98,3.46,4.12,0.11,79.29,2.84,0.01
Grumento3,40.313888,15.904444,02/01/2022 06:00,0.5,0.32,107.0,0.04,0.83,892.7,43.78,3.96,4.16,0.28,0.01,66.63,15.4,7.41,0.8,919.45,0.0,-11.37,2.8,2.52,0.19,89.9,6.34,0.01
Grumento3,40.313888,15.904444,02/01/2022 07:00,0.49,0.32,116.0,0.04,0.73,886.9,43.44,3.85,3.07,0.18,0.01,72.35,6.66,2.88,0.4,919.47,0.0,-9.06,1.4,3.07,0.08,94.44,5.89,0.02
Grumento3,40.313888,15.904444,02/01/2022 08:00,0.49,0.34,110.0,0.04,0.69,890.83,46.72,4.42,5.13,0.7,0.01,73.1,5.66,2.33,0.0,919.66,0.23,-14.57,2.24,3.11,0.08,94.91,5.65,0.02
Grumento3,40.313888,15.904444,02/01/2022 09:00,0.43,0.41,100.0,0.04,0.6,899.21,48.92,4.66,8.09,2.24,0.01,73.34,11.61,6.16,0.0,919.97,14.17,-13.95,2.11,3.55,0.2,94.36,4.68,0.02
Grumento3,40.313888,15.904444,02/01/2022 10:00,0.87,0.47,90.0,0.04,0.86,904.87,55.49,7.94,11.95,2.66,0.01,68.31,10.61,6.24,0.0,921.93,23.37,13.69,2.4,5.51,0.12,92.82,2.85,0.01
Grumento3,40.313888,15.904444,02/01/2022 11:00,1.3,0.49,88.0,0.04,0.91,894.05,51.7,5.19,8.11,1.9,0.01,69.75,8.99,4.36,0.0,921.86,11.98,-0.97,1.69,6.15,0.16,91.22,4.97,0.01
Grumento3,40.313888,15.904444,02/01/2022 12:00,1.43,0.44,85.0,0.04,0.81,880.67,49.64,4.71,7.36,1.85,0.01,74.32,10.78,7.66,0.0,921.12,30.46,14.45,1.62,7.48,0.54,88.11,5.28,0.01
Grumento3,40.313888,15.904444,02/01/2022 13:00,0.65,0.46,243.0,0.04,0.64,876.14,47.57,3.63,7.76,2.7,0.01,73.9,31.85,13.67,0.0,920.53,102.93,81.66,1.66,8.79,0.32,83.69,1.8,0.01
Grumento3,40.313888,15.904444,02/01/2022 14:00,0.71,0.47,62.0,0.04,0.58,878.84,50.73,3.63,6.39,1.83,0.01,80.07,38.02,14.81,0.0,919.92,296.82,104.34,-9999.0,11.26,0.31,68.72,2.78,0.01
Grumento3,40.313888,15.904444,02/01/2022 15:00,0.48,0.5,28.0,0.04,0.91,878.24,51.26,3.45,6.56,2.03,0.01,81.38,8.55,5.29,0.0,920.33,51.19,52.12,2.72,10.64,0.25,66.87,1.78,0.01
Grumento3,40.313888,15.904444,02/01/2022 16:00,0.67,0.45,228.0,0.04,1.09,879.96,47.45,3.07,6.46,2.29,0.01,93.27,6.99,2.82,2.4,921.47,0.0,-42.99,1.49,6.54,0.15,84.48,6.51,0.01
Grumento3,40.313888,15.904444,02/01/2022 17:00,0.38,0.57,69.0,0.04,0.8,887.09,58.26,5.47,7.56,1.39,0.01,85.0,10.08,3.32,0.6,921.63,0.26,-9.86,0.49,5.01,0.08,94.98,1.83,0.01
Grumento3,40.313888,15.904444,02/01/2022 18:00,1.51,0.67,83.0,0.04,1.04,891.11,64.849,8.52,11.05,1.66,0.01,83.33,7.14,5.88,0.0,921.75,0.0,-12.05,0.57,5.04,0.4,94.76,2.2,0.01
Grumento3,40.313888,15.904444,02/01/2022 19:00,1.85,0.63,123.0,0.04,0.77,889.25,70.14,8.29,11.67,2.2,0.01,84.13,19.6,11.98,0.0,922.01,0.0,-4.7,1.0,5.51,0.46,90.25,1.99,0.01
Grumento3,40.313888,15.904444,02/01/2022 20:00,1.63,0.7,163.0,0.04,0.93,896.8,83.54,7.72,12.17,2.9,0.01,87.51,9.41,5.5,0.0,922.13,0.0,-14.8,2.14,5.98,0.47,86.53,1.78,0.01
Grumento3,40.313888,15.904444,02/01/2022 21:00,1.99,0.48,248.0,0.04,1.12,887.84,52.05,5.56,8.47,1.9,0.01,86.12,12.3,6.48,0.0,922.23,0.0,-14.66,1.71,6.56,0.81,82.08,1.47,0.01
Grumento3,40.313888,15.904444,02/01/2022 22:00,0.96,0.44,238.0,0.04,0.68,888.91,46.97,3.47,6.74,2.13,0.01,86.71,12.05,6.1,0.0,922.48,0.0,-9.83,1.94,6.51,0.08,82.53,1.1,0.01
Grumento3,40.313888,15.904444,02/01/2022 23:00,0.49,0.47,231.0,0.04,1.16,892.83,48.71,3.33,6.44,2.03,0.01,86.7,10.38,4.08,0.0,922.61,0.0,-25.49,1.63,6.47,0.2,80.71,2.76,0.01
Grumento3,40.313888,15.904444,03/01/2022 00:00,0.82,0.38,226.0,0.04,1.13,890.22,52.14,3.59,6.81,2.13,0.01,79.16,8.86,5.66,0.0,922.21,0.0,-22.98,1.47,6.13,0.18,81.04,2.47,0.01
Grumento3,40.313888,15.904444,03/01/2022 01:00,0.72,0.33,235.0,0.04,0.88,884.07,46.1,2.13,4.84,1.77,0.01,84.52,18.72,12.97,0.0,922.0,0.0,-30.37,0.48,6.23,0.18,81.1,3.37,0.01
Grumento3,40.313888,15.904444,03/01/2022 02:00,0.33,0.36,203.0,0.04,1.02,884.21,47.32,2.51,7.22,3.07,0.01,89.1,15.28,8.91,0.0,922.12,0.0,-15.11,1.05,6.23,0.08,78.63,1.93,0.01
Grumento3,40.313888,15.904444,03/01/2022 03:00,0.5,0.36,193.0,0.04,1.06,886.07,48.51,2.57,4.55,1.39,0.01,84.52,16.84,12.56,0.0,922.17,0.0,-20.86,0.61,5.7,0.22,81.81,3.2,0.01
Grumento3,40.313888,15.904444,03/01/2022 04:00,0.51,0.33,208.0,0.04,1.0,871.88,47.84,3.37,5.46,1.39,0.01,85.14,25.99,18.47,0.0,921.95,0.0,-10.07,0.52,5.87,0.08,79.96,2.25,0.01
Grumento3,40.313888,15.904444,03/01/2022 05:00,0.43,0.29,254.0,0.04,1.05,886.83,41.04,2.14,5.34,2.08,0.01,84.12,23.12,17.0,0.0,921.63,0.0,-28.07,1.07,5.84,0.1,79.81,1.97,0.01
Grumento3,40.313888,15.904444,03/01/2022 06:00,0.34,0.29,223.0,0.04,0.97,885.13,40.75,2.48,5.03,1.7,0.01,85.27,30.4,17.27,1.6,920.36,0.0,-27.45,3.86,4.46,0.21,86.14,5.01,0.01
Grumento3,40.313888,15.904444,03/01/2022 07:00,0.32,0.28,217.0,0.04,1.06,886.03,42.75,2.69,4.44,1.23,0.01,87.15,58.3,27.06,0.2,919.91,0.0,-28.05,4.55,3.41,0.08,90.06,6.02,0.01
Grumento3,40.313888,15.904444,03/01/2022 08:00,0.19,0.27,50.0,0.04,1.02,885.54,43.83,2.43,6.12,2.44,0.01,89.98,35.65,23.07,2.4,920.36,0.0,-28.34,5.69,3.38,0.09,90.59,3.16,0.02
Grumento3,40.313888,15.904444,03/01/2022 09:00,0.36,0.91,169.0,0.04,1.2,910.09,80.69,6.22,11.43,3.4,0.01,73.87,42.71,26.17,0.0,921.03,15.62,-7.59,5.84,3.54,0.13,92.35,5.0,0.02
Grumento3,40.313888,15.904444,03/01/2022 10:00,8.55,0.37,36.0,0.16,1.26,893.65,56.8,6.46,11.08,3.02,0.59,76.98,45.76,27.51,0.0,923.2,26.79,-30.66,6.86,5.05,2.53,89.85,0.97,0.39
Grumento3,40.313888,15.904444,03/01/2022 11:00,1.17,0.4,217.0,0.04,0.93,895.9,60.68,5.45,9.22,2.48,0.01,80.54,42.53,24.87,0.0,923.05,21.01,-5.29,6.33,5.9,0.22,81.84,3.23,0.01
Grumento3,40.313888,15.904444,03/01/2022 12:00,1.2,0.46,209.0,0.04,0.83,902.12,66.38,7.09,10.85,2.45,0.01,77.86,21.85,15.38,0.0,922.7,19.22,-10.38,6.27,5.13,0.08,86.01,3.51,0.01
