Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),H2S (µg/m³),Metano (ugC/m³),NMHC (ugC/m³),NO2 (µg/m³),NOx (µg/m³),NO (µg/m³),o-Xilene (µg/m³),O3 (µg/m³),PM10 (µg/m³),PM2-5 (µg/m³),Precipitazione (mm),Pressione (hPa),Radiazione_Globale (W/m²),Radiazione_Netta (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s),Xilene (µg/m³)
Grumento3,40.313888,15.904444,12/02/2022 01:00,0.18,0.38,23.0,0.02,1.93,957.81,43.08,3.28,3.5,0.34,0.0,83.27,,,0.0,927.53,0.0,-29.52,0.14,5.45,0.07,83.18,1.25,0.0
Grumento3,40.313888,15.904444,12/02/2022 02:00,0.18,0.36,249.0,0.02,1.7,947.65,42.21,1.09,0.96,0.15,0.0,87.19,,,0.0,927.9,0.0,-25.52,0.24,5.5,0.07,84.69,1.33,0.01
Grumento3,40.313888,15.904444,12/02/2022 03:00,0.18,0.39,332.0,0.02,1.77,945.8,46.51,1.85,2.79,0.74,0.0,94.36,,,0.0,927.95,0.0,-29.71,0.25,5.06,0.07,84.7,1.1,0.01
Grumento3,40.313888,15.904444,12/02/2022 04:00,0.17,0.41,196.0,0.02,2.0,927.26,44.79,1.72,0.81,0.05,0.0,84.76,,,0.0,926.3,0.0,-31.61,0.9,4.1,0.06,85.88,3.69,0.0
Grumento3,40.313888,15.904444,12/02/2022 05:00,0.18,0.39,95.0,0.02,1.73,949.02,43.92,8.42,7.81,0.12,0.0,71.54,,,0.0,926.09,0.0,-22.29,3.06,3.42,0.07,86.96,4.09,0.0
Grumento3,40.313888,15.904444,12/02/2022 06:00,0.18,0.36,194.0,0.02,1.7,946.27,44.15,4.91,4.25,0.47,0.0,71.3,,,0.0,926.84,0.0,-15.07,3.66,3.49,0.07,86.7,3.29,0.01
Grumento3,40.313888,15.904444,12/02/2022 07:00,0.17,0.37,343.0,0.02,2.04,983.57,58.52,22.41,22.26,0.16,0.0,65.52,,,0.0,927.39,0.0,-7.0,5.03,3.09,0.06,89.75,1.8,0.0
Grumento3,40.313888,15.904444,12/02/2022 08:00,0.18,0.42,94.0,0.02,1.88,961.62,57.07,12.36,12.54,0.5,0.0,62.02,,,0.0,927.95,5.71,0.76,2.92,3.38,0.06,90.69,2.69,0.0
Grumento3,40.313888,15.904444,12/02/2022 09:00,0.18,0.44,105.0,0.02,1.66,960.68,51.1,4.46,5.23,0.62,0.0,54.94,,,0.0,926.94,41.43,14.16,2.2,3.08,0.07,94.23,5.93,0.01
Grumento3,40.313888,15.904444,12/02/2022 10:00,0.18,0.5,107.0,0.02,1.6,964.18,53.99,4.94,7.87,1.91,0.0,55.19,,,0.0,926.97,24.8,8.44,2.13,2.91,0.07,96.56,6.99,0.01
Grumento3,40.313888,15.904444,12/02/2022 11:00,0.18,0.48,104.0,0.02,2.21,951.76,53.8,6.02,9.31,2.15,0.0,57.34,,,0.0,927.03,67.1,21.16,4.45,2.84,0.07,-9999.0,7.93,0.01
Grumento3,40.313888,15.904444,12/02/2022 12:00,0.19,0.5,105.0,0.03,2.39,929.76,53.62,4.99,4.96,0.47,0.02,56.87,,,0.0,927.21,101.65,39.94,11.03,3.24,0.08,-9999.0,7.04,0.02
Grumento3,40.313888,15.904444,12/02/2022 13:00,0.18,0.49,88.0,0.02,2.029,949.66,52.76,5.78,7.3,1.24,0.0,63.97,,,0.0,929.17,134.07,57.63,3.74,4.4,0.07,-9999.0,4.08,0.01
Grumento3,40.313888,15.904444,12/02/2022 14:00,0.18,0.51,85.0,0.02,1.9,953.86,51.93,5.48,8.11,1.96,0.0,65.24,,,0.0,929.52,97.3,41.66,1.14,4.73,0.07,96.6,3.75,0.01
Grumento3,40.313888,15.904444,12/02/2022 15:00,0.18,0.51,90.0,0.02,1.79,954.56,51.7,5.66,8.17,1.72,0.0,63.25,,,0.0,929.27,40.14,18.83,1.88,4.55,0.13,95.3,3.77,0.01
Grumento3,40.313888,15.904444,12/02/2022 16:00,0.36,0.56,109.0,0.02,1.79,957.26,57.33,6.34,9.22,1.88,0.0,63.52,,,0.0,926.76,9.64,2.31,3.17,3.5,0.18,95.44,6.43,0.01
Grumento3,40.313888,15.904444,12/02/2022 17:00,0.26,0.72,110.0,0.03,1.82,941.5,56.89,5.67,7.48,1.31,0.02,62.7,,,0.0,926.89,0.04,2.029,5.89,3.31,0.12,96.46,5.93,0.02
Grumento3,40.313888,15.904444,12/02/2022 18:00,0.19,0.74,107.0,0.03,2.1,931.66,59.37,6.43,8.16,1.14,0.01,64.65,,,0.0,926.84,0.0,-2.91,7.6,3.01,0.08,-9999.0,6.38,0.02
Grumento3,40.313888,15.904444,12/02/2022 19:00,0.19,0.71,109.0,0.03,2.14,922.96,58.77,6.94,8.67,1.42,0.01,66.15,,,0.0,926.97,0.0,-4.68,12.39,2.91,0.08,-9999.0,6.08,0.02
Grumento3,40.313888,15.904444,12/02/2022 20:00,0.19,0.69,106.0,0.03,2.36,920.14,60.59,7.79,9.69,1.25,0.02,65.03,,,0.0,926.8,0.0,-2.96,15.18,2.86,0.08,-9999.0,6.01,0.02
Grumento3,40.313888,15.904444,12/02/2022 21:00,0.19,0.66,107.0,0.04,2.51,918.98,56.72,6.26,8.61,1.54,0.02,65.77,,,0.0,926.65,0.0,-2.79,16.49,2.76,0.08,-9999.0,6.47,0.02
Grumento3,40.313888,15.904444,12/02/2022 22:00,0.19,0.7,110.0,0.04,2.09,919.66,59.35,7.97,9.11,0.88,0.02,64.87,,,0.0,926.53,0.0,-2.95,15.8,2.53,0.08,-9999.0,5.46,0.02
Grumento3,40.313888,15.904444,12/02/2022 23:00,0.19,0.6,119.0,0.03,2.17,913.21,51.11,5.69,6.95,1.16,0.01,65.7,,,0.0,926.07,0.0,-3.37,14.36,1.77,0.08,-9999.0,5.95,0.02
Grumento3,40.313888,15.904444,13/02/2022 00:00,0.19,0.45,112.0,0.03,1.74,909.79,47.69,4.58,6.1,1.01,0.01,63.76,,,0.0,925.42,0.0,-2.93,13.23,1.63,0.08,-9999.0,6.47,0.01
Grumento3,40.313888,15.904444,13/02/2022 01:00,0.18,0.45,118.0,0.03,1.93,907.96,47.44,4.0,5.47,0.98,0.01,70.39,,,0.0,925.35,0.0,-2.9,13.72,1.8,0.08,-9999.0,4.89,0.01
Grumento3,40.313888,15.904444,13/02/2022 02:00,0.18,0.43,121.0,0.03,1.88,901.25,46.31,3.71,5.74,1.53,0.01,71.26,,,0.0,924.81,0.0,-2.78,15.29,1.72,0.08,-9999.0,4.71,0.01
Grumento3,40.313888,15.904444,13/02/2022 03:00,0.18,0.4,117.0,0.03,2.35,897.95,45.6,2.55,5.39,1.89,0.01,71.77,,,0.4,924.03,0.0,-2.61,13.8,1.52,0.08,-9999.0,5.7,0.01
Grumento3,40.313888,15.904444,13/02/2022 04:00,0.18,0.39,118.0,0.03,1.75,890.3,45.19,2.92,3.49,0.54,0.01,74.06,,,1.2,923.73,0.0,-2.76,13.91,1.44,0.08,-9999.0,5.63,0.01
Grumento3,40.313888,15.904444,13/02/2022 05:00,0.18,0.39,127.0,0.03,1.65,914.31,43.53,3.23,3.86,0.56,0.01,74.82,,,0.6,923.76,0.0,-5.7,15.75,1.14,0.08,-9999.0,5.02,0.01
Grumento3,40.313888,15.904444,13/02/2022 06:00,0.18,0.39,121.0,0.03,1.36,917.08,46.17,4.09,5.35,0.83,0.01,73.43,,,0.2,923.4,0.0,-8.17,5.89,0.43,0.08,-9999.0,5.86,0.01
Grumento3,40.313888,15.904444,13/02/2022 07:00,0.18,0.38,122.0,0.03,1.76,918.6,48.23,4.37,6.06,1.13,0.01,74.0,,,0.4,922.88,0.0,-23.47,0.53,-0.35,0.08,-9999.0,6.05,0.01
Grumento3,40.313888,15.904444,13/02/2022 08:00,0.18,0.39,120.0,0.03,1.65,921.83,49.83,5.08,7.0,1.25,0.0,72.01,,,0.0,922.98,0.0,-18.78,0.15,-0.42,0.08,-9999.0,6.03,0.01
Grumento3,40.313888,15.904444,13/02/2022 09:00,0.18,0.41,113.0,0.03,1.68,924.75,54.78,5.43,8.08,1.73,0.0,71.82,,,0.2,923.09,8.26,-12.78,0.54,-0.48,0.07,-9999.0,5.6,0.01
Grumento3,40.313888,15.904444,13/02/2022 10:00,0.18,0.46,117.0,0.03,1.63,928.16,58.15,6.04,9.97,2.64,0.0,72.69,,,0.8,923.16,13.77,-9.91,0.92,-0.67,0.07,-9999.0,5.49,0.01
Grumento3,40.313888,15.904444,13/02/2022 11:00,0.18,0.46,117.0,0.03,1.61,927.9,56.24,5.87,10.5,3.03,0.0,65.58,,,0.2,922.96,47.54,0.42,0.35,-0.58,0.07,-9999.0,5.93,0.01
Grumento3,40.313888,15.904444,13/02/2022 12:00,0.18,0.45,122.0,0.03,1.8,925.89,58.25,6.04,10.96,3.21,0.0,68.85,,,0.2,922.87,68.59,19.92,0.28,-0.48,0.07,-9999.0,5.94,0.01
Grumento3,40.313888,15.904444,13/02/2022 13:00,0.18,0.45,114.0,0.03,2.43,920.96,60.37,5.15,10.36,3.4,0.0,76.4,,,0.0,922.58,83.37,30.87,0.45,-0.06,0.07,-9999.0,6.11,0.01
Grumento3,40.313888,15.904444,13/02/2022 14:00,0.18,0.38,105.0,0.03,2.19,912.88,53.83,4.43,10.03,3.65,0.0,80.04,,,0.0,922.15,72.58,25.96,0.77,0.39,0.13,-9999.0,7.12,0.01
Grumento3,40.313888,15.904444,13/02/2022 15:00,0.18,0.32,96.0,0.03,2.62,911.06,47.9,3.82,7.67,2.51,0.01,75.36,,,0.0,922.2,36.57,14.94,0.49,0.34,0.09,94.87,7.42,0.01
Grumento3,40.313888,15.904444,13/02/2022 16:00,0.18,0.29,92.0,0.03,2.06,913.35,47.31,4.8,9.43,3.02,0.0,76.2,,,0.0,922.26,6.23,6.48,0.33,-0.28,0.07,91.49,9.52,0.01
Grumento3,40.313888,15.904444,13/02/2022 17:00,0.18,0.28,90.0,0.03,2.34,915.71,45.49,3.12,7.62,2.93,0.0,77.67,,,0.0,922.45,1.51,2.39,0.15,-0.32,0.07,90.79,8.92,0.01
Grumento3,40.313888,15.904444,13/02/2022 18:00,0.18,0.26,91.0,0.03,2.51,918.8,45.47,3.23,7.24,2.66,0.0,77.17,,,0.0,922.9,0.0,-3.91,0.13,-0.46,0.07,83.31,8.56,0.01
Grumento3,40.313888,15.904444,13/02/2022 19:00,0.18,0.28,101.0,0.03,2.27,922.63,50.94,3.75,7.08,2.19,0.0,82.13,,,0.0,923.43,0.0,-6.92,0.06,-0.91,0.07,86.23,7.21,0.01
Grumento3,40.313888,15.904444,13/02/2022 20:00,0.18,0.3,40.0,0.03,2.27,923.42,50.73,4.79,6.7,1.38,0.0,79.66,,,0.0,923.64,0.0,-9.16,0.18,-0.82,0.07,80.13,12.31,0.01
Grumento3,40.313888,15.904444,13/02/2022 21:00,0.18,0.21,-9999.0,0.03,2.66,916.14,48.21,3.44,5.94,1.63,0.0,80.12,,,0.0,923.42,0.0,-6.27,0.8,-1.99,0.08,72.04,13.9,0.01
Grumento3,40.313888,15.904444,13/02/2022 22:00,0.18,0.19,-9999.0,0.03,1.71,917.02,47.51,3.15,5.29,1.42,0.01,87.81,,,0.0,924.01,0.0,-7.08,0.11,-2.98,0.08,73.27,14.45,0.01
Grumento3,40.313888,15.904444,13/02/2022 23:00,0.19,0.17,-9999.0,0.03,2.33,915.59,47.83,2.44,6.27,2.5,0.01,85.76,,,0.0,924.24,0.0,-6.77,0.94,-3.53,0.08,70.35,14.76,0.01
Grumento3,40.313888,15.904444,14/02/2022 00:00,0.19,0.25,-9999.0,0.03,2.14,916.37,47.64,2.43,6.02,2.4,0.01,85.53,,,0.0,924.92,0.0,-7.79,0.63,-3.4,0.13,67.89,10.9,0.01
Grumento3,40.313888,15.904444,14/02/2022 01:00,0.19,0.32,-9999.0,0.03,1.88,918.39,47.12,2.33,4.8,1.65,0.01,86.49,,,0.0,925.58,0.0,-8.34,1.02,-3.52,0.08,70.08,8.02,0.01
Grumento3,40.313888,15.904444,14/02/2022 02:00,0.19,0.31,-9999.0,0.03,2.08,919.84,46.67,2.8,6.6,2.48,0.01,89.48,,,0.0,925.57,0.0,-8.12,0.51,-4.071,0.08,71.85,10.37,0.01
Grumento3,40.313888,15.904444,14/02/2022 03:00,0.19,0.29,285.0,0.03,2.18,920.57,48.03,1.82,6.0,2.73,0.01,87.29,,,0.0,925.69,0.0,-9.08,0.21,-4.41,0.08,69.22,9.17,0.01
Grumento3,40.313888,15.904444,14/02/2022 04:00,0.19,0.28,284.0,0.03,2.06,902.62,50.71,2.66,6.19,2.31,0.01,93.72,,,0.0,925.45,0.0,-18.67,0.33,-5.1,0.08,64.23,9.88,0.01
Grumento3,40.313888,15.904444,14/02/2022 05:00,0.19,0.27,312.0,0.03,1.77,913.71,55.03,2.13,5.84,2.42,0.01,90.37,,,0.0,925.88,0.0,-22.03,0.14,-5.41,0.08,62.16,10.44,0.01
Grumento3,40.313888,15.904444,14/02/2022 06:00,0.19,0.23,339.0,0.04,1.85,913.44,53.94,1.8,5.84,2.64,0.01,86.4,,,0.0,926.22,0.0,-28.22,2.66,-5.53,0.08,59.75,9.74,0.02
Grumento3,40.313888,15.904444,14/02/2022 07:00,0.19,0.2,343.0,0.03,1.55,917.07,54.09,2.11,6.04,2.56,0.01,88.48,,,0.0,926.77,0.0,-33.81,2.36,-5.6,0.08,57.98,7.1,0.01
Grumento3,40.313888,15.904444,14/02/2022 08:00,0.19,0.19,-9999.0,0.03,1.55,920.54,53.99,1.74,5.97,2.76,0.01,85.94,,,0.0,927.27,14.41,-20.96,1.18,-5.4,0.08,56.15,10.32,0.01
Grumento3,40.313888,15.904444,14/02/2022 09:00,0.19,0.17,-9999.0,0.03,1.64,919.96,54.13,2.38,5.12,1.79,0.01,88.42,,,0.0,927.75,50.06,-5.37,2.75,-4.99,0.08,54.5,10.5,0.01
Grumento3,40.313888,15.904444,14/02/2022 10:00,0.19,0.17,-9999.0,0.03,1.65,922.9,53.83,2.45,5.27,1.84,0.01,87.76,,,0.0,928.29,81.0,12.25,2.23,-4.73,0.08,55.4,13.05,0.01
Grumento3,40.313888,15.904444,14/02/2022 11:00,0.18,0.18,-9999.0,0.03,1.66,928.6,53.21,3.53,6.16,1.8,0.01,86.32,,,0.0,929.13,162.45,66.96,2.26,-4.19,0.08,56.29,12.63,0.01
Grumento3,40.313888,15.904444,14/02/2022 12:00,0.19,0.17,-9999.0,0.03,1.35,927.11,53.18,3.31,6.86,2.32,0.01,89.27,,,0.0,929.63,160.88,80.74,4.2,-3.67,0.08,54.84,10.92,0.02
Grumento3,40.313888,15.904444,14/02/2022 13:00,0.19,0.16,345.0,0.03,0.29,925.84,53.75,3.19,7.52,2.82,0.01,88.59,,,0.0,929.76,249.45,97.6,5.05,-2.3,0.08,49.32,7.19,0.01
Grumento3,40.313888,15.904444,14/02/2022 14:00,0.19,0.18,37.0,0.03,0.46,926.46,52.87,3.9,7.68,2.47,0.01,86.32,,,0.0,929.62,204.31,126.42,5.3,-2.58,0.08,57.92,11.43,0.01
Grumento3,40.313888,15.904444,14/02/2022 15:00,0.19,0.17,-9999.0,0.03,0.41,926.17,52.57,3.68,8.49,3.14,0.01,84.8,,,0.0,929.84,122.08,72.96,5.39,-2.65,0.08,56.79,9.09,0.01
Grumento3,40.313888,15.904444,14/02/2022 16:00,0.18,0.18,45.0,0.03,0.67,930.0,52.84,4.23,8.75,2.95,0.0,84.15,,,0.0,929.96,103.04,76.02,3.81,-3.19,0.07,57.59,10.85,0.01
Grumento3,40.313888,15.904444,14/02/2022 17:00,0.18,0.19,42.0,0.03,0.24,931.28,52.78,3.76,7.65,2.54,0.01,88.22,,,0.0,930.41,31.99,49.24,3.22,-3.43,0.08,57.72,9.8,0.01
Grumento3,40.313888,15.904444,14/02/2022 18:00,0.18,0.19,-9999.0,0.03,0.44,933.16,52.64,3.74,8.22,2.92,0.0,84.57,,,0.0,930.77,0.0,-15.64,1.43,-3.87,0.07,61.07,8.28,0.01
Grumento3,40.313888,15.904444,14/02/2022 19:00,0.18,0.2,40.0,0.03,0.33,932.86,52.21,4.08,7.84,2.45,0.0,85.76,,,0.0,930.92,0.0,-14.54,3.12,-4.11,0.07,63.3,9.78,0.01
Grumento3,40.313888,15.904444,14/02/2022 20:00,0.18,0.22,73.0,0.03,0.38,937.1,50.15,4.1,8.28,2.75,0.0,85.95,,,0.0,931.52,0.0,-9.23,1.2,-4.76,0.07,78.36,7.86,0.01
Grumento3,40.313888,15.904444,14/02/2022 21:00,0.18,0.24,64.0,0.03,0.58,938.95,49.88,4.19,8.93,3.09,0.0,86.48,,,0.0,931.44,0.0,-8.57,0.63,-4.88,0.07,81.87,10.97,0.0
Grumento3,40.313888,15.904444,14/02/2022 22:00,0.18,0.26,69.0,0.02,0.38,940.61,53.07,4.6,8.07,2.27,0.0,-9999.0,,,0.0,931.99,0.0,-25.51,0.2,-4.59,0.07,66.36,10.08,0.0
Grumento3,40.313888,15.904444,14/02/2022 23:00,0.18,0.27,59.0,0.02,0.26,941.54,53.43,3.76,7.9,2.7,0.0,85.3,,,0.0,932.1,0.0,-26.81,0.33,-4.63,0.07,62.61,11.14,0.0
Grumento3,40.313888,15.904444,15/02/2022 00:00,0.18,0.31,51.0,0.02,0.14,944.95,52.92,4.45,8.64,2.73,0.0,85.82,,,0.0,932.51,0.0,-9.83,0.35,-4.56,0.07,64.72,10.9,0.0
Grumento3,40.313888,15.904444,15/02/2022 01:00,0.18,0.37,50.0,0.02,0.18,946.06,53.8,4.67,8.0,2.17,0.0,83.1,,,0.0,932.78,0.0,-9.23,1.73,-4.35,0.07,62.71,12.04,0.0
Grumento3,40.313888,15.904444,15/02/2022 02:00,0.18,0.37,58.0,0.03,0.18,945.97,53.19,4.31,8.55,2.78,0.0,82.35,,,0.0,932.87,0.0,-8.32,1.65,-4.25,0.07,63.5,12.46,0.0
Grumento3,40.313888,15.904444,15/02/2022 03:00,0.18,0.39,64.0,0.02,0.34,947.27,52.46,4.06,7.79,2.45,0.0,81.09,,,0.0,933.02,0.0,-6.94,0.94,-4.1,0.14,65.86,11.85,0.0
Grumento3,40.313888,15.904444,15/02/2022 04:00,0.18,0.4,85.0,0.02,0.37,928.77,50.48,3.94,7.52,2.37,0.0,77.88,,,0.0,933.12,0.0,-1.61,0.2,-5.09,0.08,85.73,9.8,0.0
Grumento3,40.313888,15.904444,15/02/2022 05:00,0.18,0.4,70.0,0.02,0.36,932.71,52.03,4.97,8.47,2.3,0.0,81.48,,,0.0,933.46,0.0,-5.17,0.31,-4.42,0.06,82.76,9.98,0.0
Grumento3,40.313888,15.904444,15/02/2022 06:00,0.18,0.37,64.0,0.03,0.31,933.34,50.59,4.12,7.8,2.41,0.0,84.4,,,0.0,933.9,0.0,-5.9,7.3,-3.95,0.07,73.91,7.8,0.0
Grumento3,40.313888,15.904444,15/02/2022 07:00,0.18,0.37,41.0,0.03,0.39,932.81,51.82,4.57,7.8,2.18,0.0,83.95,,,0.0,934.39,0.0,-6.23,10.31,-3.66,0.07,68.45,7.41,0.0
Grumento3,40.313888,15.904444,15/02/2022 08:00,0.18,0.37,60.0,0.03,0.43,933.69,52.72,4.27,7.95,2.4,0.0,83.63,,,0.0,934.7,0.8,-4.32,10.53,-3.32,0.07,63.11,9.34,0.0
Grumento3,40.313888,15.904444,15/02/2022 09:00,0.18,0.37,56.0,0.03,0.28,935.11,52.05,3.97,7.93,2.59,0.0,83.58,,,0.0,935.11,24.39,-0.68,10.01,-2.87,0.07,61.78,9.69,0.0
Grumento3,40.313888,15.904444,15/02/2022 10:00,0.18,0.36,56.0,0.03,0.28,934.21,52.02,2.72,3.69,1.12,0.0,84.78,,,0.0,935.8,62.98,7.03,11.01,-2.36,0.07,60.52,9.4,0.01
Grumento3,40.313888,15.904444,15/02/2022 11:00,0.18,0.35,52.0,0.03,0.36,-9999.0,-9999.0,2.84,4.11,1.02,0.0,83.31,,,0.0,936.18,103.4,21.54,12.18,-1.88,0.07,59.21,11.69,0.01
Grumento3,40.313888,15.904444,15/02/2022 12:00,0.18,0.36,46.0,0.03,0.54,930.03,55.72,3.73,3.94,0.29,0.0,83.8,,,0.0,936.18,123.83,36.85,24.49,-1.42,0.07,59.27,13.82,0.01
Grumento3,40.313888,15.904444,15/02/2022 13:00,0.18,0.36,51.0,0.03,0.23,927.33,52.91,4.23,5.34,1.0,0.0,84.07,,,0.0,935.98,122.72,41.9,14.63,-1.23,0.07,55.56,15.12,0.01
Grumento3,40.313888,15.904444,15/02/2022 14:00,0.18,0.34,50.0,0.03,0.4,925.08,53.13,3.68,4.56,0.79,0.0,83.14,,,0.0,936.19,155.45,39.0,18.24,-0.62,0.07,53.75,13.57,0.01
Grumento3,40.313888,15.904444,15/02/2022 15:00,0.18,0.33,46.0,0.03,0.9,924.53,55.21,4.95,6.79,1.22,0.0,85.61,,,0.0,936.34,78.83,72.8,20.96,-0.72,0.07,53.17,11.55,0.01
Grumento3,40.313888,15.904444,15/02/2022 16:00,-9999.0,0.35,46.0,-9999.0,0.69,926.06,65.91,3.64,5.75,1.49,-9999.0,83.57,,,0.0,936.69,218.01,340.51,16.79,0.15,-9999.0,51.2,9.77,-9999.0
Grumento3,40.313888,15.904444,15/02/2022 17:00,-9999.0,-9999.0,-9999.0,-9999.0,0.95,928.2,84.88,-9999.0,-9999.0,-9999.0,-9999.0,76.82,,,0.0,936.47,139.67,308.56,18.3,0.02,-9999.0,47.35,10.23,-9999.0
Grumento3,40.313888,15.904444,15/02/2022 18:00,-9999.0,0.37,-9999.0,-9999.0,-9999.0,933.78,75.92,-9999.0,-9999.0,-9999.0,-9999.0,78.29,,,0.2,936.72,0.05,-20.55,14.48,-1.26,-9999.0,52.4,7.84,-9999.0
Grumento3,40.313888,15.904444,15/02/2022 19:00,-9999.0,0.34,-9999.0,-9999.0,0.45,933.81,67.85,2.64,2.8,0.63,-9999.0,80.14,,,0.0,937.14,0.0,-32.22,13.66,-1.73,-9999.0,52.76,8.41,-9999.0
Grumento3,40.313888,15.904444,15/02/2022 20:00,-9999.0,0.5,-9999.0,-9999.0,0.4,959.97,56.68,2.89,3.08,0.45,-9999.0,77.63,,,0.0,937.21,0.0,-36.38,4.72,-2.05,-9999.0,56.23,9.93,-9999.0
Grumento3,40.313888,15.904444,15/02/2022 21:00,-9999.0,0.39,-9999.0,-9999.0,0.22,966.28,51.02,2.67,3.3,0.43,-9999.0,83.13,,,0.0,937.11,0.0,-35.52,4.56,-1.81,-9999.0,59.41,11.08,-9999.0
Grumento3,40.313888,15.904444,15/02/2022 22:00,-9999.0,0.38,-9999.0,-9999.0,0.32,965.22,50.92,3.21,4.32,0.94,-9999.0,85.26,,,0.0,937.1,0.0,-35.96,-9999.0,-1.85,-9999.0,61.86,8.55,-9999.0
Grumento3,40.313888,15.904444,15/02/2022 23:00,-9999.0,0.4,-9999.0,-9999.0,0.29,962.54,50.95,2.43,2.89,0.64,-9999.0,85.27,,,0.0,937.03,0.0,-35.74,-9999.0,-1.72,-9999.0,60.05,10.1,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 00:00,-9999.0,0.34,-9999.0,-9999.0,0.17,963.39,50.72,2.83,3.07,0.26,-9999.0,86.41,,,0.0,937.03,0.0,-36.15,-9999.0,-1.82,-9999.0,61.59,7.98,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 01:00,-9999.0,0.36,275.0,-9999.0,0.17,966.03,50.5,2.69,3.71,0.67,-9999.0,86.88,,,0.0,937.39,0.0,-30.1,-9999.0,-1.96,-9999.0,63.92,4.69,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 02:00,-9999.0,0.38,261.0,-9999.0,0.38,965.45,51.55,2.86,3.25,0.56,-9999.0,89.18,,,0.0,937.0,0.0,-29.65,-9999.0,-2.03,-9999.0,63.57,5.36,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 03:00,-9999.0,0.37,275.0,-9999.0,0.28,964.68,50.5,2.05,4.21,1.49,-9999.0,86.58,,,0.0,936.45,0.0,-30.36,-9999.0,-2.66,-9999.0,65.78,4.75,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 04:00,-9999.0,0.38,273.0,-9999.0,0.46,945.88,51.05,3.23,3.98,0.72,-9999.0,82.76,,,0.0,935.63,0.0,-30.87,-9999.0,-3.1,-9999.0,67.63,5.66,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 05:00,-9999.0,0.38,284.0,-9999.0,0.21,955.07,52.47,2.6,3.3,0.6,-9999.0,82.12,,,0.0,935.61,0.0,-29.69,-9999.0,-3.6,-9999.0,70.07,4.62,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 06:00,-9999.0,0.37,339.0,-9999.0,0.26,960.35,53.76,4.82,5.03,0.2,-9999.0,96.07,,,0.0,935.42,0.0,-34.8,-9999.0,-4.25,-9999.0,72.02,3.44,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 07:00,-9999.0,0.38,290.0,-9999.0,0.14,969.44,51.78,4.81,5.42,0.51,-9999.0,82.26,,,0.0,934.84,0.0,-30.72,-9999.0,-4.78,-9999.0,75.08,4.4,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 08:00,-9999.0,0.4,-9999.0,-9999.0,0.26,964.54,53.97,4.28,6.11,1.22,-9999.0,91.8,,,0.0,934.54,0.0,-34.74,-9999.0,-4.76,-9999.0,74.0,3.18,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 09:00,-9999.0,0.51,249.0,-9999.0,0.89,964.8,73.34,13.16,16.17,1.96,-9999.0,88.85,,,0.0,934.46,5.49,-26.11,-9999.0,-3.88,-9999.0,69.82,3.54,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 10:00,-9999.0,0.39,259.0,-9999.0,0.2,955.7,56.69,4.78,8.2,2.23,-9999.0,80.83,,,0.0,934.39,12.8,-20.24,-9999.0,-2.54,-9999.0,56.75,4.34,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 11:00,-9999.0,0.36,266.0,-9999.0,0.31,953.22,59.03,4.97,10.02,3.3,-9999.0,80.41,,,0.0,935.02,51.51,45.93,-9999.0,1.47,-9999.0,35.31,5.16,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 12:00,-9999.0,0.31,242.0,-9999.0,0.4,927.0,63.84,4.08,7.16,2.03,-9999.0,83.86,,,0.0,936.23,136.9,209.26,-9999.0,4.3,-9999.0,30.3,4.97,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 13:00,-9999.0,0.31,243.0,-9999.0,1.21,927.16,59.34,3.82,8.6,3.12,-9999.0,83.69,,,0.0,935.97,177.66,2.56,8.73,5.57,-9999.0,33.89,5.76,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 14:00,-9999.0,0.38,248.0,-9999.0,-9999.0,923.24,55.15,4.62,8.21,2.36,-9999.0,90.62,,,0.0,935.35,289.9,34.49,10.34,6.4,-9999.0,35.73,6.5,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 15:00,-9999.0,0.4,248.0,-9999.0,-9999.0,941.55,52.52,4.86,7.8,1.92,-9999.0,93.99,,,0.0,935.3,187.61,449.52,5.88,7.25,-9999.0,38.6,5.17,-9999.0
Grumento3,40.313888,15.904444,16/02/2022 16:00,0.19,0.39,238.0,0.21,-9999.0,942.19,49.22,4.71,8.3,2.34,0.01,92.57,,,0.0,935.22,348.15,665.64,2.08,7.42,0.08,45.72,5.06,0.2
