Stazione,Latitudine,Longitudine,Data_Ora,CO (mg/m³),Direzione_Vento (°N),NO2 (µg/m³),NOx (ppb),NO (ppb),O3 (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Umidità_Relativa (%),Velocità_Vento (m/s)
Melfi,40.983888,15.639722,07/02/2021 02:00,0.05,243.0,6.54,4.72,1.3,77.17,,0.0,945.98,0.01,1.9,16.29,30.58,1.9
Melfi,40.983888,15.639722,07/02/2021 03:00,0.04,17.0,6.83,5.07,1.5,75.05,,0.0,945.31,0.0,1.8,15.31,33.09,1.08
Melfi,40.983888,15.639722,07/02/2021 04:00,0.19,62.0,5.25,4.14,1.4,76.54,,0.0,944.45,0.0,1.92,16.32,30.13,1.05
Melfi,40.983888,15.639722,07/02/2021 05:00,0.19,192.0,4.67,3.62,1.18,80.86,,0.0,943.79,0.0,2.97,17.57,27.57,2.79
Melfi,40.983888,15.639722,07/02/2021 06:00,0.23,213.0,4.31,3.6,1.35,82.8,,0.0,943.24,0.0,3.84,17.43,28.96,2.26
Melfi,40.983888,15.639722,07/02/2021 07:00,0.23,1.0,7.87,5.71,1.6,77.76,,0.0,942.76,0.0,3.19,15.09,35.54,1.06
Melfi,40.983888,15.639722,07/02/2021 08:00,0.25,227.0,11.92,9.38,3.16,66.36,,0.0,942.53,5.39,4.02,14.12,39.14,0.79
Melfi,40.983888,15.639722,07/02/2021 09:00,0.33,287.0,20.87,15.93,5.02,62.88,,0.0,942.45,34.74,4.07,14.18,39.97,1.68
Melfi,40.983888,15.639722,07/02/2021 10:00,0.4,241.0,16.6,13.05,4.39,71.43,,0.0,941.97,89.28,4.75,16.14,32.75,1.59
Melfi,40.983888,15.639722,07/02/2021 11:00,0.41,264.0,9.4,6.49,1.58,78.77,,0.0,941.33,218.39,3.93,17.74,30.38,2.0
Melfi,40.983888,15.639722,07/02/2021 12:00,0.47,220.0,6.74,5.45,1.94,80.0,,0.0,940.48,404.92,4.45,19.33,25.14,3.54
Melfi,40.983888,15.639722,07/02/2021 13:00,0.38,223.0,5.33,4.37,1.59,88.33,,0.0,939.31,556.05,3.17,20.7,21.64,3.64
Melfi,40.983888,15.639722,07/02/2021 14:00,0.32,275.0,6.64,4.93,1.45,89.34,,0.0,937.99,451.45,2.79,20.99,23.31,3.33
Melfi,40.983888,15.639722,07/02/2021 15:00,0.4,227.0,6.32,4.76,1.46,88.9,,0.0,937.68,178.78,4.61,18.81,35.14,7.86
Melfi,40.983888,15.639722,07/02/2021 16:00,0.14,218.0,4.44,3.47,1.15,86.28,,0.0,937.47,105.46,5.37,15.21,53.47,8.39
Melfi,40.983888,15.639722,07/02/2021 17:00,0.13,207.0,4.41,3.94,1.63,88.73,,0.0,936.96,56.81,2.69,13.88,59.66,6.6
Melfi,40.983888,15.639722,07/02/2021 18:00,0.14,272.0,7.27,5.21,1.41,-9999.0,,0.4,937.6,1.39,3.48,12.77,70.71,3.82
Melfi,40.983888,15.639722,07/02/2021 19:00,0.17,260.0,7.73,5.4,1.35,74.11,,0.6,938.15,0.0,2.83,10.96,84.08,4.9
Melfi,40.983888,15.639722,07/02/2021 20:00,0.28,249.0,6.53,4.46,1.04,76.05,,2.4,938.6,0.0,2.35,10.36,86.1,3.7
Melfi,40.983888,15.639722,07/02/2021 21:00,0.35,260.0,6.25,4.52,1.25,75.24,,0.8,938.11,0.0,2.67,10.09,86.24,2.88
Melfi,40.983888,15.639722,07/02/2021 22:00,0.3,262.0,6.23,4.48,1.22,78.79,,1.2,937.58,0.01,3.15,9.49,85.08,3.19
Melfi,40.983888,15.639722,07/02/2021 23:00,0.37,253.0,6.12,4.35,1.15,79.94,,0.0,936.27,0.0,3.15,8.9,84.16,2.71
Melfi,40.983888,15.639722,08/02/2021 00:00,0.38,228.0,5.68,4.28,1.31,80.1,,0.0,936.38,0.01,2.35,9.78,76.11,1.78
Melfi,40.983888,15.639722,08/02/2021 01:00,0.38,182.0,4.34,3.49,1.22,89.14,,0.0,935.95,0.0,2.85,10.02,71.22,2.41
Melfi,40.983888,15.639722,08/02/2021 02:00,0.31,214.0,4.21,3.42,1.22,95.6,,0.0,934.31,0.0,4.49,10.53,64.43,4.12
Melfi,40.983888,15.639722,08/02/2021 03:00,0.31,240.0,4.31,3.48,1.23,97.32,,0.0,933.08,0.0,4.55,10.8,62.23,3.33
Melfi,40.983888,15.639722,08/02/2021 04:00,0.28,244.0,3.87,3.12,1.1,95.0,,0.0,932.33,0.0,4.69,10.28,68.26,3.72
Melfi,40.983888,15.639722,08/02/2021 05:00,0.39,343.0,3.82,3.47,1.48,88.0,,0.0,932.6,0.0,5.1,10.01,71.6,1.46
Melfi,40.983888,15.639722,08/02/2021 06:00,0.36,296.0,6.23,4.65,1.39,78.31,,0.0,932.51,0.0,5.21,9.46,76.5,1.16
Melfi,40.983888,15.639722,08/02/2021 07:00,0.3,278.0,8.84,5.92,1.3,82.65,,0.0,932.2,0.01,5.83,9.23,80.77,3.56
Melfi,40.983888,15.639722,08/02/2021 08:00,0.37,271.0,9.76,6.55,1.45,80.98,,0.0,931.58,22.53,5.42,8.9,84.17,6.44
Melfi,40.983888,15.639722,08/02/2021 09:00,0.33,266.0,7.15,5.05,1.31,75.72,,0.0,931.99,133.07,4.33,9.31,76.35,7.07
Melfi,40.983888,15.639722,08/02/2021 10:00,0.41,271.0,8.75,5.81,1.23,72.91,,0.0,932.62,381.18,3.9,10.1,68.63,6.62
Melfi,40.983888,15.639722,08/02/2021 11:00,0.42,270.0,10.84,7.2,1.53,76.02,,0.2,933.38,520.27,1.96,10.55,57.91,9.19
Melfi,40.983888,15.639722,08/02/2021 12:00,0.32,274.0,12.93,8.41,1.65,79.42,,0.0,934.08,602.11,2.21,11.01,54.12,6.92
Melfi,40.983888,15.639722,08/02/2021 13:00,0.36,274.0,10.07,6.93,1.66,79.72,,0.0,934.87,364.46,3.83,11.51,53.57,5.4
Melfi,40.983888,15.639722,08/02/2021 14:00,0.28,278.0,12.37,7.88,1.41,77.65,,0.0,935.41,197.91,2.38,11.18,54.72,5.08
Melfi,40.983888,15.639722,08/02/2021 15:00,0.24,273.0,10.43,6.91,1.46,81.75,,0.0,936.05,140.86,3.94,11.06,54.92,4.79
Melfi,40.983888,15.639722,08/02/2021 16:00,0.24,270.0,10.05,6.84,1.58,79.46,,0.0,936.43,185.34,4.32,11.14,56.2,6.09
Melfi,40.983888,15.639722,08/02/2021 17:00,0.28,272.0,9.96,6.69,1.48,-9999.0,,0.0,936.93,77.93,4.12,10.53,57.93,5.89
Melfi,40.983888,15.639722,08/02/2021 18:00,0.24,278.0,10.49,6.94,1.46,81.46,,0.0,937.48,9.05,2.78,9.86,58.02,5.24
Melfi,40.983888,15.639722,08/02/2021 19:00,0.29,259.0,7.66,5.58,1.58,85.52,,0.0,938.1,0.01,2.81,9.5,63.21,6.3
Melfi,40.983888,15.639722,08/02/2021 20:00,0.32,259.0,7.24,5.32,1.53,85.14,,0.0,938.79,0.0,3.3,9.38,63.16,7.61
Melfi,40.983888,15.639722,08/02/2021 21:00,0.38,259.0,8.17,5.71,1.44,87.4,,0.0,939.47,0.0,4.41,9.55,63.44,7.6
Melfi,40.983888,15.639722,08/02/2021 22:00,0.37,260.0,7.83,5.42,1.32,84.16,,0.0,940.52,0.0,3.08,9.29,69.69,5.13
Melfi,40.983888,15.639722,08/02/2021 23:00,0.37,229.0,4.56,3.45,1.07,82.87,,0.0,941.62,0.0,4.01,9.46,67.58,2.06
Melfi,40.983888,15.639722,09/02/2021 00:00,0.39,229.0,4.29,3.48,1.24,83.55,,0.0,941.74,0.0,2.67,9.76,67.82,2.73
Melfi,40.983888,15.639722,09/02/2021 01:00,0.41,183.0,4.56,3.81,1.43,78.89,,0.0,941.27,0.0,3.12,9.58,68.19,1.47
Melfi,40.983888,15.639722,09/02/2021 02:00,0.39,106.0,9.48,6.42,1.46,67.64,,0.0,940.54,0.0,1.32,8.89,70.35,1.33
Melfi,40.983888,15.639722,09/02/2021 03:00,0.33,179.0,5.07,4.21,1.56,79.18,,1.4,940.36,0.0,1.5,9.54,79.97,2.89
Melfi,40.983888,15.639722,09/02/2021 04:00,0.38,174.0,4.67,3.96,1.52,75.77,,0.0,939.26,0.01,1.96,9.97,80.93,2.33
Melfi,40.983888,15.639722,09/02/2021 05:00,0.34,189.0,4.11,3.51,1.36,81.77,,0.2,938.28,0.01,2.65,11.12,71.0,2.69
Melfi,40.983888,15.639722,09/02/2021 06:00,0.36,253.0,4.97,3.87,1.27,87.99,,1.0,938.21,0.01,3.06,10.58,74.68,6.42
Melfi,40.983888,15.639722,09/02/2021 07:00,0.47,265.0,4.81,3.61,1.1,88.02,,0.2,937.99,0.01,2.08,9.92,72.01,6.57
Melfi,40.983888,15.639722,09/02/2021 08:00,0.5,241.0,4.47,3.72,1.38,83.71,,0.4,938.09,22.89,2.37,8.61,74.91,7.92
Melfi,40.983888,15.639722,09/02/2021 09:00,0.51,228.0,5.16,4.47,1.77,87.28,,0.0,939.15,57.41,2.95,9.76,64.56,4.36
Melfi,40.983888,15.639722,09/02/2021 10:00,0.45,263.0,5.87,4.41,1.34,94.99,,0.6,939.28,129.039,2.76,9.89,65.6,4.83
Melfi,40.983888,15.639722,09/02/2021 11:00,0.51,227.0,4.5,3.66,1.31,91.49,,3.2,940.05,120.2,2.96,8.22,81.12,5.21
Melfi,40.983888,15.639722,09/02/2021 12:00,0.58,233.0,5.0,4.06,1.44,86.73,,3.8,940.06,91.55,1.72,7.79,83.93,3.74
Melfi,40.983888,15.639722,09/02/2021 13:00,0.47,260.0,5.09,3.95,1.29,84.16,,0.0,939.02,571.96,1.03,10.4,73.17,5.33
Melfi,40.983888,15.639722,09/02/2021 14:00,0.46,262.0,7.34,5.04,1.21,85.3,,0.0,939.19,437.34,2.41,11.34,66.71,6.19
Melfi,40.983888,15.639722,09/02/2021 15:00,0.43,261.0,8.02,5.39,1.19,83.66,,0.0,940.02,230.75,0.63,11.27,62.97,5.3
Melfi,40.983888,15.639722,09/02/2021 16:00,0.26,252.0,7.43,5.36,1.48,-9999.0,,0.0,940.56,72.27,3.3,10.69,64.51,4.83
Melfi,40.983888,15.639722,09/02/2021 17:00,0.28,251.0,6.85,5.18,1.59,80.28,,0.0,940.72,81.49,3.11,10.41,65.98,4.65
Melfi,40.983888,15.639722,09/02/2021 18:00,0.29,252.0,7.78,5.48,1.41,80.69,,0.0,941.21,2.52,3.47,10.11,66.93,7.35
Melfi,40.983888,15.639722,09/02/2021 19:00,0.28,259.0,7.96,5.5,1.33,79.45,,0.0,942.16,0.0,3.67,9.6,71.3,8.17
Melfi,40.983888,15.639722,09/02/2021 20:00,0.36,260.0,7.61,5.23,1.24,79.92,,0.0,943.23,0.0,2.1,9.62,67.21,7.03
Melfi,40.983888,15.639722,09/02/2021 21:00,0.34,253.0,9.84,6.46,1.31,84.46,,0.0,943.39,0.01,4.38,10.07,59.56,6.29
Melfi,40.983888,15.639722,09/02/2021 22:00,0.28,255.0,10.05,6.51,1.25,86.1,,0.0,943.96,0.01,2.25,10.15,61.4,6.02
Melfi,40.983888,15.639722,09/02/2021 23:00,0.29,255.0,7.89,5.26,1.14,87.34,,0.0,944.59,0.0,3.56,10.5,64.43,3.72
Melfi,40.983888,15.639722,10/02/2021 00:00,0.29,251.0,6.25,4.41,1.14,86.9,,0.0,944.43,0.01,1.18,10.98,63.2,5.31
Melfi,40.983888,15.639722,10/02/2021 01:00,0.29,250.0,4.69,3.58,1.13,88.56,,0.0,944.5,0.0,0.44,11.14,60.13,4.83
Melfi,40.983888,15.639722,10/02/2021 02:00,0.22,254.0,7.17,4.98,1.22,87.9,,0.0,944.46,0.0,0.57,10.69,63.23,3.28
Melfi,40.983888,15.639722,10/02/2021 03:00,0.25,242.0,6.17,4.42,1.2,88.41,,0.0,944.53,0.0,0.61,10.91,61.22,2.54
Melfi,40.983888,15.639722,10/02/2021 04:00,0.17,226.0,4.18,2.96,0.77,91.05,,0.0,944.25,0.0,0.4,11.22,62.57,2.85
Melfi,40.983888,15.639722,10/02/2021 05:00,0.12,224.0,5.32,3.89,1.11,93.34,,0.0,943.23,0.0,0.57,11.24,62.99,3.97
Melfi,40.983888,15.639722,10/02/2021 06:00,0.13,250.0,4.86,3.67,1.13,93.96,,0.0,942.56,0.01,0.56,11.52,64.879,4.35
Melfi,40.983888,15.639722,10/02/2021 07:00,0.14,248.0,5.81,4.43,1.39,94.88,,0.0,942.26,0.01,1.64,11.6,71.27,5.12
Melfi,40.983888,15.639722,10/02/2021 08:00,0.11,227.0,5.75,4.47,1.46,89.92,,0.0,942.11,28.2,2.32,12.06,69.96,5.44
Melfi,40.983888,15.639722,10/02/2021 09:00,0.2,245.0,5.38,4.11,1.3,89.49,,0.0,942.13,110.6,2.51,12.33,62.48,6.89
Melfi,40.983888,15.639722,10/02/2021 10:00,0.5,248.0,5.5,4.21,1.34,90.4,,0.0,942.19,393.69,3.14,13.45,54.67,6.11
Melfi,40.983888,15.639722,10/02/2021 11:00,0.38,228.0,7.06,5.3,1.61,87.69,,0.0,942.63,473.68,4.86,13.81,53.29,6.12
Melfi,40.983888,15.639722,10/02/2021 12:00,0.45,223.0,6.64,5.13,1.66,86.72,,0.0,941.92,250.54,3.03,13.03,60.52,6.3
Melfi,40.983888,15.639722,10/02/2021 13:00,0.21,222.0,7.91,5.79,1.65,85.0,,0.0,941.01,206.62,4.6,12.37,66.2,6.46
Melfi,40.983888,15.639722,10/02/2021 14:00,0.16,225.0,7.24,5.39,1.6,84.12,,0.2,940.3,148.02,5.26,12.43,72.59,5.02
Melfi,40.983888,15.639722,10/02/2021 15:00,0.24,235.0,8.2,5.86,1.57,-9999.0,,0.4,939.78,133.92,5.43,12.51,75.98,4.05
Melfi,40.983888,15.639722,10/02/2021 16:00,0.27,234.0,8.26,6.13,1.81,80.23,,0.6,939.72,45.72,3.82,12.25,73.7,3.89
Melfi,40.983888,15.639722,10/02/2021 17:00,0.33,291.0,9.47,6.4,1.45,79.23,,0.8,939.24,15.52,4.3,11.75,80.75,2.9
Melfi,40.983888,15.639722,10/02/2021 18:00,0.34,252.0,8.38,5.8,1.42,75.02,,0.4,938.93,2.6,6.19,11.81,82.72,2.47
Melfi,40.983888,15.639722,10/02/2021 19:00,0.4,290.0,8.34,5.87,1.5,76.59,,0.0,938.85,0.0,5.03,12.0,79.2,1.93
Melfi,40.983888,15.639722,10/02/2021 20:00,0.38,246.0,7.65,5.4,1.4,82.38,,0.2,938.3,0.0,3.69,12.14,72.28,2.73
Melfi,40.983888,15.639722,10/02/2021 21:00,0.38,226.0,6.61,5.07,1.61,86.73,,0.0,937.54,0.0,4.89,12.42,67.38,4.18
Melfi,40.983888,15.639722,10/02/2021 22:00,0.32,250.0,8.04,5.35,1.15,86.47,,2.2,939.46,0.19,4.23,8.66,79.76,4.1
Melfi,40.983888,15.639722,10/02/2021 23:00,0.48,261.0,7.88,5.71,1.59,85.79,,0.0,938.85,0.01,5.74,7.69,86.97,2.22
Melfi,40.983888,15.639722,11/02/2021 00:00,0.39,278.0,7.65,5.26,1.26,86.43,,0.2,938.51,0.01,5.23,8.87,83.77,2.64
Melfi,40.983888,15.639722,11/02/2021 01:00,0.36,286.0,9.68,6.86,1.79,81.84,,0.2,938.7,0.0,4.83,8.6,86.26,2.94
Melfi,40.983888,15.639722,11/02/2021 02:00,0.34,271.0,8.86,6.14,1.51,83.26,,0.0,938.51,0.0,3.1,8.38,89.82,2.98
Melfi,40.983888,15.639722,11/02/2021 03:00,0.34,269.0,8.39,5.91,1.53,84.94,,0.0,938.9,0.01,3.36,8.49,86.76,3.48
Melfi,40.983888,15.639722,11/02/2021 04:00,0.44,271.0,8.78,6.05,1.46,84.86,,0.4,939.0,0.01,3.87,8.119,85.21,4.21
Melfi,40.983888,15.639722,11/02/2021 05:00,0.44,265.0,8.54,5.95,1.49,84.49,,0.2,939.81,0.01,3.82,7.71,85.19,3.84
Melfi,40.983888,15.639722,11/02/2021 06:00,0.47,275.0,9.19,6.4,1.59,83.18,,0.0,940.44,0.0,3.59,7.65,80.98,3.48
Melfi,40.983888,15.639722,11/02/2021 07:00,0.39,274.0,9.84,6.53,1.38,83.69,,0.0,941.17,0.01,4.39,7.72,78.56,3.73
Melfi,40.983888,15.639722,11/02/2021 08:00,0.44,272.0,9.7,6.83,1.75,81.44,,0.0,942.28,45.77,6.27,7.72,77.24,3.44
Melfi,40.983888,15.639722,11/02/2021 09:00,0.38,272.0,8.93,6.37,1.69,81.28,,0.0,943.11,225.21,4.29,8.64,71.63,3.55
Melfi,40.983888,15.639722,11/02/2021 10:00,0.41,265.0,9.0,6.5,1.79,81.4,,0.0,943.73,392.36,3.93,9.71,70.2,4.09
Melfi,40.983888,15.639722,11/02/2021 11:00,0.5,259.0,10.84,7.27,1.6,81.06,,0.0,944.25,535.88,3.91,10.55,65.89,4.69
Melfi,40.983888,15.639722,11/02/2021 12:00,0.58,294.0,14.5,9.49,1.91,83.1,,0.0,944.84,601.97,4.95,11.79,58.77,3.88
Melfi,40.983888,15.639722,11/02/2021 13:00,0.62,295.0,16.13,11.75,3.32,86.71,,0.0,944.96,620.31,6.39,13.12,52.41,3.14
Melfi,40.983888,15.639722,11/02/2021 14:00,0.52,295.0,10.85,7.57,1.89,-9999.0,,0.0,945.12,523.85,4.4,13.64,47.68,3.39
Melfi,40.983888,15.639722,11/02/2021 15:00,0.47,294.0,9.97,6.73,1.52,93.78,,0.0,945.54,336.27,5.34,13.61,48.93,3.04
Melfi,40.983888,15.639722,11/02/2021 16:00,0.29,296.0,11.41,7.55,1.58,95.53,,0.0,946.14,115.82,6.31,12.94,49.08,3.17
Melfi,40.983888,15.639722,11/02/2021 17:00,0.26,293.0,12.74,8.15,1.49,90.71,,0.0,946.64,136.97,5.6,12.9,54.73,2.63
Melfi,40.983888,15.639722,11/02/2021 18:00,0.2,254.0,12.51,8.16,1.61,83.75,,0.0,947.45,5.16,6.17,10.85,61.79,2.009
Melfi,40.983888,15.639722,11/02/2021 19:00,0.27,296.0,15.4,9.73,1.67,63.91,,0.0,948.64,0.0,6.63,9.1,75.72,1.34
Melfi,40.983888,15.639722,11/02/2021 20:00,0.38,292.0,14.17,9.0,1.59,57.75,,0.0,949.3,0.01,4.98,7.26,89.71,1.69
Melfi,40.983888,15.639722,11/02/2021 21:00,0.33,295.0,11.73,7.7,1.56,64.59,,0.0,950.22,0.01,5.09,7.34,91.43,1.53
Melfi,40.983888,15.639722,11/02/2021 22:00,0.35,258.0,10.12,6.65,1.35,69.05,,0.0,950.88,0.01,4.7,7.6,88.23,1.35
Melfi,40.983888,15.639722,11/02/2021 23:00,0.45,258.0,8.46,6.25,1.83,74.26,,0.0,951.31,0.01,5.48,7.8,84.63,1.75
Melfi,40.983888,15.639722,12/02/2021 00:00,0.46,275.0,7.97,5.87,1.7,79.69,,0.0,952.08,0.0,5.33,8.0,78.78,1.61
Melfi,40.983888,15.639722,12/02/2021 01:00,0.43,336.0,7.83,5.49,1.4,74.01,,0.0,952.51,0.0,3.82,7.72,82.33,1.72
Melfi,40.983888,15.639722,12/02/2021 02:00,0.45,346.0,9.33,6.47,1.59,64.98,,0.0,952.73,0.01,2.96,6.65,89.6,2.79
Melfi,40.983888,15.639722,12/02/2021 03:00,0.47,347.0,9.49,6.46,1.5,64.42,,0.0,953.56,0.01,2.8,5.49,87.06,3.76
Melfi,40.983888,15.639722,12/02/2021 04:00,0.46,316.0,8.16,6.05,1.78,70.17,,0.0,953.93,0.0,2.48,4.66,86.63,2.57
Melfi,40.983888,15.639722,12/02/2021 05:00,0.37,322.0,7.36,5.45,1.6,71.33,,0.0,953.96,0.01,2.84,4.34,85.04,1.6
Melfi,40.983888,15.639722,12/02/2021 06:00,0.3,313.0,7.4,5.34,1.47,70.05,,0.0,954.35,0.0,2.62,4.33,82.36,0.64
Melfi,40.983888,15.639722,12/02/2021 07:00,0.35,314.0,8.82,6.12,1.51,66.94,,0.0,954.7,0.02,2.35,4.15,82.22,0.81
Melfi,40.983888,15.639722,12/02/2021 08:00,0.27,329.0,12.41,8.59,2.1,66.55,,0.0,955.0,8.68,2.91,4.11,77.42,0.85
Melfi,40.983888,15.639722,12/02/2021 09:00,0.35,261.0,9.36,6.45,1.56,68.63,,0.0,955.44,44.17,4.77,4.17,74.19,0.54
Melfi,40.983888,15.639722,12/02/2021 10:00,0.27,349.0,14.22,10.83,3.39,71.78,,0.0,955.41,106.64,4.52,4.56,67.85,1.2
Melfi,40.983888,15.639722,12/02/2021 11:00,0.25,16.0,9.45,6.75,1.8,78.03,,0.0,955.34,156.88,4.25,5.08,65.54,0.89
Melfi,40.983888,15.639722,12/02/2021 12:00,0.16,14.0,9.42,6.75,1.82,81.01,,0.0,955.41,149.17,4.73,5.2,67.58,1.04
Melfi,40.983888,15.639722,12/02/2021 13:00,0.13,80.0,8.55,6.56,2.09,-9999.0,,0.0,955.2,134.49,4.56,5.24,69.82,0.97
Melfi,40.983888,15.639722,12/02/2021 14:00,0.12,68.0,9.68,6.97,1.9,75.82,,0.0,954.97,153.19,3.22,5.34,71.98,1.27
Melfi,40.983888,15.639722,12/02/2021 15:00,0.18,73.0,10.03,7.19,1.94,72.56,,0.0,954.87,54.76,3.49,5.1,75.93,1.44
Melfi,40.983888,15.639722,12/02/2021 16:00,0.31,93.0,12.28,8.42,2.0,66.11,,0.0,954.79,28.84,3.82,4.68,83.89,1.42
Melfi,40.983888,15.639722,12/02/2021 17:00,0.46,99.0,13.0,8.38,1.58,66.18,,0.0,954.71,8.72,5.83,4.18,89.38,1.47
Melfi,40.983888,15.639722,12/02/2021 18:00,0.94,79.0,13.55,9.02,1.93,74.14,,0.0,954.76,0.58,5.84,3.51,90.78,1.78
Melfi,40.983888,15.639722,12/02/2021 19:00,0.8,81.0,21.25,15.21,4.1,65.9,,0.2,954.95,0.01,4.39,2.91,91.32,1.43
Melfi,40.983888,15.639722,12/02/2021 20:00,0.51,80.0,12.67,8.04,1.42,73.44,,0.4,954.96,0.01,4.37,2.52,92.77,1.66
Melfi,40.983888,15.639722,12/02/2021 21:00,0.41,85.0,10.84,7.08,1.41,74.73,,0.2,954.79,0.0,3.88,2.28,93.98,1.48
Melfi,40.983888,15.639722,12/02/2021 22:00,0.45,77.0,9.34,6.6,1.72,75.15,,0.0,954.55,0.0,3.5,2.18,95.01,1.56
Melfi,40.983888,15.639722,12/02/2021 23:00,0.42,71.0,9.63,6.78,1.75,70.04,,0.2,954.13,0.0,4.55,2.22,95.85,1.61
Melfi,40.983888,15.639722,13/02/2021 00:00,0.42,84.0,8.76,6.16,1.58,67.78,,0.6,953.7,0.0,4.91,2.24,96.55,1.61
Melfi,40.983888,15.639722,13/02/2021 01:00,0.36,67.0,8.35,5.7,1.33,74.73,,0.2,953.35,0.0,4.83,2.04,96.94,1.63
Melfi,40.983888,15.639722,13/02/2021 02:00,0.36,48.0,7.6,5.17,1.2,76.09,,0.8,953.11,0.01,3.02,1.8,97.25,1.38
Melfi,40.983888,15.639722,13/02/2021 03:00,0.34,72.0,7.3,5.15,1.34,82.02,,0.2,953.11,0.0,2.85,0.87,97.37,1.08
Melfi,40.983888,15.639722,13/02/2021 04:00,0.24,88.0,7.12,5.04,1.32,84.95,,0.0,952.94,0.01,1.86,0.58,97.5,0.82
Melfi,40.983888,15.639722,13/02/2021 05:00,0.2,13.0,6.51,4.92,1.51,84.49,,0.2,952.62,0.02,2.19,0.37,97.48,0.36
Melfi,40.983888,15.639722,13/02/2021 06:00,0.2,131.0,5.24,4.13,1.39,86.95,,0.0,952.41,0.03,2.25,0.09,97.47,0.44
Melfi,40.983888,15.639722,13/02/2021 07:00,0.17,13.0,8.52,5.74,1.28,80.49,,0.0,952.32,0.02,2.44,-0.06,97.41,0.24
Melfi,40.983888,15.639722,13/02/2021 08:00,0.21,323.0,7.18,5.31,1.55,78.04,,0.0,952.53,0.96,2.66,0.02,97.24,0.2
Melfi,40.983888,15.639722,13/02/2021 09:00,0.18,304.0,8.53,6.31,1.84,77.02,,0.0,952.63,10.9,3.1,0.1,97.33,0.15
Melfi,40.983888,15.639722,13/02/2021 10:00,0.18,312.0,7.9,5.73,1.59,77.07,,0.0,952.75,17.32,3.27,0.12,97.48,0.15
Melfi,40.983888,15.639722,13/02/2021 11:00,0.19,324.0,8.01,6.06,1.87,78.97,,0.0,952.72,23.14,5.41,0.17,97.41,0.15
Melfi,40.983888,15.639722,13/02/2021 12:00,0.17,323.0,8.54,6.39,1.93,-9999.0,,0.4,952.8,19.71,4.8,0.04,97.53,0.15
Melfi,40.983888,15.639722,13/02/2021 13:00,0.2,315.0,8.43,6.31,1.9,77.07,,0.0,952.38,19.73,4.57,-0.05,97.62,0.15
Melfi,40.983888,15.639722,13/02/2021 14:00,0.16,322.0,8.63,6.26,1.74,77.71,,0.2,952.15,18.21,5.71,0.21,97.5,0.15
Melfi,40.983888,15.639722,13/02/2021 15:00,0.19,329.0,8.53,6.06,1.6,78.68,,0.0,952.11,13.74,5.89,0.15,97.43,0.15
Melfi,40.983888,15.639722,13/02/2021 16:00,0.21,331.0,8.84,6.38,1.76,77.79,,0.2,952.54,12.47,6.75,0.26,97.61,0.15
Melfi,40.983888,15.639722,13/02/2021 17:00,0.32,334.0,7.51,5.46,1.53,81.36,,0.0,952.94,5.3,4.84,0.04,97.57,0.15
Melfi,40.983888,15.639722,13/02/2021 18:00,0.23,347.0,6.82,4.98,1.41,83.13,,0.0,953.52,0.32,4.06,-0.89,97.69,1.29
Melfi,40.983888,15.639722,13/02/2021 19:00,0.33,332.0,6.56,4.71,1.28,91.34,,0.0,954.31,0.04,5.15,-1.94,97.9,5.0
Melfi,40.983888,15.639722,13/02/2021 20:00,0.45,335.0,6.24,4.49,1.23,92.39,,0.0,954.8,0.0,7.13,-2.31,97.56,4.27
Melfi,40.983888,15.639722,13/02/2021 21:00,0.33,333.0,6.5,4.8,1.4,89.48,,0.0,955.12,0.0,4.34,-2.56,97.1,3.45
Melfi,40.983888,15.639722,13/02/2021 22:00,0.29,331.0,6.93,4.82,1.19,91.15,,0.0,955.64,0.0,2.67,-2.81,96.61,3.15
Melfi,40.983888,15.639722,13/02/2021 23:00,0.25,336.0,7.11,5.06,1.34,93.12,,0.0,955.73,0.0,3.87,-2.69,96.55,2.87
Melfi,40.983888,15.639722,14/02/2021 00:00,0.19,345.0,6.81,4.95,1.39,92.81,,0.0,956.08,0.0,2.61,-2.73,96.61,3.86
Melfi,40.983888,15.639722,14/02/2021 01:00,0.22,346.0,6.84,5.04,1.46,94.07,,0.0,956.36,0.0,2.96,-3.1,96.18,4.0
Melfi,40.983888,15.639722,14/02/2021 02:00,0.16,344.0,6.19,4.5,1.27,94.07,,0.0,956.53,0.0,1.64,-3.46,95.6,3.99
Melfi,40.983888,15.639722,14/02/2021 03:00,0.18,329.0,7.71,5.69,1.66,93.58,,0.0,956.58,0.0,0.47,-4.16,93.62,4.59
Melfi,40.983888,15.639722,14/02/2021 04:00,0.12,344.0,11.4,7.37,1.41,96.27,,0.0,956.67,0.0,1.16,-4.04,90.02,4.22
Melfi,40.983888,15.639722,14/02/2021 05:00,0.14,345.0,11.04,7.3,1.53,95.49,,0.0,956.86,0.0,1.44,-3.81,87.03,4.94
Melfi,40.983888,15.639722,14/02/2021 06:00,0.16,330.0,12.35,7.82,1.36,92.86,,0.0,957.1,0.0,1.46,-4.0,82.51,4.53
Melfi,40.983888,15.639722,14/02/2021 07:00,0.07,337.0,12.08,7.81,1.49,91.75,,0.0,957.57,0.01,1.04,-3.73,75.91,3.94
