Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),H2S (ppb),m-Xilene (µg/m³),Metano (ppm),NMHC (ppm),NO2 (µg/m³),NOx (ppb),NO (ppb),o-Xilene (µg/m³),O3 (µg/m³),p-Xilene (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s)
Viggiano,40.313888,15.904444,04/07/2021 03:00,0.35,0.4,1.91,0.04,4.059,0.01,2.05,0.13,3.03,3.2,2.12,0.01,45.82,0.01,,0.0,947.35,4.64,0.07,15.68,0.19,87.5,0.35
Viggiano,40.313888,15.904444,04/07/2021 04:00,0.33,0.36,337.09,0.04,3.15,0.01,2.08,0.13,2.25,1.8,1.13,0.01,51.55,0.01,,0.0,947.4,4.61,0.2,15.11,0.26,87.06,0.41
Viggiano,40.313888,15.904444,04/07/2021 05:00,0.31,0.33,337.76,0.12,3.11,0.01,2.13,0.13,4.32,3.1,1.35,0.01,45.95,0.08,,0.0,947.34,6.07,0.15,14.67,0.36,87.46,0.26
Viggiano,40.313888,15.904444,04/07/2021 06:00,0.36,0.34,316.65,0.25,3.26,0.16,2.06,0.13,3.6,3.23,1.85,0.0,46.97,0.3,,0.0,947.02,66.53,0.28,15.29,0.5,86.14,0.29
Viggiano,40.313888,15.904444,04/07/2021 07:00,0.35,0.35,314.31,0.08,3.12,0.01,2.34,0.91,8.68,6.34,2.31,0.01,50.4,0.04,,0.0,946.96,149.11,0.06,20.14,0.47,68.16,0.5
Viggiano,40.313888,15.904444,04/07/2021 08:00,1.62,0.35,-9999.0,0.06,3.46,0.02,2.25,0.65,11.92,8.93,3.21,0.0,65.77,0.06,,0.0,946.93,81.2,1.44,25.12,1.33,51.81,-9999.0
Viggiano,40.313888,15.904444,04/07/2021 09:00,0.94,0.33,336.56,0.02,3.11,0.01,2.1,0.27,6.54,4.82,1.91,0.0,84.97,0.02,,0.0,946.83,511.3,2.72,27.7,0.73,41.87,0.96
Viggiano,40.313888,15.904444,04/07/2021 10:00,0.49,0.36,293.38,0.02,3.27,0.01,2.06,0.86,9.46,7.26,2.82,0.01,84.47,0.01,,0.0,946.43,760.51,2.14,29.8,0.35,31.82,1.95
Viggiano,40.313888,15.904444,04/07/2021 11:00,0.66,0.37,314.74,0.02,3.22,0.05,2.07,1.08,7.91,6.71,3.09,0.01,88.54,0.01,,0.0,946.41,858.08,4.15,31.18,0.5,27.7,2.57
Viggiano,40.313888,15.904444,04/07/2021 12:00,1.05,0.36,314.45,0.06,3.63,0.05,2.0,0.35,7.32,6.58,3.36,0.01,89.7,0.04,,0.0,946.2,928.95,1.08,31.55,1.1,29.3,2.94
Viggiano,40.313888,15.904444,04/07/2021 13:00,0.68,0.34,292.97,0.03,3.23,0.01,2.009,0.93,10.16,8.83,4.04,0.01,81.69,0.02,,0.0,945.94,931.96,6.04,31.65,0.53,34.44,2.82
Viggiano,40.313888,15.904444,04/07/2021 14:00,1.18,0.29,224.46,0.09,3.12,0.02,1.93,0.24,13.39,10.38,3.89,0.01,76.03,0.08,,0.0,945.42,768.71,5.74,31.58,0.93,36.78,2.64
Viggiano,40.313888,15.904444,04/07/2021 15:00,0.34,0.3,270.12,0.03,3.14,0.02,1.97,0.38,21.31,16.48,5.86,0.01,70.71,0.01,,0.0,945.17,385.15,4.34,31.85,0.19,36.11,2.89
Viggiano,40.313888,15.904444,04/07/2021 16:00,0.91,0.32,247.4,0.06,2.67,0.01,1.98,0.47,20.34,15.56,5.44,0.01,71.7,0.02,,0.0,945.01,412.59,3.97,31.77,0.54,36.45,2.66
Viggiano,40.313888,15.904444,04/07/2021 17:00,0.64,0.37,247.56,0.06,2.99,0.01,1.99,0.24,26.12,18.44,5.32,0.02,62.47,0.01,,0.0,944.83,160.04,4.13,29.68,0.43,41.69,1.93
Viggiano,40.313888,15.904444,04/07/2021 18:00,0.75,0.36,222.83,0.01,3.19,0.01,1.99,0.15,5.91,4.58,2.0,0.01,79.7,0.01,,0.0,944.26,85.06,0.62,27.89,0.46,44.16,2.029
Viggiano,40.313888,15.904444,04/07/2021 19:00,0.38,0.36,223.93,0.01,3.43,0.01,1.97,0.14,17.77,11.94,3.17,0.01,63.86,0.01,,0.0,944.39,60.25,0.86,27.29,0.11,42.3,1.65
Viggiano,40.313888,15.904444,04/07/2021 20:00,0.28,0.36,335.41,0.03,3.41,0.01,-9999.0,-9999.0,13.28,8.94,2.51,0.01,66.83,0.01,,0.0,944.06,10.01,0.55,25.73,0.09,44.89,1.2
Viggiano,40.313888,15.904444,04/07/2021 21:00,0.35,0.36,315.25,0.06,3.26,0.01,2.02,0.15,-9999.0,-9999.0,-9999.0,0.01,77.06,0.01,,0.0,943.94,4.12,0.37,24.11,0.23,47.22,1.58
Viggiano,40.313888,15.904444,04/07/2021 22:00,0.29,0.34,314.72,0.06,3.19,0.0,2.009,0.14,0.9,1.16,1.24,0.01,82.55,0.02,,0.0,944.09,4.23,0.1,23.61,0.2,42.75,2.06
Viggiano,40.313888,15.904444,04/07/2021 23:00,0.27,0.33,314.26,0.04,3.56,0.01,2.02,0.23,0.51,1.02,1.64,0.01,94.33,0.01,,0.0,943.91,4.34,0.37,23.85,0.14,38.48,2.91
Viggiano,40.313888,15.904444,05/07/2021 00:00,0.32,0.35,293.26,0.01,3.88,0.01,2.05,0.64,8.96,6.45,2.28,0.0,90.09,0.01,,0.0,943.97,4.26,1.68,23.45,0.14,40.84,2.44
Viggiano,40.313888,15.904444,05/07/2021 01:00,0.82,0.35,314.2,0.01,3.17,0.01,2.02,0.18,0.48,1.16,1.52,0.0,92.72,0.01,,0.0,943.7,4.35,0.19,21.91,0.62,48.49,2.86
Viggiano,40.313888,15.904444,05/07/2021 02:00,0.29,0.36,313.7,0.02,3.38,0.01,2.02,0.32,0.65,1.26,1.58,0.0,88.97,0.01,,0.0,943.32,4.4,0.09,21.32,0.2,59.72,2.8
Viggiano,40.313888,15.904444,05/07/2021 03:00,1.06,0.37,315.41,0.08,3.3,0.01,2.029,0.87,6.42,4.73,1.88,0.01,82.07,0.01,,0.0,943.06,4.57,1.35,21.19,1.12,64.849,2.49
Viggiano,40.313888,15.904444,05/07/2021 04:00,0.97,0.39,316.38,0.07,3.67,0.04,2.07,0.17,1.58,1.42,1.1,0.0,84.03,0.0,,0.0,942.91,4.52,0.14,19.79,0.95,68.08,2.19
Viggiano,40.313888,15.904444,05/07/2021 05:00,0.27,0.35,315.85,0.08,2.79,0.04,2.0,0.12,2.27,1.9,1.24,0.01,85.59,0.09,,0.0,942.87,7.01,0.46,19.59,0.22,75.48,2.53
Viggiano,40.313888,15.904444,05/07/2021 06:00,0.27,0.39,314.34,0.02,3.53,0.04,2.12,0.15,3.91,3.23,1.69,0.01,72.58,0.03,,0.0,942.82,65.65,0.43,19.07,0.13,71.54,2.78
Viggiano,40.313888,15.904444,05/07/2021 07:00,0.5,0.37,315.96,0.04,3.25,0.02,2.009,0.13,3.61,2.89,1.5,0.01,79.58,0.02,,0.0,943.16,149.56,0.03,21.22,0.3,68.01,2.45
Viggiano,40.313888,15.904444,05/07/2021 08:00,0.37,0.37,314.56,0.04,3.82,0.01,1.99,0.42,4.75,4.3,2.32,0.02,88.21,0.05,,0.0,943.25,78.43,0.23,24.43,0.16,58.9,2.47
Viggiano,40.313888,15.904444,05/07/2021 09:00,0.69,0.41,314.65,0.02,3.99,0.01,2.07,1.09,7.84,5.95,2.36,0.01,87.69,0.05,,0.0,943.28,507.07,0.64,26.48,0.48,50.82,2.24
Viggiano,40.313888,15.904444,05/07/2021 10:00,1.05,0.41,314.36,0.06,4.57,0.03,2.029,1.09,7.37,5.84,2.5,0.01,88.7,0.01,,0.0,943.5,783.13,2.27,27.88,0.71,46.52,2.63
Viggiano,40.313888,15.904444,05/07/2021 11:00,1.63,0.39,293.76,0.12,3.59,0.0,2.05,0.85,6.58,6.21,3.27,0.01,89.29,0.03,,0.0,943.66,881.78,3.57,28.1,1.58,45.95,2.66
Viggiano,40.313888,15.904444,05/07/2021 12:00,1.21,0.4,314.72,0.04,5.54,0.0,2.06,0.79,12.46,9.96,3.96,0.0,84.99,0.03,,0.0,943.52,926.45,12.13,29.53,1.1,40.61,2.48
Viggiano,40.313888,15.904444,05/07/2021 13:00,1.12,0.36,314.23,0.08,5.19,0.0,2.02,0.7,8.89,6.28,2.15,0.01,88.93,0.08,,0.0,943.43,699.14,4.67,30.02,1.06,38.18,2.37
Viggiano,40.313888,15.904444,05/07/2021 14:00,0.62,0.37,224.38,0.06,3.73,0.0,2.06,0.85,9.66,7.91,3.37,0.01,89.03,0.02,,0.0,943.38,598.34,6.62,30.34,0.64,38.39,2.3
Viggiano,40.313888,15.904444,05/07/2021 15:00,2.38,0.38,224.63,0.0,3.13,0.0,2.029,0.5,11.39,8.65,3.21,0.01,86.54,0.01,,0.0,943.45,354.0,3.98,30.7,1.6,39.14,2.39
Viggiano,40.313888,15.904444,05/07/2021 16:00,0.49,0.38,314.3,0.02,3.13,0.01,2.09,0.75,14.5,10.83,3.76,0.01,79.69,0.02,,0.0,943.58,406.6,5.07,30.61,0.28,41.86,2.15
Viggiano,40.313888,15.904444,05/07/2021 17:00,0.69,0.38,225.05,0.0,3.14,0.01,2.02,0.19,11.55,8.91,3.38,0.01,75.46,0.01,,0.0,943.87,410.31,2.29,29.42,0.52,49.5,2.98
Viggiano,40.313888,15.904444,05/07/2021 18:00,0.34,0.38,224.32,0.03,3.1,0.01,2.02,0.16,5.78,4.42,1.9,0.0,74.13,0.01,,0.0,944.52,98.44,0.75,28.39,0.15,54.0,2.67
Viggiano,40.313888,15.904444,05/07/2021 19:00,0.29,0.37,223.92,0.02,3.01,0.01,-9999.0,-9999.0,8.69,7.05,3.01,0.01,71.87,0.01,,0.0,945.11,97.94,0.26,27.0,0.12,58.03,2.21
Viggiano,40.313888,15.904444,05/07/2021 20:00,0.27,0.36,270.01,0.03,3.78,0.01,1.98,0.22,-9999.0,-9999.0,-9999.0,0.0,58.01,0.01,,0.0,945.39,7.86,0.43,25.41,0.15,63.8,0.92
Viggiano,40.313888,15.904444,05/07/2021 21:00,0.46,0.38,89.87,0.08,3.33,0.01,1.99,0.15,10.49,7.07,2.1,0.01,64.29,0.02,,0.0,946.1,4.38,0.37,23.97,0.33,69.28,0.64
Viggiano,40.313888,15.904444,05/07/2021 22:00,0.49,0.43,359.45,0.04,3.9,0.01,2.05,0.14,4.69,4.14,2.19,0.01,75.59,0.01,,0.0,946.49,4.38,0.29,22.05,0.24,71.55,0.67
Viggiano,40.313888,15.904444,05/07/2021 23:00,0.66,0.42,1.3,0.02,3.09,0.02,2.029,0.13,3.62,3.2,1.82,0.01,75.22,0.01,,0.0,946.61,4.16,0.37,20.84,0.37,74.53,0.61
Viggiano,40.313888,15.904444,06/07/2021 00:00,0.56,0.41,22.27,0.01,3.63,0.01,2.04,0.13,2.71,2.37,1.45,0.01,70.98,0.01,,0.0,946.57,4.55,0.31,19.65,0.27,79.41,0.88
Viggiano,40.313888,15.904444,06/07/2021 01:00,0.52,0.44,359.43,0.02,3.26,0.01,2.06,0.13,2.53,2.06,1.25,0.01,66.53,0.01,,0.0,946.48,4.32,0.12,19.09,0.25,81.95,0.69
Viggiano,40.313888,15.904444,06/07/2021 02:00,0.49,0.43,45.2,0.02,3.55,0.01,2.05,0.13,3.63,2.6,1.21,0.01,56.58,0.01,,0.0,946.55,4.65,0.17,18.59,0.26,85.6,0.54
Viggiano,40.313888,15.904444,06/07/2021 03:00,0.46,0.42,46.41,0.03,3.28,0.01,2.029,0.13,2.69,2.44,1.53,0.01,45.81,0.01,,0.0,946.65,4.43,0.25,18.0,0.25,91.63,0.58
Viggiano,40.313888,15.904444,06/07/2021 04:00,0.4,0.41,0.7,0.03,2.98,0.01,2.04,0.12,2.72,2.2,1.27,0.01,51.79,0.01,,0.0,946.7,4.55,0.24,17.44,0.3,90.12,0.51
Viggiano,40.313888,15.904444,06/07/2021 05:00,0.37,0.41,359.13,0.01,4.32,0.01,2.1,0.13,3.48,3.22,1.9,0.01,47.8,0.0,,0.0,947.0,6.05,0.0,16.87,0.3,90.35,0.44
Viggiano,40.313888,15.904444,06/07/2021 06:00,0.4,0.42,1.12,0.01,3.68,0.01,2.05,0.13,4.05,2.69,1.08,0.01,51.37,0.01,,0.0,947.21,67.56,0.27,17.43,0.37,84.34,0.37
Viggiano,40.313888,15.904444,06/07/2021 07:00,0.43,0.45,336.06,0.06,3.75,0.01,2.27,0.15,8.02,5.65,1.97,0.01,55.12,0.02,,0.0,947.38,148.21,0.32,21.23,0.34,75.04,0.7
Viggiano,40.313888,15.904444,06/07/2021 08:00,0.56,0.41,-9999.0,0.09,3.92,0.0,2.21,0.19,13.57,10.64,4.06,0.0,59.24,0.09,,0.0,947.56,67.1,0.25,24.88,0.76,62.22,-9999.0
Viggiano,40.313888,15.904444,06/07/2021 09:00,0.74,0.39,337.49,0.08,3.86,0.0,2.11,0.14,4.48,3.41,1.58,0.01,84.45,0.02,,0.0,947.53,505.35,0.38,27.43,0.7,50.83,1.07
Viggiano,40.313888,15.904444,06/07/2021 10:00,0.46,0.39,337.11,0.04,3.11,0.02,2.06,0.16,2.97,2.03,0.98,0.0,94.31,0.01,,0.0,947.23,766.52,0.48,29.08,0.36,41.21,1.24
Viggiano,40.313888,15.904444,06/07/2021 11:00,0.45,0.37,157.66,0.01,3.48,0.01,2.05,0.16,1.43,1.89,1.65,0.01,95.42,0.01,,0.0,947.01,866.15,0.48,30.5,0.23,36.99,1.79
Viggiano,40.313888,15.904444,06/07/2021 12:00,0.47,0.36,359.2,0.01,3.31,0.01,2.009,0.16,0.58,1.78,2.07,0.01,93.6,0.01,,0.0,946.83,922.77,0.14,31.58,0.15,30.9,1.33
Viggiano,40.313888,15.904444,06/07/2021 13:00,0.27,0.35,157.84,0.02,3.62,0.01,2.0,0.16,1.48,1.8,1.56,0.0,97.76,0.01,,0.0,946.74,914.87,0.19,32.54,0.13,31.96,1.47
Viggiano,40.313888,15.904444,06/07/2021 14:00,0.33,0.3,314.9,0.01,3.51,0.01,1.97,0.18,1.63,2.05,1.73,0.01,95.88,0.01,,0.0,946.53,877.94,0.38,32.9,0.15,30.42,1.54
Viggiano,40.313888,15.904444,06/07/2021 15:00,0.29,0.28,314.78,0.01,3.57,0.01,1.93,0.4,6.15,5.07,2.37,0.01,85.62,0.01,,0.0,946.45,250.61,1.34,33.48,0.17,28.01,2.36
Viggiano,40.313888,15.904444,06/07/2021 16:00,0.36,0.26,337.36,0.01,3.42,0.02,1.91,0.14,1.08,1.64,1.66,0.02,91.77,0.01,,0.0,946.45,410.41,0.47,33.57,0.28,26.17,2.44
Viggiano,40.313888,15.904444,06/07/2021 17:00,0.23,0.31,0.27,0.01,3.68,0.01,1.93,0.14,1.23,1.59,1.45,0.01,93.11,0.01,,0.0,946.36,409.55,0.08,33.91,0.11,25.94,1.73
Viggiano,40.313888,15.904444,06/07/2021 18:00,0.22,0.33,315.3,0.01,3.59,0.01,-9999.0,-9999.0,1.6,1.47,1.12,0.01,102.79,0.01,,0.0,946.38,42.15,0.31,32.39,0.09,39.03,2.17
Viggiano,40.313888,15.904444,06/07/2021 19:00,0.37,0.38,314.83,0.02,2.95,0.01,2.009,0.16,-9999.0,-9999.0,-9999.0,0.01,103.78,0.02,,0.0,946.43,52.77,0.31,30.39,0.22,47.76,2.18
Viggiano,40.313888,15.904444,06/07/2021 20:00,0.41,0.39,0.62,0.05,3.48,0.02,2.02,0.15,2.52,1.87,1.05,0.01,86.47,0.01,,0.0,946.52,6.57,0.21,27.09,0.24,47.49,0.98
Viggiano,40.313888,15.904444,06/07/2021 21:00,0.67,0.39,0.6,0.04,2.62,0.01,2.02,0.15,3.2,2.67,1.5,0.01,86.5,0.01,,0.0,947.04,4.23,0.12,24.62,0.26,55.33,0.71
Viggiano,40.313888,15.904444,06/07/2021 22:00,0.74,0.38,1.99,0.01,3.52,0.01,2.04,0.14,3.91,3.19,1.65,0.0,78.65,0.01,,0.0,947.48,4.41,0.2,22.92,0.24,62.73,0.63
Viggiano,40.313888,15.904444,06/07/2021 23:00,0.7,0.34,0.84,0.05,3.53,0.04,2.029,0.14,2.06,2.1,1.52,0.01,77.49,0.01,,0.0,947.69,4.35,0.09,22.35,0.43,58.38,0.89
Viggiano,40.313888,15.904444,07/07/2021 00:00,0.5,0.32,0.86,0.03,3.59,0.01,2.029,0.14,2.8,2.53,1.56,0.01,73.11,0.01,,0.0,947.8,4.65,0.09,21.1,0.21,64.099,0.89
Viggiano,40.313888,15.904444,07/07/2021 01:00,0.51,0.32,-9999.0,0.01,3.74,0.01,2.11,0.14,3.21,1.99,0.81,0.0,67.83,0.01,,0.0,947.78,4.59,0.03,19.91,0.22,74.58,-9999.0
Viggiano,40.313888,15.904444,07/07/2021 02:00,0.7,0.3,359.94,0.07,3.84,0.01,2.1,0.14,4.52,3.52,1.66,0.0,59.78,0.01,,0.0,947.82,4.47,0.39,18.69,0.37,80.75,0.36
Viggiano,40.313888,15.904444,07/07/2021 03:00,0.7,0.29,359.72,0.06,4.16,0.01,2.07,0.14,2.67,2.2,1.31,0.01,62.64,0.0,,0.0,947.72,4.48,0.04,18.15,0.48,81.69,0.43
Viggiano,40.313888,15.904444,07/07/2021 04:00,0.57,0.26,359.24,0.04,3.58,0.01,2.07,0.14,2.91,2.42,1.4,0.01,56.03,0.01,,0.0,947.71,4.37,0.32,17.34,0.34,83.98,0.32
Viggiano,40.313888,15.904444,07/07/2021 05:00,0.58,0.25,111.71,0.08,3.79,0.01,2.1,0.15,5.55,4.44,2.05,0.01,42.13,0.01,,0.0,947.9,7.89,0.08,16.59,0.41,87.77,0.22
Viggiano,40.313888,15.904444,07/07/2021 06:00,0.65,0.24,136.18,0.12,3.78,0.02,2.07,0.14,4.94,3.91,1.83,0.01,42.99,0.06,,0.0,948.07,65.22,0.11,17.56,0.67,83.54,0.14
Viggiano,40.313888,15.904444,07/07/2021 07:00,0.68,0.25,113.24,0.1,3.45,0.01,2.13,0.15,6.52,4.81,1.91,0.01,55.48,0.02,,0.0,948.27,140.25,0.23,22.67,0.57,66.69,0.47
Viggiano,40.313888,15.904444,07/07/2021 08:00,0.68,0.28,202.3,0.02,3.96,0.01,2.29,0.26,13.89,10.09,3.34,0.0,59.24,0.01,,0.0,948.69,87.34,0.33,24.69,0.45,63.58,0.9
Viggiano,40.313888,15.904444,07/07/2021 09:00,1.1,0.38,179.43,0.06,5.67,0.01,2.28,1.27,29.57,20.54,5.61,0.01,72.25,0.04,,0.0,948.84,495.14,34.1,28.06,0.8,54.28,1.21
Viggiano,40.313888,15.904444,07/07/2021 10:00,2.64,0.31,157.18,0.15,3.83,0.11,2.15,0.47,17.28,11.11,2.59,0.01,105.86,0.11,,0.0,948.84,755.49,41.96,30.54,1.78,46.95,1.66
Viggiano,40.313888,15.904444,07/07/2021 11:00,1.2,0.23,180.42,0.02,3.03,0.03,1.99,0.15,3.51,3.05,1.72,0.02,107.94,0.03,,0.0,949.02,857.06,4.93,32.369,0.66,39.13,1.81
Viggiano,40.313888,15.904444,07/07/2021 12:00,-9999.0,0.27,202.04,-9999.0,-9999.0,-9999.0,1.9,0.15,1.7,2.48,2.11,-9999.0,99.35,-9999.0,,0.0,949.13,904.77,-9999.0,33.75,-9999.0,33.76,1.75
Viggiano,40.313888,15.904444,07/07/2021 13:00,-9999.0,0.26,111.99,-9999.0,0.96,-9999.0,1.87,0.13,2.03,3.3,2.74,-9999.0,100.02,-9999.0,,0.2,948.71,892.67,4.36,34.79,-9999.0,32.59,2.1
Viggiano,40.313888,15.904444,07/07/2021 14:00,-9999.0,0.2,114.21,-9999.0,1.18,-9999.0,1.84,0.12,2.01,2.26,1.71,-9999.0,101.08,-9999.0,,0.0,948.51,848.73,3.9,35.32,-9999.0,31.55,2.42
Viggiano,40.313888,15.904444,07/07/2021 15:00,-9999.0,0.21,113.07,-9999.0,0.65,-9999.0,1.86,0.12,1.56,1.57,1.27,-9999.0,103.24,-9999.0,,0.0,948.3,283.08,4.51,35.71,-9999.0,30.57,2.63
Viggiano,40.313888,15.904444,07/07/2021 16:00,0.57,0.26,111.81,0.02,1.34,0.01,-9999.0,-9999.0,2.22,1.66,1.0,0.01,102.72,0.01,,0.0,948.24,375.76,2.77,35.57,0.14,29.39,2.57
Viggiano,40.313888,15.904444,07/07/2021 17:00,0.52,0.29,113.62,0.01,0.73,0.01,1.91,0.14,-9999.0,-9999.0,-9999.0,0.01,98.65,0.01,,0.0,948.26,350.08,2.92,34.93,0.13,30.3,3.15
Viggiano,40.313888,15.904444,07/07/2021 18:00,0.53,0.32,113.35,0.01,0.98,0.01,1.96,0.16,1.5,1.98,1.74,0.01,89.83,0.01,,0.0,948.56,61.25,2.62,32.8,0.08,36.49,1.08
Viggiano,40.313888,15.904444,07/07/2021 19:00,0.65,0.33,359.73,0.06,0.98,0.01,2.0,0.18,2.51,1.65,0.84,0.01,80.5,0.02,,0.0,948.94,44.46,2.97,31.14,0.13,44.06,0.86
Viggiano,40.313888,15.904444,07/07/2021 20:00,2.28,0.39,0.63,0.02,0.88,0.03,2.02,0.17,3.09,2.67,1.55,0.01,67.09,0.01,,0.0,949.29,6.05,3.51,27.94,0.03,56.49,0.74
Viggiano,40.313888,15.904444,07/07/2021 21:00,2.21,0.39,359.38,0.02,0.82,0.06,2.009,0.16,4.09,2.34,0.73,0.01,76.09,0.01,,0.0,950.02,4.33,3.24,26.67,0.01,56.7,1.03
Viggiano,40.313888,15.904444,07/07/2021 22:00,2.05,0.38,0.69,0.01,1.16,0.05,2.0,0.14,3.43,2.48,1.19,0.01,80.75,0.01,,0.0,950.42,4.36,2.26,25.2,0.0,57.51,0.82
Viggiano,40.313888,15.904444,07/07/2021 23:00,1.59,0.36,0.33,0.01,0.95,0.01,2.04,0.14,2.62,1.64,0.78,0.01,80.42,0.01,,0.0,950.71,4.45,1.9,23.85,0.01,59.13,0.63
Viggiano,40.313888,15.904444,08/07/2021 00:00,1.36,0.39,1.29,0.01,0.94,0.01,2.04,0.14,2.88,2.52,1.52,0.01,73.78,0.01,,0.0,950.8,4.45,2.68,22.55,0.01,63.65,0.39
Viggiano,40.313888,15.904444,08/07/2021 01:00,1.33,0.43,262.35,0.02,0.67,0.01,2.19,0.15,5.19,3.49,1.28,0.01,60.13,0.02,,0.0,950.7,4.56,2.63,21.24,0.01,71.3,0.37
Viggiano,40.313888,15.904444,08/07/2021 02:00,1.5,0.41,21.97,0.06,0.98,0.1,2.26,0.14,7.4,4.66,1.31,0.01,52.76,0.05,,0.0,950.73,4.6,2.17,20.15,0.4,75.27,0.32
Viggiano,40.313888,15.904444,08/07/2021 03:00,1.57,0.4,315.49,0.03,0.62,0.14,2.15,0.14,5.41,3.5,1.17,0.01,49.86,0.03,,0.0,950.69,4.77,2.87,19.14,0.35,78.72,0.32
Viggiano,40.313888,15.904444,08/07/2021 04:00,1.55,0.4,359.08,0.05,0.84,0.14,2.25,0.14,7.77,4.79,1.24,0.01,45.43,0.03,,0.0,950.53,4.66,2.84,18.38,0.32,82.3,0.38
Viggiano,40.313888,15.904444,08/07/2021 05:00,1.44,0.41,315.33,0.18,0.42,0.34,2.23,0.14,5.75,3.6,1.1,0.01,46.43,0.04,,0.0,950.85,7.62,2.33,17.85,0.48,83.37,0.33
Viggiano,40.313888,15.904444,08/07/2021 06:00,1.37,0.42,65.73,0.06,1.73,0.15,2.24,0.14,7.69,5.28,1.76,0.01,40.42,0.02,,0.0,951.01,61.95,1.83,18.76,0.08,80.61,0.35
Viggiano,40.313888,15.904444,08/07/2021 07:00,1.62,0.47,336.74,0.06,1.62,0.15,2.3,0.16,11.45,8.2,2.73,0.01,52.44,0.02,,0.0,951.18,136.75,2.52,22.69,0.51,67.87,0.45
Viggiano,40.313888,15.904444,08/07/2021 08:00,2.02,0.45,135.15,0.09,2.32,0.13,2.22,0.24,11.33,8.4,2.99,0.01,60.25,0.01,,0.0,951.54,112.32,3.97,26.21,0.0,58.73,0.94
Viggiano,40.313888,15.904444,08/07/2021 09:00,2.48,0.47,202.13,0.13,1.69,0.23,2.2,1.23,16.76,10.95,2.71,0.01,82.87,0.05,,0.0,951.8,479.22,35.79,29.78,0.0,47.58,0.85
Viggiano,40.313888,15.904444,08/07/2021 10:00,5.66,0.4,113.87,0.2,1.3,0.35,2.11,0.35,6.33,5.04,2.24,0.03,107.0,0.01,,0.0,952.01,716.2,11.1,32.81,0.0,38.55,1.48
Viggiano,40.313888,15.904444,08/07/2021 11:00,2.54,0.33,158.51,0.05,1.43,0.07,2.009,0.21,3.48,2.79,1.48,0.01,113.94,0.02,,0.0,951.6,823.32,7.61,33.98,0.0,33.11,2.15
Viggiano,40.313888,15.904444,08/07/2021 12:00,1.7,0.28,157.88,0.03,1.26,0.01,1.93,0.16,1.51,1.7,1.41,0.01,115.0,0.01,,0.0,951.35,863.44,4.47,35.29,0.07,29.56,1.61
Viggiano,40.313888,15.904444,08/07/2021 13:00,0.65,0.25,202.08,0.05,1.07,0.01,1.89,0.15,2.23,1.75,1.09,0.01,120.59,0.01,,0.0,950.83,851.61,4.47,36.08,0.15,28.82,1.95
Viggiano,40.313888,15.904444,08/07/2021 14:00,0.79,0.23,179.83,0.01,0.77,0.01,1.85,0.14,1.57,1.31,1.07,0.01,112.92,0.01,,0.0,950.68,798.28,4.52,36.5,0.17,28.59,2.07
Viggiano,40.313888,15.904444,08/07/2021 15:00,0.6,0.21,179.7,0.03,0.67,0.01,-9999.0,-9999.0,1.54,2.16,1.86,0.01,107.61,0.01,,0.0,950.38,304.05,4.03,36.99,0.12,27.68,1.92
Viggiano,40.313888,15.904444,08/07/2021 16:00,0.55,0.21,113.06,0.01,0.58,0.01,1.84,0.12,-9999.0,-9999.0,-9999.0,0.01,101.8,0.01,,0.0,950.32,339.09,3.72,36.88,0.08,27.88,2.42
Viggiano,40.313888,15.904444,08/07/2021 17:00,0.52,0.23,224.23,0.01,0.5,0.01,1.85,0.23,26.61,18.51,5.13,0.01,79.72,0.01,,0.0,950.33,297.75,6.89,35.35,0.06,40.05,2.46
Viggiano,40.313888,15.904444,08/07/2021 18:00,0.95,0.25,223.27,0.06,0.93,0.01,1.87,0.16,7.0,4.66,1.51,0.01,95.09,0.01,,0.0,950.44,79.69,4.6,34.11,0.35,43.63,1.71
Viggiano,40.313888,15.904444,08/07/2021 19:00,0.63,0.31,90.63,0.01,1.06,0.01,1.91,0.16,3.16,2.41,1.26,0.01,85.23,0.01,,0.0,950.81,40.99,4.14,32.58,0.17,41.93,1.19
Viggiano,40.313888,15.904444,08/07/2021 20:00,0.67,0.35,0.82,0.04,1.03,0.01,2.0,0.17,3.14,2.53,1.39,0.01,75.81,0.01,,0.0,950.66,5.71,1.78,29.15,0.15,45.97,1.23
Viggiano,40.313888,15.904444,08/07/2021 21:00,1.92,0.3,0.22,0.02,0.72,0.02,2.08,0.17,3.3,2.41,1.19,0.01,77.38,0.01,,0.0,951.07,4.58,2.57,27.49,0.1,47.32,0.77
Viggiano,40.313888,15.904444,08/07/2021 22:00,2.21,0.24,338.31,0.01,0.73,0.01,2.06,0.16,4.38,3.11,1.32,0.01,73.29,0.01,,0.0,951.53,4.4,2.6,26.08,0.0,52.27,0.83
Viggiano,40.313888,15.904444,08/07/2021 23:00,2.14,0.28,1.91,0.03,1.33,0.03,2.05,0.15,3.53,2.77,1.42,0.01,78.01,0.01,,0.0,951.56,4.47,1.69,24.8,0.01,57.1,1.06
