Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Etilbenzene (µg/m³),mp-Xilene (µg/m³),o-Xilene (µg/m³),PM10 (µg/m³),Toluene (µg/m³)
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 00:00,0.9,0.27,0.54,1.17,0.49,,1.27
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 01:00,1.04,0.26,0.53,1.38,0.56,,1.61
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 02:00,0.86,0.23,0.54,1.12,0.5,,1.23
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 03:00,0.8,0.24,0.54,1.08,0.34,,0.99
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 04:00,0.79,0.23,0.53,1.08,0.34,,1.02
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 05:00,0.79,0.24,0.54,1.09,0.34,,0.99
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 06:00,0.84,0.31,0.54,1.09,0.34,,1.02
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 07:00,1.34,0.37,0.53,1.14,0.55,,1.41
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 08:00,1.55,0.44,0.54,0.13,0.58,,2.029
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 09:00,1.41,0.32,0.57,0.01,0.75,,2.46
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 10:00,1.17,0.39,0.56,0.82,0.58,,1.75
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 11:00,1.11,0.18,0.54,0.44,0.59,,1.32
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 12:00,0.71,0.19,0.54,1.09,0.58,,0.96
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 13:00,0.82,0.23,0.56,1.56,0.73,,1.99
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 14:00,0.58,0.15,0.55,0.81,0.54,,1.19
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 15:00,0.54,0.18,0.08,0.51,0.33,,0.57
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 16:00,0.64,0.25,0.24,0.77,0.33,,0.95
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 17:00,0.85,0.39,0.53,1.09,0.46,,1.33
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 18:00,1.18,0.59,0.55,0.69,0.56,,1.98
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 19:00,1.42,0.57,0.57,0.0,0.76,,2.43
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 20:00,0.94,0.44,0.55,1.5,0.58,,1.79
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 21:00,1.15,0.41,0.57,1.93,0.58,,1.97
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 22:00,1.17,0.41,0.57,1.69,0.58,,2.009
Potenza_Viale_Unicef,40.627777,15.796388,02/10/2021 23:00,1.07,0.34,0.82,0.82,1.03,,2.51
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 00:00,1.01,0.37,0.55,1.66,0.58,,1.85
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 01:00,1.17,0.33,0.55,1.67,0.58,,1.94
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 02:00,0.89,0.28,0.54,1.42,0.49,,1.38
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 03:00,0.79,0.28,0.53,1.11,0.44,,1.21
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 04:00,0.85,0.27,0.54,1.15,0.58,,1.47
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 05:00,0.75,0.22,0.54,1.36,0.49,,1.32
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 06:00,0.54,0.23,0.53,1.08,0.32,,0.99
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 07:00,0.64,0.26,0.53,1.08,0.34,,1.01
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 08:00,0.8,0.23,0.54,1.14,0.56,,1.42
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 09:00,0.69,0.19,0.52,1.12,0.49,,1.24
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 10:00,0.54,0.2,0.54,1.08,0.33,,0.98
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 11:00,0.55,0.2,0.08,0.89,0.34,,0.95
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 12:00,0.54,0.2,0.24,0.79,0.45,,0.95
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 13:00,0.55,0.15,0.08,0.63,0.37,,0.58
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 14:00,0.49,0.14,0.03,0.35,0.34,,0.33
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 15:00,0.54,0.15,0.03,0.5,0.33,,0.44
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 16:00,0.54,0.13,0.03,0.3,0.33,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 17:00,0.56,0.19,0.03,0.55,0.35,,0.62
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 18:00,0.64,0.21,0.49,1.06,0.55,,1.18
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 19:00,0.84,0.44,0.53,1.11,0.46,,1.18
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 20:00,1.35,0.36,0.57,0.12,0.96,,0.17
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 21:00,1.21,0.38,0.54,1.49,0.64,,1.8
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 22:00,1.23,0.38,0.57,1.69,0.58,,2.029
Potenza_Viale_Unicef,40.627777,15.796388,03/10/2021 23:00,1.18,0.33,0.57,2.39,0.75,,1.15
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 00:00,1.07,0.34,0.54,1.68,0.58,,1.61
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 01:00,1.04,0.29,0.53,1.48,0.58,,1.66
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 02:00,0.9,0.22,0.53,1.15,0.48,,1.46
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 03:00,0.8,0.19,0.54,1.09,0.33,,1.06
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 04:00,0.57,0.17,0.34,0.89,0.33,,1.0
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 05:00,0.55,0.21,0.03,0.6,0.32,,0.95
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 06:00,0.92,0.32,0.23,0.81,0.45,,1.17
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 07:00,1.57,0.58,0.54,0.69,0.58,,1.9
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 08:00,3.13,0.69,0.79,0.01,0.97,,3.54
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 09:00,-9999.0,0.37,1.11,-9999.0,1.07,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 10:00,-9999.0,0.27,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 11:00,-9999.0,0.22,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 12:00,-9999.0,0.19,0.56,-9999.0,0.58,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 13:00,0.59,0.22,0.09,0.57,0.41,,0.66
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 14:00,0.69,0.18,0.51,0.08,0.56,,1.24
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 15:00,0.5,0.16,0.09,0.54,0.43,,0.62
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 16:00,0.5,0.17,0.04,0.39,0.48,,0.64
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 17:00,0.54,0.21,0.51,0.01,0.56,,0.92
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 18:00,0.55,0.2,0.35,0.56,0.5,,0.63
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 19:00,0.81,0.34,0.5,0.61,0.56,,0.58
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 20:00,1.03,0.26,0.57,0.67,0.77,,1.93
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 21:00,0.81,0.35,0.55,1.21,0.58,,1.47
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 22:00,1.19,0.38,0.57,0.98,0.72,,2.29
Potenza_Viale_Unicef,40.627777,15.796388,04/10/2021 23:00,1.09,0.31,0.57,1.99,0.8,,2.37
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 00:00,0.91,0.23,0.57,1.73,0.58,,1.72
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 01:00,0.81,0.2,0.54,1.2,0.5,,1.09
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 02:00,0.57,0.16,0.33,0.9,0.35,,0.96
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 03:00,0.55,0.17,0.24,0.8,0.35,,0.77
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 04:00,0.55,0.17,0.34,0.9,0.36,,0.8
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 05:00,0.55,0.2,0.24,0.37,0.36,,0.92
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 06:00,0.64,0.27,0.54,0.44,0.34,,0.95
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 07:00,1.48,0.43,0.54,0.76,0.55,,1.79
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 08:00,1.75,0.48,0.57,0.17,0.72,,2.22
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 09:00,1.64,0.32,0.57,0.01,0.79,,2.68
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 10:00,1.04,0.22,0.57,0.65,0.58,,2.11
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 11:00,0.8,0.23,0.54,1.18,0.49,,1.08
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 12:00,0.84,0.19,0.54,1.15,0.56,,1.18
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 13:00,0.85,0.22,0.54,1.12,0.47,,1.27
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 14:00,0.76,0.12,0.57,0.98,0.48,,1.31
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 15:00,0.56,0.1,0.09,0.53,0.35,,0.58
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 16:00,0.43,0.11,0.03,0.55,0.34,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 17:00,0.47,0.18,0.24,0.79,0.44,,0.76
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 18:00,0.54,0.19,0.34,1.12,0.5,,0.99
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 19:00,0.77,0.17,0.47,1.12,0.56,,1.01
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 20:00,0.67,0.24,0.54,1.12,0.58,,1.14
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 21:00,0.7,0.14,0.34,1.13,0.48,,1.89
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 22:00,0.55,0.16,0.03,0.66,0.35,,1.0
Potenza_Viale_Unicef,40.627777,15.796388,05/10/2021 23:00,0.55,0.2,0.23,0.79,0.34,,0.99
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 00:00,0.54,0.21,0.54,1.12,0.46,,1.27
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 01:00,0.67,0.14,0.54,1.12,0.56,,1.28
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 02:00,0.49,0.09,0.34,1.08,0.38,,0.96
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 03:00,0.41,0.09,0.03,0.63,0.35,,0.58
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 04:00,0.41,0.12,0.04,0.58,0.36,,0.57
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 05:00,0.41,0.18,0.03,0.6,0.35,,0.91
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 06:00,1.11,0.31,0.48,1.04,0.35,,1.02
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 07:00,2.66,0.52,0.55,0.93,0.55,,2.05
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 08:00,2.17,0.33,0.58,0.05,0.44,,3.04
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 09:00,1.15,0.16,0.55,0.01,0.61,,1.51
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 10:00,0.57,0.15,0.55,0.98,0.38,,0.96
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 11:00,0.55,0.16,0.09,0.65,0.34,,0.62
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 12:00,0.49,0.15,0.03,0.58,0.36,,0.55
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 13:00,0.54,0.19,0.03,0.58,0.37,,0.67
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 14:00,0.5,0.15,0.3,0.83,0.47,,0.82
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 15:00,0.41,0.13,0.04,0.55,0.35,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 16:00,0.47,0.17,0.03,0.57,0.36,,0.72
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 17:00,0.55,0.18,0.24,0.61,0.35,,0.81
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 18:00,0.54,0.19,0.08,0.6,0.34,,0.72
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 19:00,0.69,0.24,0.25,1.04,0.44,,1.39
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 20:00,0.85,0.22,0.55,1.21,0.58,,2.22
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 21:00,0.69,0.27,0.29,0.85,0.37,,2.09
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 22:00,0.89,0.2,0.54,1.33,0.56,,1.72
Potenza_Viale_Unicef,40.627777,15.796388,06/10/2021 23:00,0.53,0.13,0.09,0.69,0.37,,0.95
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 00:00,0.41,0.12,0.03,0.35,0.32,,0.49
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 01:00,0.41,0.12,0.03,0.3,0.33,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 02:00,0.41,0.12,0.03,0.5,0.34,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 03:00,0.41,0.11,0.03,0.55,0.2,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 04:00,0.19,0.11,0.03,0.55,0.07,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 05:00,0.16,0.13,0.03,0.11,0.32,,0.13
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 06:00,0.44,0.27,0.03,0.25,0.33,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 07:00,0.83,0.34,0.5,1.03,0.35,,0.98
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 08:00,1.33,0.23,0.54,1.15,0.56,,1.38
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 09:00,0.73,0.17,0.54,0.12,0.38,,1.04
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 10:00,0.55,0.17,0.08,0.54,0.33,,0.62
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 11:00,0.55,0.16,0.03,0.6,0.34,,0.73
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 12:00,0.54,0.19,0.03,0.8,0.34,,0.95
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 13:00,0.54,0.2,0.49,1.34,0.56,,1.0
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 14:00,0.49,0.18,0.08,0.69,0.36,,0.57
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 15:00,0.41,0.13,0.03,0.55,0.33,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 16:00,0.41,0.14,0.03,0.55,0.34,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 17:00,0.46,0.17,0.03,0.76,0.44,,0.67
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 18:00,0.65,0.25,0.24,0.87,0.46,,0.99
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 19:00,0.79,0.22,0.54,1.13,0.58,,1.22
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 20:00,0.8,0.27,0.54,1.09,0.49,,1.02
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 21:00,0.89,0.23,0.54,1.11,0.47,,1.22
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 22:00,0.81,0.21,0.09,0.65,0.33,,0.96
Potenza_Viale_Unicef,40.627777,15.796388,07/10/2021 23:00,0.8,0.19,0.03,0.61,0.35,,0.77
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 00:00,0.67,0.2,0.24,0.77,0.35,,0.8
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 01:00,0.69,0.16,0.34,0.89,0.33,,1.0
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 02:00,0.5,0.17,0.03,0.55,0.34,,0.62
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 03:00,0.41,0.16,0.03,0.57,0.35,,0.58
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 04:00,0.41,0.16,0.03,0.58,0.35,,0.57
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 05:00,0.41,0.18,0.03,0.55,0.35,,0.57
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 06:00,0.78,0.25,0.03,0.55,0.24,,0.58
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 07:00,1.04,0.38,0.49,0.6,0.39,,1.13
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 08:00,1.12,0.29,0.54,0.01,0.58,,1.5
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 09:00,0.53,0.24,0.82,0.28,0.48,,0.77
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 10:00,0.86,0.17,0.54,0.01,0.58,,1.52
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 11:00,0.58,0.14,0.34,0.24,0.37,,0.86
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 12:00,0.55,0.16,0.03,0.61,0.36,,0.59
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 13:00,0.55,0.15,0.03,0.58,0.36,,0.54
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 14:00,0.49,0.11,0.03,0.36,0.33,,0.53
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 15:00,0.41,0.14,0.03,0.52,0.2,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 16:00,0.41,0.13,0.03,0.54,0.32,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 17:00,0.41,0.2,0.03,0.55,0.33,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 18:00,0.63,0.23,0.5,1.28,0.55,,1.34
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 19:00,0.85,0.22,0.57,1.67,0.58,,1.71
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 20:00,0.79,0.24,0.82,2.44,0.85,,1.5
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 21:00,0.8,0.22,0.56,1.21,0.58,,1.04
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 22:00,0.8,0.19,0.55,1.13,0.58,,1.04
Potenza_Viale_Unicef,40.627777,15.796388,08/10/2021 23:00,0.7,0.19,0.55,1.09,0.38,,0.96
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 00:00,0.67,0.16,0.34,0.93,0.46,,0.85
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 01:00,0.56,0.16,0.03,0.58,0.36,,0.73
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 02:00,0.42,0.14,0.03,0.55,0.36,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 03:00,0.41,0.12,0.03,0.36,0.35,,0.14
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 04:00,0.41,0.13,0.03,0.06,0.36,,0.1
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 05:00,0.41,0.15,0.03,0.07,0.07,,0.29
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 06:00,0.54,0.17,0.03,0.28,0.17,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 07:00,0.54,0.19,0.03,0.34,0.19,,0.49
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 08:00,0.64,0.22,0.03,0.49,0.36,,0.52
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 09:00,0.8,0.22,0.03,0.3,0.33,,0.73
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 10:00,0.8,0.2,0.29,0.31,0.19,,1.43
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 11:00,0.8,0.23,0.03,0.57,0.36,,1.0
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 12:00,0.8,0.2,0.03,0.55,0.35,,0.63
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 13:00,0.8,0.22,0.03,0.55,0.35,,0.58
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 14:00,0.7,0.17,0.03,0.58,0.35,,0.73
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 15:00,0.54,0.16,0.03,0.35,0.31,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 16:00,0.55,0.16,0.03,0.49,0.33,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 17:00,0.65,0.19,0.03,0.55,0.36,,0.58
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 18:00,0.68,0.23,0.03,0.55,0.33,,0.54
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 19:00,0.8,0.22,0.03,0.6,0.35,,0.59
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 20:00,0.8,0.27,0.24,0.8,0.35,,0.76
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 21:00,0.86,0.22,0.08,0.63,0.35,,0.81
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 22:00,0.8,0.22,0.03,0.55,0.35,,0.54
Potenza_Viale_Unicef,40.627777,15.796388,09/10/2021 23:00,0.8,0.31,0.03,0.6,0.34,,0.9
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 00:00,0.89,0.29,0.49,1.04,0.35,,1.02
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 01:00,0.86,0.23,0.08,0.65,0.36,,0.96
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 02:00,0.84,0.27,0.03,0.57,0.35,,0.76
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 03:00,0.91,0.27,0.49,1.03,0.35,,1.03
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 04:00,0.86,0.18,0.34,0.93,0.35,,1.19
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 05:00,0.57,0.15,0.03,0.55,0.34,,0.53
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 06:00,0.55,0.16,0.03,0.11,0.19,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 07:00,0.55,0.15,0.04,0.06,0.23,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 08:00,0.55,0.17,0.03,0.06,0.04,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 09:00,0.64,0.17,0.03,0.26,0.17,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 10:00,0.79,0.18,0.03,0.3,0.19,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 11:00,0.8,0.2,0.03,0.55,0.36,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 12:00,0.8,0.22,0.03,0.55,0.36,,0.53
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 13:00,0.84,0.22,0.03,0.55,0.34,,0.59
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 14:00,0.9,0.18,0.03,0.54,0.31,,0.53
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 15:00,0.81,0.2,0.03,0.11,0.35,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 16:00,0.8,0.18,0.03,0.06,0.33,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 17:00,0.8,0.21,0.03,0.25,0.35,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 18:00,0.89,0.25,0.03,0.55,0.36,,0.53
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 19:00,1.15,0.29,0.03,0.55,0.35,,0.76
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 20:00,1.12,0.24,0.29,0.84,0.47,,0.8
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 21:00,1.01,0.28,0.03,0.58,0.34,,0.58
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 22:00,1.18,0.26,0.03,0.54,0.35,,0.57
Potenza_Viale_Unicef,40.627777,15.796388,10/10/2021 23:00,0.94,0.24,0.03,0.55,0.35,,0.54
Potenza_Viale_Unicef,40.627777,15.796388,11/10/2021 00:00,0.86,0.2,0.03,0.36,0.22,,0.53
Potenza_Viale_Unicef,40.627777,15.796388,11/10/2021 01:00,0.85,0.19,0.03,0.5,0.33,,0.54
Potenza_Viale_Unicef,40.627777,15.796388,11/10/2021 02:00,0.8,0.21,0.03,0.31,0.08,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,11/10/2021 03:00,0.8,0.3,0.03,0.31,0.04,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,11/10/2021 04:00,0.8,0.31,0.04,0.37,0.04,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,11/10/2021 05:00,0.85,0.36,0.04,0.54,0.18,,0.76
Potenza_Viale_Unicef,40.627777,15.796388,11/10/2021 06:00,0.94,0.47,0.25,0.82,0.38,,1.02
Potenza_Viale_Unicef,40.627777,15.796388,11/10/2021 07:00,1.86,0.5,0.56,0.66,0.61,,1.94
Potenza_Viale_Unicef,40.627777,15.796388,11/10/2021 08:00,1.66,0.63,0.59,0.01,0.63,,1.17
Potenza_Viale_Unicef,40.627777,15.796388,11/10/2021 09:00,-9999.0,0.6,5.24,-9999.0,5.12,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,11/10/2021 10:00,-9999.0,0.48,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,11/10/2021 11:00,11.58,0.32,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,11/10/2021 12:00,1.1,0.28,0.55,-9999.0,0.47,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,11/10/2021 13:00,0.89,0.31,0.52,0.67,0.32,,0.95
