Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Etilbenzene (µg/m³),mp-Xilene (µg/m³),o-Xilene (µg/m³),PM10 (µg/m³),Toluene (µg/m³)
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 05:00,1.42,0.4,0.39,1.53,0.31,,0.8
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 06:00,1.31,0.44,0.46,1.2,0.3,,1.28
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 07:00,1.31,0.53,0.52,1.63,0.32,,1.67
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 08:00,1.65,0.6,0.6,2.64,0.59,,2.39
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 09:00,3.09,0.83,0.81,3.89,0.83,,2.93
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 10:00,2.22,0.53,1.4,6.33,1.29,,1.66
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 11:00,1.07,0.16,0.65,3.26,0.59,,1.58
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 12:00,0.48,0.11,0.36,1.55,0.19,,0.64
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 13:00,0.25,0.08,0.3,1.15,0.18,,0.55
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 14:00,0.09,0.09,0.11,0.72,0.16,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 15:00,0.13,0.07,0.11,0.55,0.1,,0.55
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 16:00,0.06,-9999.0,0.11,0.53,0.09,,0.31
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 17:00,0.19,0.11,0.11,0.82,0.13,,0.72
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 18:00,0.21,0.47,0.38,2.27,0.42,,1.74
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 19:00,1.59,0.75,1.19,6.33,1.45,,5.27
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 20:00,2.32,0.68,1.37,7.29,1.63,,5.25
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 21:00,2.97,1.02,1.14,5.77,1.21,,4.78
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 22:00,3.93,1.03,1.15,5.96,1.3,,5.25
Potenza_Viale_Unicef,40.627777,15.796388,23/02/2021 23:00,3.6,1.03,1.19,6.48,1.27,,5.34
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 00:00,3.18,0.63,1.34,6.75,1.46,,5.64
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 01:00,2.08,0.49,0.67,3.69,0.74,,2.9
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 02:00,1.59,0.42,0.49,2.38,0.47,,2.05
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 03:00,1.17,0.33,0.49,1.83,0.28,,1.58
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 04:00,0.82,0.26,0.5,1.7,0.31,,0.65
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 05:00,1.13,0.26,0.52,1.71,0.31,,1.2
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 06:00,1.42,0.24,0.51,1.71,0.3,,1.5
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 07:00,0.65,0.37,0.52,2.09,0.41,,1.68
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 08:00,1.05,0.78,0.62,3.45,0.83,,2.93
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 09:00,2.79,1.0,1.24,6.34,1.4,,5.49
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 10:00,2.009,0.38,1.1,6.05,1.27,,4.7
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 11:00,1.14,0.18,0.73,4.31,0.94,,3.3
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 12:00,0.4,0.11,0.3,1.96,0.5,,1.34
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 13:00,0.44,0.23,0.29,1.91,0.39,,1.66
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 14:00,0.71,0.13,0.81,4.39,0.99,,3.3
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 15:00,0.25,-9999.0,0.34,1.76,0.49,,1.26
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 16:00,0.17,0.08,0.11,0.72,0.15,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 17:00,0.19,0.13,0.11,0.87,0.19,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 18:00,0.35,0.25,0.35,1.49,0.57,,1.34
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 19:00,1.04,0.9,0.57,2.94,0.61,,2.44
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 20:00,2.77,1.07,1.26,7.37,1.48,,7.15
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 21:00,2.91,0.92,1.4,7.76,1.68,,6.44
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 22:00,3.32,0.89,1.1,5.76,1.27,,5.11
Potenza_Viale_Unicef,40.627777,15.796388,24/02/2021 23:00,3.19,0.76,0.93,4.61,1.11,,4.31
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 00:00,2.53,0.59,0.65,3.7,0.8,,3.08
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 01:00,2.05,0.56,0.54,2.29,0.54,,2.37
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 02:00,2.06,0.59,0.51,2.16,0.41,,2.15
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 03:00,2.1,0.53,0.52,2.25,0.56,,2.08
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 04:00,1.58,0.51,0.52,1.83,0.38,,2.0
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 05:00,1.68,0.54,0.55,1.92,0.43,,2.009
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 06:00,1.63,0.56,0.55,2.28,0.65,,2.02
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 07:00,1.55,0.72,0.58,2.46,0.65,,2.4
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 08:00,2.05,0.83,0.89,4.68,1.01,,3.73
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 09:00,2.33,0.73,0.8,4.6,1.14,,3.93
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 10:00,2.04,0.86,0.71,3.79,0.79,,2.91
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 11:00,2.0,0.49,0.83,4.4,0.79,,2.91
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 12:00,1.15,0.23,0.92,4.15,0.94,,1.81
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 13:00,0.35,0.17,0.36,1.6,0.25,,0.87
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 14:00,0.25,-9999.0,0.24,1.15,0.19,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 15:00,0.21,0.16,0.15,0.93,0.17,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 16:00,0.22,0.08,0.11,0.57,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 17:00,0.15,0.11,0.11,0.63,0.13,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 18:00,0.3,0.27,0.11,0.79,0.21,,0.72
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 19:00,1.13,1.04,0.74,3.16,0.79,,2.91
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 20:00,2.87,1.43,1.66,8.21,1.96,,7.29
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 21:00,3.46,1.08,1.78,9.27,2.05,,7.83
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 22:00,3.72,1.07,1.37,7.21,1.53,,6.19
Potenza_Viale_Unicef,40.627777,15.796388,25/02/2021 23:00,3.63,0.86,1.38,6.67,1.53,,5.81
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 00:00,3.06,0.72,1.06,5.4,1.22,,4.71
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 01:00,2.48,0.61,0.71,4.07,0.91,,3.38
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 02:00,2.13,0.53,0.65,3.24,0.68,,2.55
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 03:00,1.77,0.49,0.61,2.37,0.65,,2.3
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 04:00,1.62,0.48,0.52,2.28,0.65,,2.22
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 05:00,1.41,0.45,0.54,2.25,0.65,,1.99
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 06:00,1.22,0.4,0.52,2.11,0.53,,1.99
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 07:00,1.32,0.56,0.58,2.37,0.59,,2.14
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 08:00,1.73,0.82,0.65,3.43,0.73,,2.98
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 09:00,2.26,0.88,0.83,4.59,1.03,,3.86
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 10:00,1.97,0.54,1.05,4.67,1.21,,6.85
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 11:00,1.25,0.31,0.61,3.12,0.73,,6.03
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 12:00,0.59,0.16,0.6,2.66,0.63,,3.45
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 13:00,0.25,-9999.0,0.2,1.4,0.27,,1.18
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 14:00,0.17,0.1,0.11,1.07,0.2,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 15:00,0.14,0.09,0.11,0.69,0.12,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 16:00,0.07,0.08,0.11,0.55,0.1,,0.17
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 17:00,0.12,0.11,0.11,0.59,0.14,,0.48
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 18:00,0.22,0.35,0.11,0.79,0.16,,0.72
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 19:00,1.25,1.01,0.74,3.77,0.79,,3.15
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 20:00,2.73,0.84,1.13,5.95,1.27,,5.1
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 21:00,3.36,0.92,0.97,4.79,1.05,,4.31
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 22:00,3.62,1.07,1.13,5.58,1.29,,4.79
Potenza_Viale_Unicef,40.627777,15.796388,26/02/2021 23:00,3.33,0.77,1.06,5.31,1.15,,4.54
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 00:00,2.44,0.58,0.65,3.68,0.74,,2.99
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 01:00,1.88,0.5,0.58,2.71,0.65,,2.52
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 02:00,1.61,0.44,0.46,2.27,0.51,,2.06
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 03:00,1.31,0.37,0.47,2.07,0.19,,1.83
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 04:00,1.04,0.32,0.48,1.72,0.28,,1.52
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 05:00,0.95,0.31,0.49,1.72,0.28,,1.52
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 06:00,0.98,0.31,0.51,1.7,0.31,,1.5
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 07:00,0.94,0.35,0.49,1.74,0.3,,1.52
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 08:00,1.25,0.71,0.51,1.93,0.41,,1.83
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 09:00,2.25,0.64,0.74,3.73,0.93,,3.54
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 10:00,1.83,0.36,0.61,3.68,0.8,,2.98
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 11:00,1.2,0.29,0.31,2.27,0.64,,2.04
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 12:00,0.63,-9999.0,0.27,1.53,0.23,,1.41
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 13:00,0.26,0.11,0.11,0.72,0.15,,0.63
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 14:00,0.21,0.11,0.11,0.6,0.12,,0.95
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 15:00,0.21,0.08,0.11,0.57,0.1,,0.63
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 16:00,0.21,0.06,0.11,0.55,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 17:00,0.15,0.08,0.11,0.55,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 18:00,0.21,0.17,0.11,0.61,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 19:00,0.76,0.73,0.45,2.15,0.51,,1.74
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 20:00,2.18,0.79,0.93,5.3,1.26,,4.32
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 21:00,2.7,0.71,0.85,4.31,1.0,,3.92
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 22:00,3.13,0.78,0.82,3.96,0.97,,3.92
Potenza_Viale_Unicef,40.627777,15.796388,27/02/2021 23:00,1.87,0.67,0.65,3.33,0.73,,3.22
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 00:00,1.7,0.51,0.48,2.31,0.53,,2.2
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 01:00,1.67,0.4,0.45,1.27,0.25,,1.58
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 02:00,1.23,0.33,0.16,1.14,0.23,,1.12
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 03:00,0.86,0.17,0.11,0.71,0.2,,0.88
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 04:00,0.41,0.14,0.11,0.59,0.11,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 05:00,0.09,0.11,0.11,0.43,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 06:00,0.16,0.07,0.11,0.11,0.1,,0.4
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 07:00,0.22,0.07,0.11,0.11,0.11,,0.1
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 08:00,0.23,0.09,0.11,0.11,0.1,,0.1
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 09:00,0.22,0.08,0.11,0.27,0.1,,0.25
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 10:00,0.21,0.08,0.11,0.8,0.15,,0.79
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 11:00,0.21,-9999.0,0.11,0.53,0.09,,0.55
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 12:00,0.21,0.09,0.11,0.55,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 13:00,0.21,0.07,0.11,0.55,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 14:00,0.22,0.07,0.11,0.18,0.1,,0.17
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 15:00,0.21,0.05,0.11,0.11,0.1,,0.09
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 16:00,0.08,0.05,0.11,0.01,0.1,,0.09
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 17:00,0.03,0.08,0.11,0.03,0.11,,0.09
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 18:00,0.7,0.12,0.11,0.26,0.1,,0.33
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 19:00,0.48,0.2,0.11,0.6,0.1,,0.49
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 20:00,0.53,0.45,0.11,1.03,0.19,,0.95
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 21:00,1.17,0.5,0.42,2.35,0.57,,2.29
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 22:00,1.34,0.49,0.53,2.71,0.65,,2.13
Potenza_Viale_Unicef,40.627777,15.796388,28/02/2021 23:00,1.54,0.56,0.53,1.9,0.52,,1.89
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 00:00,1.62,0.46,0.51,1.7,0.3,,1.51
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 01:00,1.42,0.39,0.17,1.24,0.23,,1.12
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 02:00,1.1,0.35,0.11,0.74,0.11,,1.03
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 03:00,1.06,0.34,0.11,0.64,0.11,,0.81
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 04:00,0.86,0.27,0.11,0.63,0.11,,0.66
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 05:00,0.65,0.28,0.11,0.62,0.11,,0.6
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 06:00,0.65,0.26,0.11,0.64,0.11,,0.61
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 07:00,0.6,0.37,0.11,0.65,0.11,,0.75
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 08:00,0.88,0.49,0.47,1.11,0.3,,1.05
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 09:00,1.28,0.57,0.48,2.33,0.58,,1.9
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 10:00,1.16,-9999.0,0.41,2.05,0.64,,1.58
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 11:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 12:00,-9999.0,0.39,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 13:00,-9999.0,0.26,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 14:00,-9999.0,0.22,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 15:00,-9999.0,0.2,-9999.0,-9999.0,-9999.0,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 16:00,-9999.0,0.18,0.63,-9999.0,0.64,,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 17:00,0.2,0.19,0.32,2.21,0.64,,20.02
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 18:00,0.2,0.23,0.31,2.009,0.65,,15.17
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 19:00,0.52,0.32,0.77,6.54,1.48,,13.89
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 20:00,0.73,0.52,0.65,5.7,1.17,,12.1
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 21:00,1.65,0.59,0.65,3.82,0.71,,10.56
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 22:00,1.66,0.7,0.49,2.49,0.64,,5.72
Potenza_Viale_Unicef,40.627777,15.796388,01/03/2021 23:00,2.24,0.73,0.5,2.45,0.64,,6.15
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 00:00,2.36,0.67,0.36,1.73,0.42,,4.82
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 01:00,1.95,0.59,0.37,1.73,0.17,,5.7
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 02:00,1.56,0.56,0.4,1.7,0.2,,6.47
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 03:00,1.36,0.5,0.44,1.99,0.42,,6.62
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 04:00,1.26,0.46,0.26,1.7,0.2,,4.8
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 05:00,0.87,0.47,0.11,1.69,0.23,,4.56
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 06:00,0.35,0.48,0.3,1.71,0.22,,4.31
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 07:00,0.88,0.56,0.46,2.26,0.64,,4.33
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 08:00,1.37,0.75,0.44,2.83,0.65,,4.3
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 09:00,2.06,0.73,0.65,3.28,0.64,,3.15
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 10:00,2.029,-9999.0,0.79,4.41,0.96,,3.83
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 11:00,1.0,0.25,0.64,3.51,0.67,,2.65
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 12:00,0.0,0.2,0.11,0.91,0.12,,1.25
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 13:00,0.2,0.23,0.11,0.65,0.09,,1.03
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 14:00,0.2,0.21,0.11,0.83,0.13,,1.75
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 15:00,0.2,0.22,0.11,0.75,0.12,,1.72
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 16:00,0.2,0.21,0.11,0.56,0.1,,1.96
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 17:00,0.2,0.21,0.62,5.79,1.24,,1.52
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 18:00,0.2,0.29,0.78,6.47,1.44,,2.67
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 19:00,0.97,0.7,0.65,4.84,0.95,,3.16
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 20:00,2.24,0.95,0.93,5.29,1.22,,4.8
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 21:00,3.17,0.95,1.19,7.04,1.21,,5.23
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 22:00,3.96,0.96,1.08,5.71,0.97,,4.31
Potenza_Viale_Unicef,40.627777,15.796388,02/03/2021 23:00,3.7,0.87,0.98,5.74,0.99,,4.07
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 00:00,3.16,0.8,1.08,6.25,1.21,,4.059
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 01:00,2.69,0.73,0.65,4.12,0.71,,2.91
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 02:00,2.28,0.67,0.65,3.29,0.64,,2.67
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 03:00,1.78,0.6,0.55,3.35,0.74,,2.44
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 04:00,1.48,0.53,0.56,3.6,0.74,,1.99
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 05:00,1.28,0.49,0.47,3.59,0.74,,1.98
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 06:00,0.96,0.5,0.48,2.54,0.64,,1.95
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 07:00,0.89,0.51,0.48,2.28,0.47,,1.76
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 08:00,1.27,0.57,0.44,2.78,0.65,,2.19
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 09:00,1.55,-9999.0,0.43,2.29,0.64,,1.75
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 10:00,1.33,0.49,0.65,3.57,0.75,,2.18
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 11:00,0.71,0.31,0.45,2.66,0.63,,1.26
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 12:00,0.51,0.26,0.29,1.72,0.14,,1.03
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 13:00,0.2,0.26,0.11,1.09,0.16,,1.01
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 14:00,0.2,0.25,0.11,0.65,0.09,,1.01
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 15:00,0.2,0.23,0.11,0.49,0.09,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 16:00,0.2,0.22,0.11,0.3,0.09,,0.54
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 17:00,0.2,0.23,0.11,0.5,0.09,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 18:00,0.2,0.31,0.11,0.5,0.09,,1.03
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 19:00,0.75,0.71,0.21,1.43,0.15,,1.77
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 20:00,2.29,0.86,0.76,4.43,0.94,,4.07
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 21:00,3.3,0.99,0.65,4.13,0.73,,3.62
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 22:00,3.36,0.9,0.79,4.61,0.96,,3.84
Potenza_Viale_Unicef,40.627777,15.796388,03/03/2021 23:00,2.89,0.81,0.65,3.56,0.69,,3.36
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 00:00,2.48,0.68,0.64,3.04,0.65,,2.67
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 01:00,1.97,0.62,0.44,2.0,0.42,,2.2
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 02:00,1.77,0.58,0.45,1.67,0.24,,1.96
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 03:00,1.57,0.51,0.45,1.43,0.24,,1.51
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 04:00,1.16,0.43,0.28,1.17,0.25,,1.49
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 05:00,0.9,0.45,0.11,1.14,0.27,,1.05
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 06:00,0.9,0.44,0.3,1.44,0.26,,1.51
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 07:00,1.09,0.57,0.46,1.44,0.25,,1.51
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 08:00,1.57,-9999.0,0.54,2.52,0.65,,2.23
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 09:00,1.67,0.67,0.65,3.86,0.81,,3.16
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 10:00,1.43,0.31,0.64,3.0,0.68,,2.87
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 11:00,0.52,0.27,0.11,1.09,0.14,,1.02
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 12:00,0.43,0.25,0.11,1.0,0.14,,1.0
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 13:00,0.43,0.26,0.11,0.65,0.12,,0.79
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 14:00,0.44,0.26,0.11,0.65,0.12,,0.78
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 15:00,0.44,0.22,0.11,0.5,0.13,,0.31
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 16:00,0.2,0.22,0.11,0.5,0.1,,0.55
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 17:00,0.32,0.24,0.11,0.5,0.1,,0.55
Potenza_Viale_Unicef,40.627777,15.796388,04/03/2021 18:00,0.44,0.33,0.11,0.84,0.14,,0.8
