"Stazione","ParamNome","ParamUdm","Data","Ora","Media","ValiditÃ "
"Grumento3","Metano","ugC/m³","01/01/2022","01","927.64","1"
"Grumento3","Metano","ugC/m³","01/01/2022","02","925.60","1"
"Grumento3","Metano","ugC/m³","01/01/2022","03","925.67","1"
"Grumento3","Metano","ugC/m³","01/01/2022","04","904.82","1"
"Grumento3","Metano","ugC/m³","01/01/2022","05","914.59","1"
"Grumento3","Metano","ugC/m³","01/01/2022","06","924.92","1"
"Grumento3","Metano","ugC/m³","01/01/2022","07","919.39","1"
"Grumento3","Metano","ugC/m³","01/01/2022","08","919.00","1"
"Grumento3","Metano","ugC/m³","01/01/2022","09","923.43","1"
"Grumento3","Metano","ugC/m³","01/01/2022","10","922.74","1"
"Grumento3","Metano","ugC/m³","01/01/2022","11","923.04","1"
"Grumento3","Metano","ugC/m³","01/01/2022","12","924.91","1"
"Grumento3","Metano","ugC/m³","01/01/2022","13","934.90","1"
"Grumento3","Metano","ugC/m³","01/01/2022","14","931.69","1"
"Grumento3","Metano","ugC/m³","01/01/2022","15","935.97","1"
"Grumento3","Metano","ugC/m³","01/01/2022","16","932.62","1"
"Grumento3","Metano","ugC/m³","01/01/2022","17","929.64","1"
"Grumento3","Metano","ugC/m³","01/01/2022","18","928.68","1"
"Grumento3","Metano","ugC/m³","01/01/2022","19","932.80","1"
"Grumento3","Metano","ugC/m³","01/01/2022","20","943.72","1"
"Grumento3","Metano","ugC/m³","01/01/2022","21","947.04","1"
"Grumento3","Metano","ugC/m³","01/01/2022","22","949.36","1"
"Grumento3","Metano","ugC/m³","01/01/2022","23","945.30","1"
"Grumento3","Metano","ugC/m³","01/01/2022","24","954.88","1"
"Grumento3","Metano","ugC/m³","02/01/2022","01","935.35","1"
"Grumento3","Metano","ugC/m³","02/01/2022","02","933.11","1"
"Grumento3","Metano","ugC/m³","02/01/2022","03","934.78","1"
"Grumento3","Metano","ugC/m³","02/01/2022","04","922.37","1"
"Grumento3","Metano","ugC/m³","02/01/2022","05","916.72","1"
"Grumento3","Metano","ugC/m³","02/01/2022","06","922.82","1"
