"Stazione","ParamNome","ParamUdm","Data","Ora","Media","ValiditÃ "
"Grumento3","Temperatura","°C","01/01/2022","01","9.96","1"
"Grumento3","Temperatura","°C","01/01/2022","02","10.12","1"
"Grumento3","Temperatura","°C","01/01/2022","03","10.62","1"
"Grumento3","Temperatura","°C","01/01/2022","04","10.22","1"
"Grumento3","Temperatura","°C","01/01/2022","05","10.21","1"
"Grumento3","Temperatura","°C","01/01/2022","06","9.46","1"
"Grumento3","Temperatura","°C","01/01/2022","07","9.86","1"
"Grumento3","Temperatura","°C","01/01/2022","08","9.73","1"
"Grumento3","Temperatura","°C","01/01/2022","09","9.60","1"
"Grumento3","Temperatura","°C","01/01/2022","10","10.36","1"
"Grumento3","Temperatura","°C","01/01/2022","11","11.63","1"
"Grumento3","Temperatura","°C","01/01/2022","12","13.87","1"
"Grumento3","Temperatura","°C","01/01/2022","13","16.63","1"
"Grumento3","Temperatura","°C","01/01/2022","14","18.05","1"
"Grumento3","Temperatura","°C","01/01/2022","15","18.28","1"
"Grumento3","Temperatura","°C","01/01/2022","16","17.17","1"
"Grumento3","Temperatura","°C","01/01/2022","17","14.77","1"
"Grumento3","Temperatura","°C","01/01/2022","18","13.93","1"
"Grumento3","Temperatura","°C","01/01/2022","19","13.31","1"
"Grumento3","Temperatura","°C","01/01/2022","20","11.87","1"
"Grumento3","Temperatura","°C","01/01/2022","21","11.25","1"
"Grumento3","Temperatura","°C","01/01/2022","22","10.05","1"
"Grumento3","Temperatura","°C","01/01/2022","23","10.18","1"
"Grumento3","Temperatura","°C","01/01/2022","24","8.75","1"
"Grumento3","Temperatura","°C","02/01/2022","01","8.91","1"
"Grumento3","Temperatura","°C","02/01/2022","02","8.66","1"
"Grumento3","Temperatura","°C","02/01/2022","03","7.94","1"
"Grumento3","Temperatura","°C","02/01/2022","04","7.39","1"
"Grumento3","Temperatura","°C","02/01/2022","05","7.82","1"
"Grumento3","Temperatura","°C","02/01/2022","06","7.39","1"
"Grumento3","Temperatura","°C","02/01/2022","07","6.35","1"
"Grumento3","Temperatura","°C","02/01/2022","08","5.55","1"
"Grumento3","Temperatura","°C","02/01/2022","09","7.71","1"
"Grumento3","Temperatura","°C","02/01/2022","10","9.72","1"
"Grumento3","Temperatura","°C","02/01/2022","11","11.49","1"
"Grumento3","Temperatura","°C","02/01/2022","12","13.17","1"
"Grumento3","Temperatura","°C","02/01/2022","13","15.57","1"
"Grumento3","Temperatura","°C","02/01/2022","14","17.99","1"
"Grumento3","Temperatura","°C","02/01/2022","15","19.44","1"
"Grumento3","Temperatura","°C","02/01/2022","16","19.01","1"
"Grumento3","Temperatura","°C","02/01/2022","17","14.96","1"
"Grumento3","Temperatura","°C","02/01/2022","18","11.32","1"
"Grumento3","Temperatura","°C","02/01/2022","19","8.90","1"
"Grumento3","Temperatura","°C","02/01/2022","20","7.26","1"
"Grumento3","Temperatura","°C","02/01/2022","21","6.38","1"
"Grumento3","Temperatura","°C","02/01/2022","22","6.11","1"
"Grumento3","Temperatura","°C","02/01/2022","23","5.63","1"
"Grumento3","Temperatura","°C","02/01/2022","24","5.33","1"
"Grumento3","Temperatura","°C","03/01/2022","01","5.43","1"
"Grumento3","Temperatura","°C","03/01/2022","02","5.65","1"
"Grumento3","Temperatura","°C","03/01/2022","03","5.85","1"
"Grumento3","Temperatura","°C","03/01/2022","04","6.17","1"
"Grumento3","Temperatura","°C","03/01/2022","05","6.23","1"
"Grumento3","Temperatura","°C","03/01/2022","06","6.14","1"
"Grumento3","Temperatura","°C","03/01/2022","07","6.64","1"
"Grumento3","Temperatura","°C","03/01/2022","08","7.19","1"
"Grumento3","Temperatura","°C","03/01/2022","09","7.41","1"
"Grumento3","Temperatura","°C","03/01/2022","10","8.24","1"
"Grumento3","Temperatura","°C","03/01/2022","11","9.07","1"
"Grumento3","Temperatura","°C","03/01/2022","12","9.60","1"
"Grumento3","Temperatura","°C","03/01/2022","13","10.46","1"
"Grumento3","Temperatura","°C","03/01/2022","14","10.65","1"
"Grumento3","Temperatura","°C","03/01/2022","15","10.45","1"
"Grumento3","Temperatura","°C","03/01/2022","16","10.77","1"
