"Stazione","ParamNome","ParamUdm","Data","Ora","Media","ValiditÃ "
"Ferrandina","Temperatura","°C","01/01/2021","01","1.420","1"
"Ferrandina","Temperatura","°C","01/01/2021","02","1.030","1"
"Ferrandina","Temperatura","°C","01/01/2021","03","0.670","1"
"Ferrandina","Temperatura","°C","01/01/2021","04","0.310","1"
"Ferrandina","Temperatura","°C","01/01/2021","05","0.130","1"
"Ferrandina","Temperatura","°C","01/01/2021","06","-0.230","1"
"Ferrandina","Temperatura","°C","01/01/2021","07","-0.470","1"
"Ferrandina","Temperatura","°C","01/01/2021","08","-0.680","1"
"Ferrandina","Temperatura","°C","01/01/2021","09","1.270","1"
"Ferrandina","Temperatura","°C","01/01/2021","10","4.960","1"
"Ferrandina","Temperatura","°C","01/01/2021","11","7.970","1"
"Ferrandina","Temperatura","°C","01/01/2021","12","10.950","1"
"Ferrandina","Temperatura","°C","01/01/2021","13","12.100","1"
"Ferrandina","Temperatura","°C","01/01/2021","14","13.760","1"
"Ferrandina","Temperatura","°C","01/01/2021","15","13.330","1"
"Ferrandina","Temperatura","°C","01/01/2021","16","12.410","1"
"Ferrandina","Temperatura","°C","01/01/2021","17","9.950","1"
"Ferrandina","Temperatura","°C","01/01/2021","18","7.220","1"
"Ferrandina","Temperatura","°C","01/01/2021","19","5.140","1"
"Ferrandina","Temperatura","°C","01/01/2021","20","4.110","1"
"Ferrandina","Temperatura","°C","01/01/2021","21","3.140","1"
"Ferrandina","Temperatura","°C","01/01/2021","22","2.710","1"
"Ferrandina","Temperatura","°C","01/01/2021","23","2.160","1"
"Ferrandina","Temperatura","°C","01/01/2021","24","1.370","1"
"Ferrandina","Temperatura","°C","02/01/2021","01","1.220","1"
"Ferrandina","Temperatura","°C","02/01/2021","02","0.720","1"
"Ferrandina","Temperatura","°C","02/01/2021","03","0.770","1"
"Ferrandina","Temperatura","°C","02/01/2021","04","0.500","1"
"Ferrandina","Temperatura","°C","02/01/2021","05","0.760","1"
"Ferrandina","Temperatura","°C","02/01/2021","06","1.490","1"
"Ferrandina","Temperatura","°C","02/01/2021","07","2.300","1"
"Ferrandina","Temperatura","°C","02/01/2021","08","3.110","1"
"Ferrandina","Temperatura","°C","02/01/2021","09","4.040","1"
"Ferrandina","Temperatura","°C","02/01/2021","10","6.960","1"
"Ferrandina","Temperatura","°C","02/01/2021","11","10.940","1"
"Ferrandina","Temperatura","°C","02/01/2021","12","12.260","1"
"Ferrandina","Temperatura","°C","02/01/2021","13","12.390","1"
"Ferrandina","Temperatura","°C","02/01/2021","14","12.950","1"
"Ferrandina","Temperatura","°C","02/01/2021","15","13.040","1"
"Ferrandina","Temperatura","°C","02/01/2021","16","12.530","1"
"Ferrandina","Temperatura","°C","02/01/2021","17","11.480","1"
"Ferrandina","Temperatura","°C","02/01/2021","18","11.500","1"
"Ferrandina","Temperatura","°C","02/01/2021","19","11.030","1"
"Ferrandina","Temperatura","°C","02/01/2021","20","9.590","1"
"Ferrandina","Temperatura","°C","02/01/2021","21","7.050","1"
"Ferrandina","Temperatura","°C","02/01/2021","22","5.640","1"
"Ferrandina","Temperatura","°C","02/01/2021","23","5.180","1"
"Ferrandina","Temperatura","°C","02/01/2021","24","4.690","1"
"Ferrandina","Temperatura","°C","03/01/2021","01","3.730","1"
"Ferrandina","Temperatura","°C","03/01/2021","02","3.700","1"
"Ferrandina","Temperatura","°C","03/01/2021","03","3.770","1"
"Ferrandina","Temperatura","°C","03/01/2021","04","3.210","1"
"Ferrandina","Temperatura","°C","03/01/2021","05","3.080","1"
"Ferrandina","Temperatura","°C","03/01/2021","06","2.029","1"
"Ferrandina","Temperatura","°C","03/01/2021","07","2.380","1"
"Ferrandina","Temperatura","°C","03/01/2021","08","4.110","1"
"Ferrandina","Temperatura","°C","03/01/2021","09","6.030","1"
"Ferrandina","Temperatura","°C","03/01/2021","10","8.730","1"
"Ferrandina","Temperatura","°C","03/01/2021","11","10.850","1"
"Ferrandina","Temperatura","°C","03/01/2021","12","13.370","1"
"Ferrandina","Temperatura","°C","03/01/2021","13","12.160","1"
"Ferrandina","Temperatura","°C","03/01/2021","14","10.280","1"
"Ferrandina","Temperatura","°C","03/01/2021","15","9.730","1"
"Ferrandina","Temperatura","°C","03/01/2021","16","10.890","1"
"Ferrandina","Temperatura","°C","03/01/2021","17","7.670","1"
"Ferrandina","Temperatura","°C","03/01/2021","18","6.650","1"
"Ferrandina","Temperatura","°C","03/01/2021","19","5.620","1"
"Ferrandina","Temperatura","°C","03/01/2021","20","4.380","1"
"Ferrandina","Temperatura","°C","03/01/2021","21","3.760","1"
"Ferrandina","Temperatura","°C","03/01/2021","22","4.030","1"
"Ferrandina","Temperatura","°C","03/01/2021","23","3.850","1"
"Ferrandina","Temperatura","°C","03/01/2021","24","3.700","1"
