Stazione,Latitudine,Longitudine,Data_Ora,CO (mg/m³),PM10 (µg/m³)
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 04:00,0.34,7.85
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 05:00,0.34,7.07
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 06:00,0.39,14.48
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 07:00,0.44,22.22
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 08:00,0.46,18.42
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 09:00,0.48,13.63
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 10:00,0.6,9.0
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 11:00,0.46,13.63
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 12:00,0.5,12.76
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 13:00,0.42,19.1
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 14:00,0.45,23.5
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 15:00,0.39,22.69
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 16:00,0.42,6.21
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 17:00,0.52,21.41
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 18:00,0.55,15.33
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 19:00,0.5,16.48
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 20:00,0.6,18.67
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 21:00,0.57,19.88
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 22:00,0.45,25.33
Potenza_viale_Firenze,40.649166,15.795,03/01/2022 23:00,0.35,22.14
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 00:00,0.33,20.8
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 01:00,0.3,29.37
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 02:00,0.3,27.45
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 03:00,0.29,19.45
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 04:00,0.28,24.7
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 05:00,0.27,23.23
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 06:00,0.31,17.88
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 07:00,0.35,20.49
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 08:00,0.44,23.96
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 09:00,0.43,7.17
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 10:00,0.52,47.3
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 11:00,0.46,-9999.0
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 12:00,0.45,33.22
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 13:00,0.44,33.7
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 14:00,0.43,-9999.0
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 15:00,0.38,-9999.0
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 16:00,0.4,28.56
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 17:00,0.49,67.55
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 18:00,0.48,10.25
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 19:00,0.51,5.12
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 20:00,0.48,7.8
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 21:00,0.42,10.41
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 22:00,0.41,19.2
Potenza_viale_Firenze,40.649166,15.795,04/01/2022 23:00,0.33,17.17
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 00:00,0.31,36.35
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 01:00,0.31,13.68
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 02:00,0.29,13.54
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 03:00,0.29,14.05
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 04:00,0.29,13.1
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 05:00,0.29,13.92
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 06:00,0.37,16.85
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 07:00,0.5,18.97
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 08:00,0.7,14.63
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 09:00,0.98,18.2
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 10:00,1.11,18.19
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 11:00,0.53,9.33
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 12:00,0.52,13.93
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 13:00,0.5,12.31
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 14:00,0.52,11.71
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 15:00,0.47,18.05
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 16:00,0.49,18.12
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 17:00,0.63,9.16
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 18:00,0.77,21.57
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 19:00,1.11,13.15
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 20:00,0.66,11.9
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 21:00,0.54,14.61
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 22:00,0.38,18.82
Potenza_viale_Firenze,40.649166,15.795,05/01/2022 23:00,0.34,31.79
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 00:00,0.34,20.87
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 01:00,0.32,17.27
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 02:00,0.31,15.54
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 03:00,0.33,14.04
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 04:00,0.31,15.68
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 05:00,0.31,19.78
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 06:00,0.32,17.75
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 07:00,0.35,17.75
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 08:00,0.45,10.29
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 09:00,0.53,20.76
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 10:00,0.44,26.1
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 11:00,0.48,25.64
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 12:00,0.51,21.51
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 13:00,0.55,16.6
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 14:00,0.47,20.2
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 15:00,0.44,16.73
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 16:00,0.43,19.8
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 17:00,0.48,-9999.0
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 18:00,0.73,18.54
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 19:00,1.02,17.14
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 20:00,0.92,13.43
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 21:00,0.95,19.5
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 22:00,0.65,14.75
Potenza_viale_Firenze,40.649166,15.795,06/01/2022 23:00,0.54,14.84
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 00:00,0.72,17.22
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 01:00,0.63,25.3
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 02:00,0.55,29.99
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 03:00,0.35,33.56
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 04:00,0.32,25.67
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 05:00,0.33,19.51
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 06:00,0.32,17.62
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 07:00,0.4,32.46
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 08:00,0.54,28.42
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 09:00,0.56,23.27
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 10:00,0.64,23.26
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 11:00,0.61,27.1
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 12:00,0.64,32.43
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 13:00,0.65,33.01
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 14:00,0.59,24.35
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 15:00,0.56,14.39
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 16:00,0.56,10.11
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 17:00,0.55,7.53
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 18:00,0.64,15.43
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 19:00,0.65,14.5
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 20:00,0.52,14.49
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 21:00,0.54,16.3
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 22:00,0.48,17.88
Potenza_viale_Firenze,40.649166,15.795,07/01/2022 23:00,0.43,18.27
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 00:00,0.42,20.38
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 01:00,0.38,15.99
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 02:00,0.37,13.72
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 03:00,0.36,15.32
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 04:00,0.34,15.64
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 05:00,0.34,36.73
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 06:00,0.36,39.38
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 07:00,0.4,44.87
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 08:00,0.5,32.46
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 09:00,0.46,29.49
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 10:00,0.63,47.75
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 11:00,0.53,51.33
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 12:00,0.66,49.84
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 13:00,0.66,38.31
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 14:00,0.6,34.46
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 15:00,0.53,39.18
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 16:00,0.45,31.5
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 17:00,0.57,24.63
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 18:00,0.61,35.41
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 19:00,0.68,28.38
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 20:00,0.65,19.64
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 21:00,0.65,9.64
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 22:00,0.52,12.67
Potenza_viale_Firenze,40.649166,15.795,08/01/2022 23:00,0.5,9.83
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 00:00,0.5,12.98
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 01:00,0.43,15.49
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 02:00,0.42,10.61
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 03:00,0.4,13.95
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 04:00,0.4,14.07
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 05:00,0.42,12.28
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 06:00,0.43,13.28
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 07:00,0.45,20.04
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 08:00,0.48,13.78
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 09:00,0.58,19.25
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 10:00,0.51,18.6
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 11:00,0.45,20.05
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 12:00,0.48,21.78
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 13:00,0.55,16.67
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 14:00,0.55,18.32
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 15:00,0.45,17.84
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 16:00,0.47,19.64
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 17:00,0.57,18.23
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 18:00,0.6,16.78
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 19:00,0.64,16.04
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 20:00,0.99,10.88
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 21:00,0.9,12.29
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 22:00,0.5,14.9
Potenza_viale_Firenze,40.649166,15.795,09/01/2022 23:00,0.42,15.43
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 00:00,0.44,15.57
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 01:00,0.41,16.89
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 02:00,0.39,15.11
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 03:00,0.36,22.46
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 04:00,0.37,21.17
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 05:00,0.37,15.47
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 06:00,0.49,15.28
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 07:00,0.46,14.35
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 08:00,0.5,13.26
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 09:00,0.56,9.94
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 10:00,0.58,8.36
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 11:00,0.61,11.19
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 12:00,0.65,22.06
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 13:00,0.65,29.4
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 14:00,0.59,48.21
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 15:00,0.53,35.84
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 16:00,0.51,10.69
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 17:00,0.5,8.91
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 18:00,0.54,11.48
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 19:00,0.52,11.68
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 20:00,0.55,10.5
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 21:00,0.51,13.59
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 22:00,0.46,14.18
Potenza_viale_Firenze,40.649166,15.795,10/01/2022 23:00,0.44,14.25
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 00:00,0.45,9.19
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 01:00,0.41,13.87
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 02:00,0.41,15.39
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 03:00,0.4,13.49
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 04:00,0.38,9.39
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 05:00,0.38,7.21
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 06:00,0.4,11.58
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 07:00,0.45,16.32
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 08:00,0.56,15.01
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 09:00,0.56,12.08
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 10:00,0.55,-9999.0
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 11:00,0.55,-9999.0
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 12:00,0.6,-9999.0
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 13:00,0.58,-9999.0
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 14:00,0.54,-9999.0
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 15:00,0.59,-9999.0
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 16:00,0.54,-9999.0
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 17:00,0.56,-9999.0
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 18:00,0.62,-9999.0
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 19:00,0.68,-9999.0
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 20:00,0.64,-9999.0
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 21:00,0.58,-9999.0
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 22:00,0.47,-9999.0
Potenza_viale_Firenze,40.649166,15.795,11/01/2022 23:00,0.44,-9999.0
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 00:00,0.43,7.97
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 01:00,0.39,8.83
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 02:00,0.38,11.21
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 03:00,0.38,13.38
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 04:00,0.41,10.42
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 05:00,0.4,8.83
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 06:00,0.41,7.69
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 07:00,0.44,9.77
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 08:00,0.66,6.66
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 09:00,0.69,17.01
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 10:00,0.62,13.5
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 11:00,0.62,10.29
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 12:00,0.62,12.3
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 13:00,0.52,12.99
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 14:00,0.5,-9999.0
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 15:00,0.38,16.28
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 16:00,0.37,19.45
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 17:00,0.39,18.44
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 18:00,0.43,16.17
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 19:00,0.53,18.88
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 20:00,0.46,16.27
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 21:00,0.5,23.54
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 22:00,0.37,17.2
Potenza_viale_Firenze,40.649166,15.795,12/01/2022 23:00,0.32,17.88
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 00:00,0.26,25.94
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 01:00,0.24,20.25
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 02:00,0.24,27.71
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 03:00,0.23,23.95
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 04:00,0.22,21.7
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 05:00,0.22,19.47
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 06:00,0.24,19.35
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 07:00,0.28,17.57
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 08:00,0.5,30.73
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 09:00,0.48,34.16
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 10:00,0.41,31.42
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 11:00,0.38,68.09
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 12:00,0.43,50.54
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 13:00,0.35,36.66
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 14:00,0.46,24.63
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 15:00,0.34,18.52
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 16:00,0.35,23.74
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 17:00,0.44,22.27
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 18:00,0.56,29.85
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 19:00,0.55,22.28
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 20:00,0.79,17.37
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 21:00,1.07,-9999.0
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 22:00,0.77,5.18
Potenza_viale_Firenze,40.649166,15.795,13/01/2022 23:00,0.73,17.55
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 00:00,0.51,26.29
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 01:00,0.25,23.33
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 02:00,0.23,19.45
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 03:00,0.21,18.45
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 04:00,0.22,10.53
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 05:00,0.23,6.82
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 06:00,0.25,22.09
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 07:00,0.32,13.19
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 08:00,0.64,10.92
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 09:00,0.71,6.85
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 10:00,0.4,7.89
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 11:00,0.43,15.2
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 12:00,0.36,7.21
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 13:00,0.47,9.28
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 14:00,0.46,4.18
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 15:00,0.34,10.92
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 16:00,0.33,18.45
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 17:00,0.45,27.64
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 18:00,1.34,14.38
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 19:00,1.18,7.6
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 20:00,1.73,16.07
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 21:00,1.54,18.34
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 22:00,0.96,5.82
Potenza_viale_Firenze,40.649166,15.795,14/01/2022 23:00,0.85,15.0
Potenza_viale_Firenze,40.649166,15.795,15/01/2022 00:00,0.74,32.21
Potenza_viale_Firenze,40.649166,15.795,15/01/2022 01:00,0.62,23.42
Potenza_viale_Firenze,40.649166,15.795,15/01/2022 02:00,0.49,22.57
