Stazione,Latitudine,Longitudine,Data_Ora,CO (mg/m³),Direzione_Vento (°N),NO2 (µg/m³),NOx (ppb),NO (ppb),O3 (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Umidità_Relativa (%),Velocità_Vento (m/s)
Melfi,40.313888,15.904444,01/01/2022 01:00,0.0,254.0,1.59,2.25,1.43,54.66,3.41,0.0,958.86,0.0,3.39,15.49,41.29,4.27
Melfi,40.313888,15.904444,01/01/2022 02:00,0.0,251.0,1.34,2.22,1.54,55.73,9.86,0.0,958.62,0.0,3.41,15.45,39.86,4.13
Melfi,40.313888,15.904444,01/01/2022 03:00,0.0,253.0,1.19,2.51,1.94,56.08,10.28,0.0,958.39,0.0,3.68,15.57,38.36,4.28
Melfi,40.313888,15.904444,01/01/2022 04:00,0.0,255.0,1.23,2.17,1.56,55.67,4.3,0.0,957.97,0.0,3.68,15.26,39.73,4.05
Melfi,40.313888,15.904444,01/01/2022 05:00,0.0,253.0,1.04,2.07,1.59,56.05,8.61,0.0,957.96,0.0,3.27,15.22,39.29,4.82
Melfi,40.313888,15.904444,01/01/2022 06:00,0.0,295.0,1.33,2.0,1.34,56.49,11.3,0.0,958.22,0.0,3.59,14.85,40.1,3.68
Melfi,40.313888,15.904444,01/01/2022 07:00,0.0,259.0,1.29,2.15,1.52,54.78,5.85,0.0,958.14,0.0,3.35,14.25,40.81,2.81
Melfi,40.313888,15.904444,01/01/2022 08:00,0.0,256.0,1.32,2.48,1.83,56.05,3.95,0.0,958.51,5.21,3.19,14.17,40.93,3.36
Melfi,40.313888,15.904444,01/01/2022 09:00,0.0,266.0,1.97,2.62,1.61,54.68,3.39,0.0,959.07,24.88,3.25,14.28,41.79,2.99
Melfi,40.313888,15.904444,01/01/2022 10:00,0.0,261.0,2.07,2.89,1.81,53.37,5.61,0.0,959.66,218.78,3.05,15.16,42.59,3.06
Melfi,40.313888,15.904444,01/01/2022 11:00,1.62,259.0,2.44,3.24,1.97,52.56,15.92,0.0,959.75,387.65,2.9,16.59,40.92,2.67
Melfi,40.313888,15.904444,01/01/2022 12:00,7.46,285.0,2.17,2.98,1.86,53.67,12.08,0.0,959.85,425.68,3.12,17.53,38.82,2.25
Melfi,40.313888,15.904444,01/01/2022 13:00,6.78,301.0,1.87,2.56,1.59,55.62,13.1,0.0,959.64,440.02,3.8,17.5,42.08,2.35
Melfi,40.313888,15.904444,01/01/2022 14:00,4.8,292.0,2.18,2.74,1.6,55.82,5.83,0.0,959.4,383.43,3.79,17.44,44.22,2.75
Melfi,40.313888,15.904444,01/01/2022 15:00,2.27,311.0,1.67,2.39,1.54,54.2,4.98,0.0,959.36,273.62,3.39,17.5,41.72,2.64
Melfi,40.313888,15.904444,01/01/2022 16:00,0.09,317.0,1.7,2.49,1.63,54.6,6.28,0.0,959.72,80.82,3.2,16.37,43.34,2.67
Melfi,40.313888,15.904444,01/01/2022 17:00,0.0,278.0,2.88,3.59,2.08,54.33,12.74,0.0,960.02,6.16,3.37,14.41,48.79,2.1
Melfi,40.313888,15.904444,01/01/2022 18:00,0.0,233.0,1.48,2.35,1.61,47.46,12.45,0.0,960.24,0.0,3.69,11.59,56.43,1.9
Melfi,40.313888,15.904444,01/01/2022 19:00,0.0,219.0,1.07,2.02,1.55,47.06,6.5,0.0,960.28,0.0,3.18,11.05,55.85,2.66
Melfi,40.313888,15.904444,01/01/2022 20:00,0.06,219.0,1.04,2.09,1.64,46.74,5.41,0.0,960.6,0.0,3.81,10.72,54.65,2.62
Melfi,40.313888,15.904444,01/01/2022 21:00,0.47,231.0,0.69,1.81,1.62,45.36,5.39,0.0,960.82,0.0,3.59,10.1,55.37,2.12
Melfi,40.313888,15.904444,01/01/2022 22:00,0.54,219.0,0.6,1.85,1.73,43.32,4.13,0.0,960.9,0.0,3.33,9.93,54.67,2.07
Melfi,40.313888,15.904444,01/01/2022 23:00,0.25,217.0,0.36,1.42,1.5,43.64,3.45,0.0,961.03,0.0,3.31,9.99,48.71,2.22
Melfi,40.313888,15.904444,02/01/2022 00:00,0.26,221.0,1.1,2.37,1.97,44.26,10.28,0.0,960.98,0.0,3.23,9.97,50.63,2.13
Melfi,40.313888,15.904444,02/01/2022 01:00,0.85,208.0,0.38,1.27,1.34,44.65,6.24,0.0,960.86,0.0,3.72,9.93,48.75,1.9
Melfi,40.313888,15.904444,02/01/2022 02:00,0.57,205.0,0.65,1.52,1.52,44.85,9.71,0.0,960.74,0.0,2.95,9.7,48.76,0.87
Melfi,40.313888,15.904444,02/01/2022 03:00,0.38,223.0,0.17,1.1,1.51,47.28,-9999.0,0.0,960.73,0.0,3.08,10.17,45.53,2.33
Melfi,40.313888,15.904444,02/01/2022 04:00,0.21,215.0,0.17,1.23,1.67,48.34,9.77,0.0,960.42,0.0,2.86,9.58,47.26,1.4
Melfi,40.313888,15.904444,02/01/2022 05:00,0.28,220.0,0.14,1.03,1.48,46.91,5.34,0.0,960.16,0.0,2.97,9.52,46.82,1.44
Melfi,40.313888,15.904444,02/01/2022 06:00,0.46,161.0,0.17,1.0,1.37,47.39,7.33,0.0,960.05,0.0,2.85,8.93,50.96,0.98
Melfi,40.313888,15.904444,02/01/2022 07:00,0.89,226.0,0.9,1.9,1.78,42.81,2.69,0.0,960.09,0.0,2.91,8.51,50.85,2.13
Melfi,40.313888,15.904444,02/01/2022 08:00,0.94,220.0,1.8,3.23,2.58,43.57,9.3,0.0,960.02,5.61,3.01,8.87,48.48,1.88
Melfi,40.313888,15.904444,02/01/2022 09:00,0.44,221.0,1.81,2.94,2.06,44.85,8.89,0.0,960.3,25.27,3.34,10.75,44.48,1.22
Melfi,40.313888,15.904444,02/01/2022 10:00,0.33,190.0,10.58,11.23,5.7,41.81,11.22,0.0,960.45,223.59,3.56,14.15,42.31,0.38
Melfi,40.313888,15.904444,02/01/2022 11:00,2.11,286.0,3.83,4.26,2.27,43.97,7.83,0.0,960.15,398.9,3.1,17.82,29.26,2.33
Melfi,40.313888,15.904444,02/01/2022 12:00,0.34,272.0,5.83,7.34,4.31,47.15,17.77,0.0,959.41,442.06,3.01,18.92,29.27,2.62
Melfi,40.313888,15.904444,02/01/2022 13:00,0.6,271.0,2.07,3.02,1.97,47.46,10.88,0.0,958.71,457.69,3.29,18.48,30.29,3.38
Melfi,40.313888,15.904444,02/01/2022 14:00,0.27,261.0,2.5,3.33,2.04,49.91,5.72,0.0,958.27,402.58,3.57,17.81,35.99,2.91
Melfi,40.313888,15.904444,02/01/2022 15:00,1.21,260.0,3.29,3.5,1.78,46.5,5.66,0.0,957.98,288.04,3.49,16.45,45.87,2.4
Melfi,40.313888,15.904444,02/01/2022 16:00,3.62,260.0,4.1,4.21,2.06,44.82,3.48,0.0,958.0,87.51,3.47,13.33,60.76,3.13
Melfi,40.313888,15.904444,02/01/2022 17:00,4.89,234.0,5.75,5.24,2.24,40.47,10.28,0.0,958.19,6.95,3.54,10.11,74.15,2.5
Melfi,40.313888,15.904444,02/01/2022 18:00,4.23,249.0,4.01,3.92,1.83,43.41,12.5,0.0,958.2,0.0,3.45,8.83,79.84,3.41
Melfi,40.313888,15.904444,02/01/2022 19:00,4.01,252.0,3.05,3.46,1.87,46.02,15.7,0.0,958.2,0.0,3.85,8.39,83.27,4.57
Melfi,40.313888,15.904444,02/01/2022 20:00,3.99,256.0,2.61,3.07,1.71,46.33,11.78,0.0,958.23,0.0,3.87,8.52,81.13,4.22
Melfi,40.313888,15.904444,02/01/2022 21:00,4.08,249.0,2.44,3.06,1.79,47.21,11.09,0.0,958.31,0.0,3.63,8.4,83.16,4.68
Melfi,40.313888,15.904444,02/01/2022 22:00,2.13,241.0,3.35,3.33,1.58,44.4,6.35,0.0,957.91,0.0,3.12,8.53,77.47,3.38
Melfi,40.313888,15.904444,02/01/2022 23:00,0.28,265.0,2.78,3.12,1.67,45.12,4.97,0.0,957.84,0.0,3.42,8.28,80.1,3.93
Melfi,40.313888,15.904444,03/01/2022 00:00,0.24,266.0,2.72,3.14,1.72,45.37,6.8,0.0,957.96,0.0,3.36,8.25,82.95,3.7
Melfi,40.313888,15.904444,03/01/2022 01:00,0.4,234.0,3.02,3.16,1.58,42.76,9.36,0.0,957.82,0.0,3.26,8.09,84.41,2.93
Melfi,40.313888,15.904444,03/01/2022 02:00,0.31,272.0,2.53,2.98,1.66,42.45,9.77,0.0,957.56,0.0,3.08,7.87,83.12,2.93
Melfi,40.313888,15.904444,03/01/2022 03:00,0.26,265.0,2.87,3.41,1.91,40.81,15.16,0.0,957.3,0.0,3.46,7.66,83.81,3.11
Melfi,40.313888,15.904444,03/01/2022 04:00,0.3,265.0,2.48,2.85,1.56,41.55,-9999.0,0.0,956.7,0.0,3.31,7.72,82.17,3.38
Melfi,40.313888,15.904444,03/01/2022 05:00,0.3,266.0,2.31,2.91,1.71,41.28,-9999.0,0.0,955.96,0.0,3.36,7.58,81.6,3.35
Melfi,40.313888,15.904444,03/01/2022 06:00,0.25,266.0,2.01,2.64,1.61,40.76,8.0,0.0,956.05,0.0,3.29,7.46,81.01,3.46
Melfi,40.313888,15.904444,03/01/2022 07:00,0.29,278.0,1.93,2.78,1.78,41.69,-9999.0,0.0,956.19,0.0,3.28,7.27,80.57,3.21
Melfi,40.313888,15.904444,03/01/2022 08:00,0.24,272.0,1.88,2.68,1.71,42.81,-9999.0,0.0,956.13,10.5,3.37,7.42,80.03,3.93
Melfi,40.313888,15.904444,03/01/2022 09:00,0.28,279.0,1.63,2.52,1.69,42.76,-9999.0,0.0,956.16,67.16,3.26,8.49,75.97,3.74
Melfi,40.313888,15.904444,03/01/2022 10:00,1.01,279.0,2.71,3.29,1.87,42.6,7.77,0.0,956.09,164.53,3.33,9.47,74.25,2.38
Melfi,40.313888,15.904444,03/01/2022 11:00,1.02,286.0,2.35,3.06,1.84,44.56,6.73,0.0,956.1,421.26,3.43,10.99,69.77,4.48
Melfi,40.313888,15.904444,03/01/2022 12:00,0.72,286.0,2.5,3.09,1.78,45.69,8.36,0.0,955.77,441.66,3.64,11.98,67.32,4.29
Melfi,40.313888,15.904444,03/01/2022 13:00,0.73,286.0,2.6,3.23,1.87,44.88,9.36,0.0,954.86,430.32,3.52,12.59,65.77,3.69
Melfi,40.313888,15.904444,03/01/2022 14:00,1.22,272.0,2.82,3.32,1.85,46.28,9.69,0.0,954.23,376.65,3.47,13.03,64.03,3.98
Melfi,40.313888,15.904444,03/01/2022 15:00,0.53,291.0,3.78,3.82,1.85,46.95,13.95,0.0,954.42,173.89,3.4,12.58,67.15,3.5
Melfi,40.313888,15.904444,03/01/2022 16:00,1.03,292.0,5.44,4.77,1.92,43.44,-9999.0,0.0,954.33,41.15,3.63,11.47,70.49,2.21
Melfi,40.313888,15.904444,03/01/2022 17:00,2.27,286.0,5.97,5.05,1.93,44.79,-9999.0,0.0,954.69,7.43,3.98,10.71,73.61,2.83
Melfi,40.313888,15.904444,03/01/2022 18:00,2.58,278.0,5.72,4.73,1.74,44.34,15.53,0.0,954.74,0.0,3.87,10.24,77.16,3.09
Melfi,40.313888,15.904444,03/01/2022 19:00,2.78,266.0,5.69,4.87,1.9,42.71,13.89,0.0,954.32,0.0,4.2,9.75,79.53,3.49
Melfi,40.313888,15.904444,03/01/2022 20:00,2.73,272.0,4.88,4.24,1.68,44.44,13.56,0.0,954.37,0.0,3.88,9.51,83.03,3.79
Melfi,40.313888,15.904444,03/01/2022 21:00,1.9,256.0,4.6,4.24,1.83,45.6,12.75,0.0,954.04,0.0,5.71,9.49,81.85,3.62
Melfi,40.313888,15.904444,03/01/2022 22:00,0.48,282.0,4.28,4.02,1.78,44.52,15.32,0.0,953.96,0.0,4.37,9.24,80.2,2.74
Melfi,40.313888,15.904444,03/01/2022 23:00,0.29,271.0,4.57,4.09,1.7,43.29,14.18,0.0,953.96,0.0,4.14,9.08,85.38,3.72
Melfi,40.313888,15.904444,04/01/2022 00:00,0.44,267.0,3.79,3.64,1.65,45.77,14.2,0.0,953.6,0.0,4.21,9.67,79.24,3.42
Melfi,40.313888,15.904444,04/01/2022 01:00,0.54,279.0,3.7,3.76,1.83,44.45,15.58,0.0,953.14,0.0,4.14,9.53,80.54,3.28
Melfi,40.313888,15.904444,04/01/2022 02:00,0.67,263.0,3.44,3.59,1.79,44.21,12.87,0.0,952.98,0.0,3.92,9.23,81.95,4.66
Melfi,40.313888,15.904444,04/01/2022 03:00,0.63,255.0,2.97,3.22,1.66,46.78,12.79,0.0,952.61,0.0,3.76,9.51,79.18,5.12
Melfi,40.313888,15.904444,04/01/2022 04:00,0.74,271.0,2.26,2.92,1.74,46.93,17.12,0.0,952.1,0.0,3.74,9.58,78.98,4.59
Melfi,40.313888,15.904444,04/01/2022 05:00,0.76,266.0,2.15,2.76,1.64,47.15,18.79,0.0,951.4,0.0,3.64,9.38,82.36,4.59
Melfi,40.313888,15.904444,04/01/2022 06:00,0.7,255.0,1.84,2.7,1.75,47.24,18.1,0.0,951.4,0.0,3.86,8.99,85.75,2.63
Melfi,40.313888,15.904444,04/01/2022 07:00,0.61,292.0,1.63,2.52,1.69,46.98,18.02,0.0,951.79,0.0,3.66,9.04,84.53,2.33
Melfi,40.313888,15.904444,04/01/2022 08:00,0.59,263.0,2.13,3.12,2.01,47.95,13.98,0.0,951.73,6.32,3.64,9.01,84.28,3.66
Melfi,40.313888,15.904444,04/01/2022 09:00,0.54,353.0,2.75,3.6,2.17,45.8,21.05,0.0,951.78,35.47,3.65,9.46,79.76,2.5
Melfi,40.313888,15.904444,04/01/2022 10:00,0.48,358.0,3.9,4.68,2.65,46.78,25.45,0.0,951.69,222.72,3.77,11.14,69.68,1.92
Melfi,40.313888,15.904444,04/01/2022 11:00,0.33,228.0,2.8,3.38,1.93,49.14,20.47,0.0,951.25,381.88,3.92,12.93,63.35,3.24
Melfi,40.313888,15.904444,04/01/2022 12:00,3.78,269.0,1.58,2.48,1.67,49.29,19.27,0.0,950.56,425.67,3.59,13.85,59.08,4.32
Melfi,40.313888,15.904444,04/01/2022 13:00,6.46,264.0,1.49,2.41,1.66,52.68,23.13,0.0,949.86,456.51,3.86,14.04,57.71,5.4
Melfi,40.313888,15.904444,04/01/2022 14:00,5.58,260.0,1.56,2.63,1.84,53.83,20.95,0.0,949.24,415.48,4.04,14.2,58.23,5.16
Melfi,40.313888,15.904444,04/01/2022 15:00,3.35,258.0,1.69,2.57,1.71,54.5,11.79,0.0,948.84,301.88,3.9,13.78,61.94,5.12
Melfi,40.313888,15.904444,04/01/2022 16:00,0.56,271.0,2.02,2.75,1.7,50.44,21.85,0.0,948.95,98.81,3.85,12.88,67.03,4.0
Melfi,40.313888,15.904444,04/01/2022 17:00,0.34,247.0,4.79,4.95,2.45,47.36,66.72,0.0,948.91,8.41,4.23,11.47,73.03,2.65
Melfi,40.313888,15.904444,04/01/2022 18:00,3.99,265.0,1.47,2.58,1.82,68.25,8.75,0.0,948.63,0.04,4.41,11.0,73.42,3.28
Melfi,40.313888,15.904444,04/01/2022 19:00,0.92,264.0,1.2,2.65,2.03,49.64,6.66,0.0,948.48,0.13,5.23,10.53,74.64,3.64
Melfi,40.313888,15.904444,04/01/2022 20:00,0.18,254.0,2.11,2.85,1.75,-9999.0,6.37,0.0,947.83,0.0,-9999.0,10.83,67.9,3.77
Melfi,40.313888,15.904444,04/01/2022 21:00,0.03,245.0,2.19,2.68,1.54,31.65,5.47,0.0,947.3,0.0,3.74,11.43,62.48,2.77
Melfi,40.313888,15.904444,04/01/2022 22:00,0.01,257.0,2.29,2.88,1.69,43.09,8.89,0.0,947.05,0.0,3.13,10.87,65.1,2.77
Melfi,40.313888,15.904444,04/01/2022 23:00,0.01,178.0,2.33,2.8,1.58,40.3,9.28,0.0,947.09,0.0,3.55,9.36,73.06,1.2
Melfi,40.313888,15.904444,05/01/2022 00:00,0.07,223.0,2.1,3.35,2.27,34.41,13.03,0.0,946.82,0.0,3.46,7.75,80.34,1.38
Melfi,40.313888,15.904444,05/01/2022 01:00,0.13,208.0,1.17,2.04,1.49,33.32,15.53,0.0,946.25,0.0,3.46,7.29,82.26,1.57
Melfi,40.313888,15.904444,05/01/2022 02:00,0.13,257.0,0.99,2.16,1.69,37.73,9.39,0.0,946.04,0.0,3.02,7.78,80.25,2.58
Melfi,40.313888,15.904444,05/01/2022 03:00,0.14,241.0,0.85,1.9,1.5,40.69,8.78,0.0,945.65,0.0,3.02,8.34,78.45,1.82
Melfi,40.313888,15.904444,05/01/2022 04:00,0.13,265.0,1.06,2.04,1.52,43.07,9.5,0.0,945.38,0.0,3.11,8.66,75.53,2.87
Melfi,40.313888,15.904444,05/01/2022 05:00,0.12,209.0,1.01,1.97,1.52,38.76,5.89,0.0,945.02,0.0,3.03,7.44,81.36,1.51
Melfi,40.313888,15.904444,05/01/2022 06:00,0.13,267.0,1.26,2.28,1.65,45.83,7.47,0.0,944.43,0.0,3.18,8.5,79.45,3.29
Melfi,40.313888,15.904444,05/01/2022 07:00,0.13,170.0,2.0,2.7,1.66,45.93,13.38,0.0,944.27,0.0,3.06,9.39,75.41,1.84
Melfi,40.313888,15.904444,05/01/2022 08:00,0.18,115.0,7.24,5.89,2.1,38.16,19.91,0.0,944.14,5.76,3.13,8.13,80.64,1.2
Melfi,40.313888,15.904444,05/01/2022 09:00,0.18,113.0,10.77,9.86,4.24,35.53,14.04,0.0,944.03,29.19,3.25,8.33,82.71,0.61
Melfi,40.313888,15.904444,05/01/2022 10:00,0.17,113.0,9.63,8.6,3.57,37.37,13.33,0.0,943.75,225.73,3.36,10.89,74.55,1.21
Melfi,40.313888,15.904444,05/01/2022 11:00,0.19,272.0,3.58,3.84,1.97,40.08,12.17,0.0,943.45,394.86,3.32,12.95,66.94,3.08
Melfi,40.313888,15.904444,05/01/2022 12:00,0.18,285.0,2.71,3.07,1.65,43.76,15.7,0.0,942.89,435.71,3.58,14.23,60.14,3.37
Melfi,40.313888,15.904444,05/01/2022 13:00,0.17,278.0,2.55,3.01,1.67,45.74,6.48,0.0,942.23,450.63,3.71,15.81,47.73,3.13
Melfi,40.313888,15.904444,05/01/2022 14:00,0.17,278.0,1.87,2.65,1.68,47.58,13.24,0.0,941.4,395.36,3.94,16.51,38.39,2.55
Melfi,40.313888,15.904444,05/01/2022 15:00,0.18,273.0,1.39,2.26,1.54,54.85,17.14,0.0,941.05,287.97,4.1,16.6,32.07,4.04
Melfi,40.313888,15.904444,05/01/2022 16:00,0.18,273.0,1.95,2.57,1.56,57.23,14.64,0.0,941.02,98.56,4.12,15.3,32.77,3.99
Melfi,40.313888,15.904444,05/01/2022 17:00,0.18,294.0,1.73,2.42,1.53,58.16,6.46,0.0,940.83,7.41,3.76,13.34,39.45,2.35
Melfi,40.313888,15.904444,05/01/2022 18:00,0.17,349.0,1.9,2.41,1.45,56.35,23.41,0.0,940.44,0.0,4.04,12.39,42.77,3.14
Melfi,40.313888,15.904444,05/01/2022 19:00,0.18,300.0,1.79,2.48,1.56,59.01,10.43,0.0,940.68,0.0,4.16,11.91,47.63,2.89
Melfi,40.313888,15.904444,05/01/2022 20:00,0.17,203.0,2.96,3.32,1.77,62.87,10.23,0.0,940.62,0.0,3.82,12.27,58.36,4.58
Melfi,40.313888,15.904444,05/01/2022 21:00,0.18,207.0,2.47,2.64,1.35,58.42,11.47,0.0,939.91,0.0,3.8,12.45,60.02,4.23
Melfi,40.313888,15.904444,05/01/2022 22:00,0.18,211.0,1.35,2.3,1.61,56.8,10.31,0.0,939.51,0.0,3.65,11.96,59.17,3.19
Melfi,40.313888,15.904444,05/01/2022 23:00,0.18,239.0,1.09,2.06,1.51,59.37,13.65,0.0,939.26,0.0,3.63,11.59,62.24,3.46
Melfi,40.313888,15.904444,06/01/2022 00:00,0.17,266.0,1.03,2.05,1.54,61.87,11.46,0.0,939.42,0.0,3.98,11.44,64.2,3.91
Melfi,40.313888,15.904444,06/01/2022 01:00,0.17,267.0,1.16,2.1,1.52,55.08,15.71,0.0,939.36,0.0,3.56,11.2,64.66,4.46
Melfi,40.313888,15.904444,06/01/2022 02:00,0.17,259.0,0.73,1.7,1.4,55.81,13.16,0.0,939.48,0.0,3.4,11.08,62.34,6.08
Melfi,40.313888,15.904444,06/01/2022 03:00,0.17,272.0,0.97,2.04,1.58,55.47,11.27,0.0,940.13,0.0,3.42,11.11,65.39,4.64
Melfi,40.313888,15.904444,06/01/2022 04:00,0.17,266.0,1.08,2.13,1.6,53.97,14.23,0.0,940.53,0.0,3.28,10.93,65.73,4.69
Melfi,40.313888,15.904444,06/01/2022 05:00,0.17,266.0,1.17,2.23,1.64,56.83,14.22,0.0,941.01,0.0,3.29,10.79,64.89,3.68
Melfi,40.313888,15.904444,06/01/2022 06:00,0.19,266.0,0.98,2.07,1.61,55.98,12.73,0.0,941.99,0.0,3.1,10.37,62.49,2.9
Melfi,40.313888,15.904444,06/01/2022 07:00,0.17,279.0,1.62,2.68,1.85,56.56,15.85,0.0,942.61,0.0,3.23,10.06,62.97,1.32
Melfi,40.313888,15.904444,06/01/2022 08:00,0.17,169.0,4.53,4.99,2.64,45.16,10.32,0.0,943.07,9.25,3.11,8.6,75.85,1.61
Melfi,40.313888,15.904444,06/01/2022 09:00,0.17,176.0,5.61,5.64,2.71,36.75,15.54,0.0,943.51,60.56,3.0,8.52,80.4,1.55
Melfi,40.313888,15.904444,06/01/2022 10:00,0.17,170.0,2.95,3.27,1.73,45.39,19.85,0.0,943.88,148.98,2.92,10.09,70.88,2.27
Melfi,40.313888,15.904444,06/01/2022 11:00,0.18,347.0,2.35,3.01,1.79,46.76,20.05,0.0,944.08,152.18,3.24,11.33,61.34,1.34
Melfi,40.313888,15.904444,06/01/2022 12:00,0.17,285.0,2.5,3.25,1.94,48.81,20.23,0.0,943.96,221.69,3.2,11.18,67.14,1.99
Melfi,40.313888,15.904444,06/01/2022 13:00,0.18,183.0,3.26,3.8,2.09,48.71,16.3,0.0,943.46,361.49,3.64,12.14,59.11,2.03
Melfi,40.313888,15.904444,06/01/2022 14:00,0.17,196.0,2.47,3.11,1.82,52.03,19.45,0.0,943.14,277.63,4.02,12.93,51.88,2.0
Melfi,40.313888,15.904444,06/01/2022 15:00,0.18,201.0,1.84,2.75,1.79,52.44,19.14,0.0,943.36,141.49,3.14,12.14,53.81,3.07
Melfi,40.313888,15.904444,06/01/2022 16:00,0.18,213.0,2.0,2.88,1.85,52.97,22.13,0.0,944.13,117.42,3.85,11.77,54.64,2.0
Melfi,40.313888,15.904444,06/01/2022 17:00,0.18,226.0,4.47,4.89,2.55,51.6,20.97,0.0,944.62,13.77,3.7,10.46,56.44,1.52
Melfi,40.313888,15.904444,06/01/2022 18:00,0.18,0.0,8.21,6.54,2.24,46.74,17.66,0.0,945.41,0.0,3.56,8.56,74.06,1.77
Melfi,40.313888,15.904444,06/01/2022 19:00,0.18,309.0,5.32,5.57,2.79,40.69,24.16,0.0,946.28,0.0,3.52,7.24,90.54,1.15
Melfi,40.313888,15.904444,06/01/2022 20:00,0.17,269.0,5.27,5.39,2.64,40.02,11.11,0.0,946.79,0.0,3.52,7.03,90.64,1.05
Melfi,40.313888,15.904444,06/01/2022 21:00,0.18,333.0,4.75,4.59,2.1,42.31,25.88,0.0,947.27,0.0,3.94,7.54,92.68,1.28
Melfi,40.313888,15.904444,06/01/2022 22:00,0.17,332.0,3.74,3.79,1.83,40.59,23.35,0.0,947.72,0.0,3.22,7.54,93.14,1.64
Melfi,40.313888,15.904444,06/01/2022 23:00,0.17,346.0,2.96,3.08,1.53,41.79,18.8,0.0,948.15,0.0,3.36,7.38,92.19,2.36
Melfi,40.313888,15.904444,07/01/2022 00:00,0.17,332.0,2.88,3.46,1.96,42.77,24.65,0.0,948.5,0.0,3.19,7.08,92.98,1.55
Melfi,40.313888,15.904444,07/01/2022 01:00,0.18,346.0,2.38,2.8,1.56,42.69,-9999.0,0.0,948.58,0.0,3.08,6.75,90.86,2.38
Melfi,40.313888,15.904444,07/01/2022 02:00,0.17,350.0,1.73,2.33,1.43,44.9,44.25,0.0,948.87,0.0,2.78,6.56,91.29,2.72
Melfi,40.313888,15.904444,07/01/2022 03:00,0.18,352.0,1.27,2.09,1.44,45.96,32.71,0.0,949.06,0.0,2.99,6.34,92.52,2.64
Melfi,40.313888,15.904444,07/01/2022 04:00,0.18,348.0,1.46,2.3,1.54,45.51,29.01,0.0,948.97,0.0,2.91,6.2,90.3,2.13
Melfi,40.313888,15.904444,07/01/2022 05:00,0.18,322.0,1.63,2.61,1.76,45.31,24.05,0.0,949.09,0.0,2.78,6.19,87.87,2.21
Melfi,40.313888,15.904444,07/01/2022 06:00,0.18,348.0,1.78,2.48,1.56,43.05,25.85,0.0,949.52,0.0,2.55,5.99,87.36,2.63
Melfi,40.313888,15.904444,07/01/2022 07:00,0.18,323.0,1.88,2.43,1.45,44.46,46.75,0.0,949.73,0.0,2.63,5.89,85.45,2.4
Melfi,40.313888,15.904444,07/01/2022 08:00,0.17,304.0,3.15,3.39,1.74,43.42,33.21,0.0,950.06,0.32,2.75,5.97,84.72,1.9
Melfi,40.313888,15.904444,07/01/2022 09:00,0.18,347.0,5.2,4.64,1.92,38.22,38.21,0.0,950.4,13.09,2.53,5.93,86.93,1.96
Melfi,40.313888,15.904444,07/01/2022 10:00,0.18,349.0,4.43,3.92,1.6,37.02,28.67,0.0,950.49,28.44,2.31,5.97,87.61,2.98
Melfi,40.313888,15.904444,07/01/2022 11:00,0.18,351.0,5.05,4.33,1.69,35.88,38.28,0.0,950.64,51.47,2.11,6.12,88.8,3.4
Melfi,40.313888,15.904444,07/01/2022 12:00,0.17,351.0,4.62,4.05,1.64,39.3,44.27,0.0,950.18,85.21,2.62,6.47,89.19,3.38
Melfi,40.313888,15.904444,07/01/2022 13:00,0.18,351.0,5.04,4.27,1.64,38.7,58.92,0.0,949.53,47.6,2.74,6.45,91.48,3.31
Melfi,40.313888,15.904444,07/01/2022 14:00,0.17,351.0,4.88,4.15,1.59,39.13,35.26,0.0,949.21,27.19,2.47,6.41,90.58,3.2
Melfi,40.313888,15.904444,07/01/2022 15:00,0.18,348.0,5.42,4.4,1.56,37.82,29.27,0.0,949.03,22.93,2.6,6.07,90.97,3.77
Melfi,40.313888,15.904444,07/01/2022 16:00,0.18,349.0,5.62,4.5,1.56,36.75,11.25,0.0,949.02,10.94,2.7,5.71,94.88,3.32
Melfi,40.313888,15.904444,07/01/2022 17:00,0.18,351.0,7.01,5.2,1.53,34.55,11.66,0.2,949.15,0.84,2.9,5.48,98.07,3.2
Melfi,40.313888,15.904444,07/01/2022 18:00,0.18,349.0,6.14,4.62,1.41,37.15,16.2,0.2,949.14,0.0,2.66,5.19,99.55,3.12
Melfi,40.313888,15.904444,07/01/2022 19:00,0.18,350.0,5.6,4.24,1.31,37.85,10.96,0.6,949.23,0.0,2.63,5.0,99.9,2.78
Melfi,40.313888,15.904444,07/01/2022 20:00,0.18,346.0,3.52,3.17,1.32,39.08,11.31,0.4,949.33,0.0,2.71,4.77,99.9,2.67
Melfi,40.313888,15.904444,07/01/2022 21:00,0.18,346.0,2.84,2.81,1.32,41.02,19.67,0.4,949.28,0.0,2.78,4.44,99.9,2.41
Melfi,40.313888,15.904444,07/01/2022 22:00,0.18,272.0,2.98,3.29,1.73,42.23,21.45,0.6,948.86,0.0,2.35,4.52,99.9,1.44
Melfi,40.313888,15.904444,07/01/2022 23:00,0.18,274.0,2.94,3.41,1.87,41.51,26.88,0.0,948.54,0.0,2.53,4.58,99.02,1.33
Melfi,40.313888,15.904444,08/01/2022 00:00,0.18,278.0,2.65,2.93,1.55,40.46,45.98,0.0,948.25,0.0,2.64,4.82,97.27,1.1
