Stazione,Latitudine,Longitudine,Data_Ora,CO (mg/m³),Direzione_Vento (°N),NO2 (µg/m³),NOx (ppb),NO (ppb),O3 (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Umidità_Relativa (%),Velocità_Vento (m/s)
Melfi,40.313888,15.904444,08/12/2022 04:00,0.24,271.0,6.07,4.91,1.73,-9999.0,,0.0,945.62,0.0,2.2,7.03,82.01,1.83
Melfi,40.313888,15.904444,08/12/2022 05:00,0.24,266.0,5.41,4.45,1.62,56.92,,0.0,945.46,0.0,1.95,6.64,84.5,0.69
Melfi,40.313888,15.904444,08/12/2022 06:00,0.24,273.0,4.67,4.43,1.99,64.74,,0.0,945.39,0.0,2.32,7.57,79.05,2.36
Melfi,40.313888,15.904444,08/12/2022 07:00,0.23,278.0,6.21,5.35,2.1,63.27,,0.0,945.5,0.0,2.02,7.87,81.22,2.21
Melfi,40.313888,15.904444,08/12/2022 08:00,0.24,284.0,10.35,7.31,1.89,60.62,,0.0,946.09,14.8,2.46,8.17,81.92,2.04
Melfi,40.313888,15.904444,08/12/2022 09:00,0.24,196.0,7.59,5.47,1.5,56.1,,0.0,946.38,65.07,2.69,8.95,80.55,0.72
Melfi,40.313888,15.904444,08/12/2022 10:00,0.24,342.0,13.25,9.66,2.73,55.82,,0.0,946.67,143.17,2.98,10.86,75.03,0.59
Melfi,40.313888,15.904444,08/12/2022 11:00,0.24,264.0,9.77,7.35,2.24,63.09,,0.0,946.78,206.45,2.62,12.56,66.62,2.4
Melfi,40.313888,15.904444,08/12/2022 12:00,0.24,265.0,6.28,4.96,1.67,72.36,,0.0,946.2,389.55,2.26,14.69,57.77,4.07
Melfi,40.313888,15.904444,08/12/2022 13:00,0.24,272.0,5.81,5.09,2.06,73.22,,0.0,945.74,306.68,1.98,15.18,56.9,4.45
Melfi,40.313888,15.904444,08/12/2022 14:00,0.24,268.0,5.35,4.81,2.01,73.79,,0.0,945.7,390.99,2.04,16.01,53.6,4.88
Melfi,40.313888,15.904444,08/12/2022 15:00,0.24,279.0,5.37,4.59,1.78,74.08,,0.0,945.85,227.24,1.91,15.32,56.02,3.74
Melfi,40.313888,15.904444,08/12/2022 16:00,0.24,277.0,6.02,4.91,1.76,73.33,,0.0,946.29,75.58,2.1,13.85,60.98,1.98
Melfi,40.313888,15.904444,08/12/2022 17:00,0.24,241.0,8.95,6.44,1.76,63.7,,0.0,946.71,4.04,2.9,11.87,66.28,1.2
Melfi,40.313888,15.904444,08/12/2022 18:00,0.24,228.0,9.29,7.09,2.23,59.78,,0.0,946.98,0.0,2.72,10.2,69.9,1.3
Melfi,40.313888,15.904444,08/12/2022 19:00,0.24,278.0,9.59,7.23,2.22,66.29,,0.0,947.22,0.0,2.19,10.32,68.74,1.3
Melfi,40.313888,15.904444,08/12/2022 20:00,0.24,188.0,14.05,9.77,2.42,55.32,,0.0,947.19,0.0,2.64,9.29,73.3,0.84
Melfi,40.313888,15.904444,08/12/2022 21:00,0.23,6.0,17.77,11.93,2.63,46.6,,0.0,947.13,0.0,3.37,8.01,79.13,0.93
Melfi,40.313888,15.904444,08/12/2022 22:00,0.24,141.0,20.18,12.86,2.31,47.84,,0.0,947.11,0.0,3.12,8.08,77.48,1.18
Melfi,40.313888,15.904444,08/12/2022 23:00,0.24,99.0,12.68,8.81,2.18,65.09,,0.0,947.12,0.0,2.56,9.71,68.65,1.19
Melfi,40.313888,15.904444,09/12/2022 00:00,0.24,147.0,12.92,8.64,1.89,61.83,,0.0,947.2,0.0,2.5,8.82,72.4,0.89
Melfi,40.313888,15.904444,09/12/2022 01:00,0.25,348.0,8.74,6.07,1.5,64.36,,0.0,946.74,0.0,2.43,9.16,71.59,0.84
Melfi,40.313888,15.904444,09/12/2022 02:00,0.24,333.0,7.4,5.75,1.88,69.04,,0.0,946.31,0.0,2.08,9.77,72.69,0.96
Melfi,40.313888,15.904444,09/12/2022 03:00,0.24,205.0,7.96,5.67,1.51,68.54,,0.0,945.98,0.0,2.1,10.63,70.53,1.9
Melfi,40.313888,15.904444,09/12/2022 04:00,0.23,238.0,4.64,3.84,1.42,74.13,,0.0,945.35,0.0,2.12,11.89,63.08,3.34
Melfi,40.313888,15.904444,09/12/2022 05:00,0.25,284.0,5.39,4.43,1.61,74.07,,0.0,945.28,0.0,2.04,11.72,62.87,2.08
Melfi,40.313888,15.904444,09/12/2022 06:00,0.24,226.0,5.11,4.42,1.75,74.25,,0.0,944.9,0.0,2.11,11.91,60.62,2.91
Melfi,40.313888,15.904444,09/12/2022 07:00,0.24,214.0,4.96,4.35,1.75,74.76,,0.0,944.65,0.0,2.35,12.53,58.16,3.97
Melfi,40.313888,15.904444,09/12/2022 08:00,0.25,204.0,5.2,4.29,1.57,74.32,,0.0,944.62,9.58,2.35,12.78,56.72,3.91
Melfi,40.313888,15.904444,09/12/2022 09:00,0.25,221.0,8.15,5.99,1.72,73.88,,0.0,944.44,52.9,2.17,13.21,55.91,3.65
Melfi,40.313888,15.904444,09/12/2022 10:00,0.24,227.0,6.62,5.29,1.83,74.14,,0.0,943.7,64.8,2.27,14.36,53.36,3.92
Melfi,40.313888,15.904444,09/12/2022 11:00,0.24,278.0,7.92,6.37,2.23,72.88,,0.0,943.58,211.4,2.36,15.5,52.18,2.97
Melfi,40.313888,15.904444,09/12/2022 12:00,0.24,268.0,5.79,4.93,1.9,71.57,,0.0,942.93,392.38,2.17,18.01,47.21,5.3
Melfi,40.313888,15.904444,09/12/2022 13:00,0.24,274.0,6.69,5.58,2.08,69.98,,0.0,943.3,246.33,2.49,17.59,50.32,2.3
Melfi,40.313888,15.904444,09/12/2022 14:00,0.24,225.0,5.9,5.08,1.99,69.9,,0.0,942.9,224.44,2.75,16.9,49.56,4.15
Melfi,40.313888,15.904444,09/12/2022 15:00,0.23,209.0,5.82,4.8,1.75,71.08,,0.0,942.22,157.05,2.71,16.79,47.64,4.62
Melfi,40.313888,15.904444,09/12/2022 16:00,0.24,205.0,5.59,4.6,1.68,70.97,,0.0,941.9,104.24,2.43,16.47,47.29,6.1
Melfi,40.313888,15.904444,09/12/2022 17:00,0.23,207.0,4.84,4.24,1.71,71.19,,0.0,941.53,15.07,2.52,15.72,48.81,6.21
Melfi,40.313888,15.904444,09/12/2022 18:00,0.24,221.0,5.54,4.85,1.95,72.67,,0.0,941.28,0.0,2.38,15.74,48.37,5.08
Melfi,40.313888,15.904444,09/12/2022 19:00,0.24,239.0,5.11,4.87,2.2,73.58,,0.0,941.49,0.0,2.62,15.38,50.56,5.2
Melfi,40.313888,15.904444,09/12/2022 20:00,0.24,246.0,5.79,5.08,2.06,71.36,,0.0,941.14,0.0,2.47,15.17,52.96,4.34
Melfi,40.313888,15.904444,09/12/2022 21:00,0.24,221.0,5.1,4.59,1.93,68.61,,0.0,940.47,0.0,2.6,15.54,53.52,6.83
Melfi,40.313888,15.904444,09/12/2022 22:00,0.24,205.0,5.07,4.79,2.14,65.85,,0.0,940.53,0.0,2.46,15.63,52.71,5.91
Melfi,40.313888,15.904444,09/12/2022 23:00,0.23,184.0,5.56,5.13,2.22,68.21,,0.0,940.91,0.0,2.68,15.4,54.09,3.19
Melfi,40.313888,15.904444,10/12/2022 00:00,0.23,205.0,5.45,5.09,2.24,65.37,,0.0,940.74,0.0,2.5,15.2,56.44,3.88
Melfi,40.313888,15.904444,10/12/2022 01:00,0.23,207.0,5.2,4.59,1.88,63.43,,0.0,940.52,0.0,2.55,14.94,58.29,3.66
Melfi,40.313888,15.904444,10/12/2022 02:00,0.23,206.0,5.18,4.8,2.09,62.76,,0.0,940.56,0.0,2.7,14.94,58.73,2.66
Melfi,40.313888,15.904444,10/12/2022 03:00,0.24,207.0,5.49,5.01,2.14,62.5,,0.0,940.11,0.0,2.61,15.01,59.72,2.82
Melfi,40.313888,15.904444,10/12/2022 04:00,0.23,208.0,5.59,5.21,2.28,60.86,,0.0,939.54,0.0,2.91,14.91,61.04,2.36
Melfi,40.313888,15.904444,10/12/2022 05:00,0.24,181.0,5.42,5.02,2.18,60.35,,0.0,939.02,0.0,2.61,14.64,62.58,2.5
Melfi,40.313888,15.904444,10/12/2022 06:00,0.24,169.0,5.37,4.69,1.88,60.48,,0.0,938.44,0.0,2.67,14.41,63.81,2.21
Melfi,40.313888,15.904444,10/12/2022 07:00,0.24,171.0,6.03,5.11,1.96,57.45,,0.0,938.1,0.0,2.62,14.09,65.95,4.03
Melfi,40.313888,15.904444,10/12/2022 08:00,0.24,175.0,7.99,5.94,1.76,58.24,,0.0,938.14,8.04,2.66,14.51,64.19,2.94
Melfi,40.313888,15.904444,10/12/2022 09:00,0.24,175.0,6.96,5.69,2.05,55.05,,0.0,937.87,41.75,2.8,15.15,61.58,4.94
Melfi,40.313888,15.904444,10/12/2022 10:00,0.23,170.0,7.02,5.73,2.06,51.18,,0.0,937.69,78.7,2.73,15.15,62.07,4.72
Melfi,40.313888,15.904444,10/12/2022 11:00,0.24,162.0,12.71,9.16,2.51,47.89,,0.0,936.98,130.56,3.36,15.65,61.4,2.29
Melfi,40.313888,15.904444,10/12/2022 12:00,0.24,168.0,8.03,6.35,2.16,52.88,,0.0,935.34,211.41,3.12,16.8,56.91,4.94
Melfi,40.313888,15.904444,10/12/2022 13:00,0.24,158.0,6.56,5.42,1.99,54.76,,0.0,933.57,179.25,3.15,17.05,57.69,3.48
Melfi,40.313888,15.904444,10/12/2022 14:00,0.24,190.0,6.68,5.75,2.25,55.31,,0.0,932.42,74.96,3.31,17.13,58.79,2.56
Melfi,40.313888,15.904444,10/12/2022 15:00,0.24,270.0,7.9,6.34,2.21,50.06,,0.6,932.02,18.09,3.28,15.21,71.69,1.8
Melfi,40.313888,15.904444,10/12/2022 16:00,0.24,276.0,7.61,6.53,2.55,54.69,,3.0,932.15,11.7,3.29,12.53,84.68,3.72
Melfi,40.313888,15.904444,10/12/2022 17:00,0.24,227.0,6.3,5.23,1.93,71.25,,0.4,930.74,1.01,3.17,11.36,77.31,4.17
Melfi,40.313888,15.904444,10/12/2022 18:00,0.24,247.0,5.45,5.67,2.83,69.9,,0.0,929.32,0.01,3.37,12.74,71.47,5.66
Melfi,40.313888,15.904444,10/12/2022 19:00,0.24,270.0,6.06,5.54,2.37,69.83,,0.0,930.28,0.0,3.41,11.85,82.02,3.93
Melfi,40.313888,15.904444,10/12/2022 20:00,0.24,285.0,6.95,5.57,1.93,68.47,,0.0,930.79,0.0,3.11,11.6,84.72,2.49
Melfi,40.313888,15.904444,10/12/2022 21:00,0.25,277.0,7.23,5.93,2.15,69.39,,0.0,930.47,0.0,3.28,11.35,83.72,1.94
Melfi,40.313888,15.904444,10/12/2022 22:00,0.24,273.0,6.38,5.35,2.01,71.06,,0.0,930.46,0.0,2.97,11.36,78.85,2.68
Melfi,40.313888,15.904444,10/12/2022 23:00,0.24,266.0,6.15,5.42,2.2,72.92,,0.2,930.7,0.0,3.19,11.23,77.43,4.09
Melfi,40.313888,15.904444,11/12/2022 00:00,0.24,279.0,6.2,5.38,2.13,73.99,,0.0,931.21,0.0,3.07,11.21,76.88,3.08
Melfi,40.313888,15.904444,11/12/2022 01:00,0.24,285.0,6.61,5.53,2.08,72.77,,0.0,931.77,0.0,3.07,10.8,77.89,2.19
Melfi,40.313888,15.904444,11/12/2022 02:00,0.24,281.0,6.8,5.61,2.05,69.87,,0.0,932.04,0.0,2.87,10.5,78.16,2.52
Melfi,40.313888,15.904444,11/12/2022 03:00,0.24,283.0,6.02,4.78,1.63,71.56,,0.2,932.59,0.0,2.85,10.46,78.1,2.85
Melfi,40.313888,15.904444,11/12/2022 04:00,0.24,279.0,5.5,4.88,2.01,-9999.0,,1.8,933.03,0.0,2.82,9.06,89.87,3.08
Melfi,40.313888,15.904444,11/12/2022 05:00,0.24,349.0,8.0,6.7,2.52,46.95,,0.0,933.52,0.0,3.01,7.98,93.77,1.57
Melfi,40.313888,15.904444,11/12/2022 06:00,0.23,283.0,7.09,6.27,2.56,59.61,,0.0,933.8,0.0,2.85,8.0,87.4,3.03
Melfi,40.313888,15.904444,11/12/2022 07:00,0.24,285.0,7.32,5.57,1.75,62.65,,0.2,934.05,0.0,2.55,8.53,81.61,3.07
Melfi,40.313888,15.904444,11/12/2022 08:00,0.24,278.0,6.86,5.5,1.91,63.54,,0.0,934.5,11.66,2.64,8.39,80.36,3.18
Melfi,40.313888,15.904444,11/12/2022 09:00,0.24,278.0,6.45,5.24,1.87,62.39,,0.0,934.95,55.39,2.61,9.14,77.15,2.85
Melfi,40.313888,15.904444,11/12/2022 10:00,0.24,278.0,6.16,5.65,2.43,62.33,,0.0,935.18,269.23,2.64,10.98,69.19,2.95
Melfi,40.313888,15.904444,11/12/2022 11:00,0.24,273.0,5.71,5.22,2.23,65.31,,0.0,935.24,315.15,2.47,12.24,60.11,3.73
Melfi,40.313888,15.904444,11/12/2022 12:00,0.24,272.0,5.1,4.88,2.21,69.0,,0.4,935.22,180.81,2.36,11.55,60.52,3.78
Melfi,40.313888,15.904444,11/12/2022 13:00,0.24,266.0,5.77,5.13,2.11,67.86,,0.4,935.41,222.05,2.48,8.13,78.15,3.95
Melfi,40.313888,15.904444,11/12/2022 14:00,0.24,273.0,4.84,4.34,1.81,68.13,,0.0,934.94,260.63,2.55,10.02,58.97,4.51
Melfi,40.313888,15.904444,11/12/2022 15:00,0.23,276.0,4.1,4.0,1.86,74.43,,0.0,935.02,174.56,2.83,9.73,52.36,5.51
Melfi,40.313888,15.904444,11/12/2022 16:00,0.23,275.0,3.85,3.81,1.8,75.03,,0.0,935.51,65.09,2.31,8.65,55.35,5.84
Melfi,40.313888,15.904444,11/12/2022 17:00,0.23,273.0,3.98,3.76,1.68,76.85,,0.2,935.89,5.71,2.5,7.4,57.7,6.44
Melfi,40.313888,15.904444,11/12/2022 18:00,0.24,258.0,3.41,3.69,1.9,76.06,,0.0,935.98,0.0,2.68,6.94,55.02,6.5
Melfi,40.313888,15.904444,11/12/2022 19:00,0.24,260.0,3.93,3.3,1.24,75.8,,0.0,936.56,0.0,2.53,6.6,53.11,5.89
Melfi,40.313888,15.904444,11/12/2022 20:00,0.23,259.0,4.45,3.78,1.46,74.01,,0.0,936.89,0.0,2.45,6.22,56.42,4.95
Melfi,40.313888,15.904444,11/12/2022 21:00,0.24,261.0,4.13,3.71,1.55,74.34,,0.0,937.4,0.0,2.54,6.42,55.22,4.01
Melfi,40.313888,15.904444,11/12/2022 22:00,0.24,278.0,3.69,3.66,1.73,72.86,,0.0,937.85,0.0,2.37,6.01,57.5,4.1
Melfi,40.313888,15.904444,11/12/2022 23:00,0.23,296.0,4.17,3.71,1.53,71.29,,0.0,938.49,0.0,2.1,5.78,60.4,2.14
Melfi,40.313888,15.904444,12/12/2022 00:00,0.24,280.0,4.88,4.32,1.76,69.28,,0.0,938.59,0.0,2.2,5.63,60.07,2.23
Melfi,40.313888,15.904444,12/12/2022 01:00,0.23,282.0,4.42,3.88,1.57,69.57,,0.0,938.91,0.0,2.33,5.62,59.46,2.38
Melfi,40.313888,15.904444,12/12/2022 02:00,0.24,280.0,4.32,3.97,1.71,70.47,,0.0,939.0,0.0,2.12,5.68,57.87,2.04
Melfi,40.313888,15.904444,12/12/2022 03:00,0.23,284.0,3.56,3.95,2.09,68.26,,0.0,939.33,0.0,2.04,4.99,60.58,1.28
Melfi,40.313888,15.904444,12/12/2022 04:00,0.23,318.0,3.23,3.05,1.37,64.03,,0.0,939.43,0.0,2.01,3.69,64.74,0.91
Melfi,40.313888,15.904444,12/12/2022 05:00,0.23,270.0,3.19,3.41,1.74,65.62,,0.0,939.49,0.0,2.4,4.48,61.12,0.95
Melfi,40.313888,15.904444,12/12/2022 06:00,0.24,273.0,6.27,4.28,1.01,68.75,,0.0,939.63,0.0,2.15,5.84,58.24,2.23
Melfi,40.313888,15.904444,12/12/2022 07:00,0.23,285.0,6.84,5.35,1.77,63.99,,0.0,940.07,0.0,2.12,5.56,62.02,1.4
Melfi,40.313888,15.904444,12/12/2022 08:00,0.23,287.0,9.14,6.75,1.97,49.41,,0.0,940.4,8.92,2.22,4.12,84.43,1.04
Melfi,40.313888,15.904444,12/12/2022 09:00,0.24,350.0,9.53,6.92,1.94,44.28,,0.0,941.21,23.95,2.36,3.94,88.54,1.58
Melfi,40.313888,15.904444,12/12/2022 10:00,0.24,352.0,9.83,6.66,1.53,43.03,,0.0,942.24,42.47,2.43,3.83,87.77,1.71
Melfi,40.313888,15.904444,12/12/2022 11:00,0.24,350.0,8.74,7.07,2.5,45.55,,0.0,942.25,128.32,2.59,4.64,83.47,1.44
Melfi,40.313888,15.904444,12/12/2022 12:00,0.23,350.0,8.88,7.14,2.49,45.11,,0.0,942.21,73.98,2.61,4.56,83.1,1.69
Melfi,40.313888,15.904444,12/12/2022 13:00,0.24,350.0,8.98,6.84,2.14,47.86,,0.0,942.0,107.55,2.58,5.08,80.6,1.09
Melfi,40.313888,15.904444,12/12/2022 14:00,0.25,0.0,10.06,7.51,2.25,45.55,,0.0,941.81,96.51,2.42,5.43,80.24,1.67
Melfi,40.313888,15.904444,12/12/2022 15:00,0.25,354.0,11.13,8.26,2.44,45.67,,0.0,941.7,86.18,2.67,5.17,80.5,1.9
Melfi,40.313888,15.904444,12/12/2022 16:00,0.23,349.0,11.13,7.76,1.93,47.46,,0.0,942.24,30.18,2.66,4.88,79.74,1.67
Melfi,40.313888,15.904444,12/12/2022 17:00,0.24,348.0,11.41,7.83,1.86,45.94,,0.0,942.72,1.94,2.46,4.17,82.04,1.68
Melfi,40.313888,15.904444,12/12/2022 18:00,0.24,279.0,11.23,8.0,2.13,43.24,,0.0,942.91,0.0,2.35,3.42,82.62,0.57
Melfi,40.313888,15.904444,12/12/2022 19:00,0.23,235.0,9.98,7.49,2.27,33.4,,0.0,943.25,0.0,3.25,2.02,86.56,0.86
Melfi,40.313888,15.904444,12/12/2022 20:00,0.25,239.0,10.9,8.65,2.95,27.57,,0.0,943.43,0.0,2.98,1.04,88.43,0.96
Melfi,40.313888,15.904444,12/12/2022 21:00,0.25,223.0,8.33,7.63,3.27,28.13,,0.0,943.91,0.0,3.14,-0.32,90.01,1.32
Melfi,40.313888,15.904444,12/12/2022 22:00,0.25,208.0,7.76,6.29,2.23,29.66,,0.0,944.33,0.0,2.91,-0.62,91.74,0.95
Melfi,40.313888,15.904444,12/12/2022 23:00,0.25,213.0,5.55,4.79,1.89,32.92,,0.0,944.44,0.0,2.65,-0.48,91.63,0.95
Melfi,40.313888,15.904444,13/12/2022 00:00,0.24,245.0,7.47,6.3,2.39,35.7,,0.0,944.54,0.0,2.75,0.08,92.53,0.61
Melfi,40.313888,15.904444,13/12/2022 01:00,0.25,239.0,5.11,4.27,1.59,51.27,,0.0,944.08,0.0,2.63,2.63,75.58,0.82
Melfi,40.313888,15.904444,13/12/2022 02:00,0.24,186.0,6.79,5.16,1.61,40.76,,0.0,943.63,0.0,2.71,2.19,80.21,0.76
Melfi,40.313888,15.904444,13/12/2022 03:00,0.24,246.0,4.15,4.25,2.08,53.1,,0.0,943.37,0.0,2.33,3.52,68.98,0.83
Melfi,40.313888,15.904444,13/12/2022 04:00,0.24,261.0,4.29,3.68,1.44,50.78,,0.0,943.1,0.0,2.51,4.09,75.41,0.43
Melfi,40.313888,15.904444,13/12/2022 05:00,0.24,99.0,6.13,4.77,1.57,56.1,,0.2,942.65,0.0,2.41,3.9,81.55,0.9
Melfi,40.313888,15.904444,13/12/2022 06:00,0.24,206.0,6.94,5.41,1.78,39.28,,0.2,942.58,0.0,2.53,3.06,85.9,0.61
Melfi,40.313888,15.904444,13/12/2022 07:00,0.24,180.0,8.19,6.41,2.13,39.44,,0.4,942.07,0.0,2.56,2.65,87.74,0.57
Melfi,40.313888,15.904444,13/12/2022 08:00,0.25,111.0,16.22,10.93,2.44,26.01,,0.0,941.64,3.84,2.76,2.58,91.09,1.2
Melfi,40.313888,15.904444,13/12/2022 09:00,0.24,11.0,21.21,15.78,4.69,22.62,,0.0,941.11,19.17,3.1,3.23,90.57,0.56
Melfi,40.313888,15.904444,13/12/2022 10:00,0.23,103.0,13.68,9.91,2.76,32.51,,1.0,941.22,26.68,3.32,3.56,89.91,0.84
Melfi,40.313888,15.904444,13/12/2022 11:00,0.24,78.0,11.97,8.63,2.37,33.51,,0.0,940.57,107.17,3.33,3.6,92.49,1.9
Melfi,40.313888,15.904444,13/12/2022 12:00,0.25,350.0,10.96,8.37,2.64,39.11,,0.0,939.36,186.66,2.99,6.03,88.45,0.72
Melfi,40.313888,15.904444,13/12/2022 13:00,0.29,278.0,8.14,6.92,2.66,35.69,,0.0,939.36,197.6,2.8,6.14,87.16,1.72
Melfi,40.313888,15.904444,13/12/2022 14:00,0.24,307.0,10.18,7.24,1.92,38.64,,0.0,939.32,178.41,2.81,5.99,88.26,0.91
Melfi,40.313888,15.904444,13/12/2022 15:00,0.24,358.0,12.57,9.03,2.46,36.52,,0.0,939.3,106.59,2.76,5.7,90.16,0.99
Melfi,40.313888,15.904444,13/12/2022 16:00,0.24,319.0,15.47,10.66,2.57,32.5,,0.0,939.75,40.01,2.52,5.69,91.56,0.94
Melfi,40.313888,15.904444,13/12/2022 17:00,0.24,106.0,15.64,11.12,2.94,25.1,,0.0,939.88,3.48,3.01,5.3,93.26,0.85
Melfi,40.313888,15.904444,13/12/2022 18:00,0.24,271.0,14.86,10.93,3.16,19.18,,0.0,940.18,0.0,3.27,5.22,93.1,0.37
Melfi,40.313888,15.904444,13/12/2022 19:00,0.25,292.0,19.28,12.56,2.47,20.8,,0.0,940.55,0.0,3.17,5.12,93.31,0.69
Melfi,40.313888,15.904444,13/12/2022 20:00,0.24,254.0,15.3,10.53,2.52,24.81,,0.0,940.95,0.0,2.83,4.78,93.87,0.57
Melfi,40.313888,15.904444,13/12/2022 21:00,0.24,298.0,12.47,9.15,2.62,30.31,,0.0,941.21,0.0,2.72,4.7,93.85,0.51
Melfi,40.313888,15.904444,13/12/2022 22:00,0.24,164.0,10.74,7.95,2.34,27.07,,0.0,941.03,0.0,2.65,4.66,94.17,0.66
Melfi,40.313888,15.904444,13/12/2022 23:00,0.24,138.0,16.1,10.45,2.03,19.16,,0.0,941.2,0.0,3.22,4.91,93.93,0.26
Melfi,40.313888,15.904444,14/12/2022 00:00,0.24,123.0,14.2,10.14,2.72,21.84,,0.0,941.31,0.0,3.03,5.14,93.22,0.29
Melfi,40.313888,15.904444,14/12/2022 01:00,0.24,335.0,11.78,8.39,2.23,22.16,,0.0,941.16,0.0,2.91,4.92,93.42,0.36
Melfi,40.313888,15.904444,14/12/2022 02:00,0.24,275.0,9.49,7.32,2.35,32.36,,0.0,941.03,0.0,2.54,5.59,95.34,2.09
Melfi,40.313888,15.904444,14/12/2022 03:00,0.25,282.0,6.15,5.21,1.99,58.15,,0.0,941.0,0.0,2.49,9.33,92.17,2.0
Melfi,40.313888,15.904444,14/12/2022 04:00,0.25,272.0,8.11,5.91,1.67,-9999.0,,0.0,940.7,0.0,2.52,9.94,85.92,2.01
Melfi,40.313888,15.904444,14/12/2022 05:00,0.25,176.0,7.88,6.54,2.42,43.66,,0.0,940.41,0.0,2.58,8.42,88.07,0.64
Melfi,40.313888,15.904444,14/12/2022 06:00,0.24,196.0,6.79,5.82,2.27,36.75,,0.4,940.56,0.0,2.84,8.04,90.5,0.69
Melfi,40.313888,15.904444,14/12/2022 07:00,0.25,206.0,7.81,6.27,2.18,37.28,,1.0,940.57,0.0,2.71,8.42,91.63,0.55
Melfi,40.313888,15.904444,14/12/2022 08:00,0.24,181.0,13.14,14.18,7.31,39.54,,0.6,940.56,5.07,2.83,8.89,92.24,0.78
Melfi,40.313888,15.904444,14/12/2022 09:00,0.24,210.0,12.31,9.9,3.46,29.64,,0.0,940.18,48.17,3.4,9.56,92.22,0.51
Melfi,40.313888,15.904444,14/12/2022 10:00,0.24,99.0,18.27,13.45,3.89,32.68,,0.0,939.74,58.09,3.34,10.19,89.96,0.93
Melfi,40.313888,15.904444,14/12/2022 11:00,0.24,107.0,14.12,10.21,2.82,37.12,,1.8,939.16,34.3,2.9,9.88,90.49,1.25
Melfi,40.313888,15.904444,14/12/2022 12:00,0.24,87.0,12.59,9.55,2.97,31.1,,1.0,937.81,98.1,3.21,9.02,92.15,1.92
Melfi,40.313888,15.904444,14/12/2022 13:00,0.25,350.0,12.9,9.38,2.64,31.68,,3.0,936.76,48.5,2.92,8.71,94.4,1.0
Melfi,40.313888,15.904444,14/12/2022 14:00,0.25,348.0,16.25,11.61,3.11,21.27,,0.2,936.08,41.28,3.06,7.75,93.67,1.52
Melfi,40.313888,15.904444,14/12/2022 15:00,0.25,337.0,15.17,11.68,3.75,25.14,,3.4,935.65,65.78,3.03,7.4,94.79,0.87
Melfi,40.313888,15.904444,14/12/2022 16:00,0.25,348.0,25.01,21.43,8.35,15.94,,3.6,935.27,17.95,3.84,8.55,95.34,1.02
Melfi,40.313888,15.904444,14/12/2022 17:00,0.25,279.0,12.35,9.38,2.92,50.89,,0.0,934.9,3.36,3.12,13.26,93.31,2.41
Melfi,40.313888,15.904444,14/12/2022 18:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Melfi,40.313888,15.904444,14/12/2022 19:00,0.26,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Melfi,40.313888,15.904444,14/12/2022 20:00,0.27,316.0,-9999.0,-9999.0,-9999.0,33.76,,0.0,936.58,0.0,3.35,8.82,91.61,0.97
Melfi,40.313888,15.904444,14/12/2022 21:00,0.26,297.0,-9999.0,-9999.0,-9999.0,35.4,,0.0,937.28,0.0,2.84,7.83,93.24,1.21
Melfi,40.313888,15.904444,14/12/2022 22:00,0.23,301.0,-9999.0,-9999.0,-9999.0,35.36,,0.0,938.19,0.0,2.5,6.95,94.38,1.69
Melfi,40.313888,15.904444,14/12/2022 23:00,0.23,324.0,-9999.0,-9999.0,-9999.0,37.87,,0.4,938.87,0.0,2.15,7.08,94.92,1.48
Melfi,40.313888,15.904444,15/12/2022 00:00,0.23,268.0,-9999.0,-9999.0,-9999.0,38.62,,0.0,939.6,0.0,2.46,7.49,93.76,0.74
Melfi,40.313888,15.904444,15/12/2022 01:00,0.23,305.0,-9999.0,-9999.0,-9999.0,43.32,,0.0,940.13,0.0,2.28,7.48,93.27,1.03
Melfi,40.313888,15.904444,15/12/2022 02:00,0.23,250.0,-9999.0,-9999.0,-9999.0,40.37,,0.0,940.57,0.0,2.15,7.65,92.85,0.52
Melfi,40.313888,15.904444,15/12/2022 03:00,0.23,81.0,-9999.0,-9999.0,-9999.0,38.04,,0.0,941.17,0.0,2.14,7.39,93.33,0.63
Melfi,40.313888,15.904444,15/12/2022 04:00,0.24,127.0,-9999.0,-9999.0,-9999.0,40.09,,0.0,941.43,0.0,2.0,7.29,93.8,0.76
Melfi,40.313888,15.904444,15/12/2022 05:00,0.23,173.0,-9999.0,-9999.0,-9999.0,42.09,,0.0,941.7,0.0,1.99,6.83,94.99,1.13
Melfi,40.313888,15.904444,15/12/2022 06:00,0.23,196.0,-9999.0,-9999.0,-9999.0,36.65,,0.0,942.16,0.0,1.74,6.45,95.0,0.4
Melfi,40.313888,15.904444,15/12/2022 07:00,0.24,196.0,-9999.0,-9999.0,-9999.0,46.47,,0.0,942.72,0.0,1.98,7.98,94.45,0.9
Melfi,40.313888,15.904444,15/12/2022 08:00,0.22,159.0,-9999.0,-9999.0,-9999.0,49.33,,0.0,943.32,19.06,2.17,8.77,90.28,1.1
