Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),m-Xilene (µg/m³),Metano (ppm),NMHC (ppm),NO2 (µg/m³),NOx (ppb),NO (ppb),o-Xilene (µg/m³),O3 (µg/m³),p-Xilene (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s)
Pisticci,40.420277,16.548333,01/01/2022 01:00,3.0,0.39,269.43,11.95,11.24,2.22,0.09,5.59,3.96,1.06,10.52,32.55,12.36,0.0,1016.17,0.0,2.79,7.63,13.26,92.54,0.42
Pisticci,40.420277,16.548333,01/01/2022 02:00,1.23,0.38,246.3,3.83,6.11,2.27,0.1,10.07,6.49,1.27,0.48,24.79,0.86,0.0,1015.89,0.0,2.68,6.63,17.69,92.16,0.3
Pisticci,40.420277,16.548333,01/01/2022 03:00,5.76,0.37,356.67,3.53,2.58,2.22,0.1,10.17,6.29,1.03,3.55,24.35,6.24,0.0,1015.73,0.0,2.46,5.69,3.49,92.75,0.18
Pisticci,40.420277,16.548333,01/01/2022 04:00,1.32,0.38,246.06,16.93,4.38,2.24,0.11,9.51,6.13,1.12,3.51,19.21,2.92,0.0,1015.16,0.0,2.6,5.25,11.62,93.77,0.25
Pisticci,40.420277,16.548333,01/01/2022 05:00,2.13,0.37,245.68,4.29,4.9,2.24,0.09,5.7,3.86,0.9,4.12,19.82,4.1,0.0,1014.88,0.0,2.78,4.81,1.58,94.9,0.28
Pisticci,40.420277,16.548333,01/01/2022 06:00,3.33,0.36,249.77,4.9,4.4,2.44,0.11,5.14,3.63,0.97,0.94,20.98,2.76,0.0,1015.15,0.01,2.69,4.8,4.08,96.06,0.27
Pisticci,40.420277,16.548333,01/01/2022 07:00,1.19,0.37,-9999.0,4.9,1.67,2.37,0.09,9.57,6.18,1.21,1.96,19.09,3.75,0.0,1015.47,0.0,2.66,5.22,17.71,96.96,-9999.0
Pisticci,40.420277,16.548333,01/01/2022 08:00,2.05,0.39,246.5,3.52,2.85,2.35,0.1,11.0,7.09,1.36,11.34,17.99,3.39,0.0,1015.66,13.34,2.63,5.32,1.38,97.45,0.34
Pisticci,40.420277,16.548333,01/01/2022 09:00,2.44,0.39,247.03,2.94,5.29,2.4,0.1,7.13,5.32,1.6,4.25,28.14,2.92,0.0,1015.98,189.29,2.34,10.21,6.33,97.77,0.43
Pisticci,40.420277,16.548333,01/01/2022 10:00,0.64,0.39,225.85,2.63,4.4,2.34,0.1,6.11,4.72,1.55,1.06,37.47,1.19,0.0,1016.18,327.93,2.25,15.36,2.24,90.05,0.51
Pisticci,40.420277,16.548333,01/01/2022 11:00,1.11,0.4,246.94,10.9,1.96,2.18,0.1,5.1,-9999.0,-9999.0,2.27,52.82,18.83,0.0,1015.99,426.46,2.81,19.4,1.32,66.42,0.8
Pisticci,40.420277,16.548333,01/01/2022 12:00,0.85,0.4,336.92,1.19,2.12,2.14,0.11,5.3,3.53,0.79,2.73,63.14,2.21,0.0,1015.53,353.04,2.86,21.93,0.57,48.23,0.94
Pisticci,40.420277,16.548333,01/01/2022 13:00,1.42,0.4,337.19,0.68,1.18,2.15,0.13,4.94,3.39,0.84,3.22,69.4,2.46,0.0,1015.12,360.7,2.99,22.78,1.27,43.3,1.26
Pisticci,40.420277,16.548333,01/01/2022 14:00,1.47,0.41,336.51,0.73,0.33,2.14,0.13,5.29,3.74,0.99,2.17,70.53,0.73,0.0,1014.77,68.54,3.22,22.17,0.93,44.43,1.5
Pisticci,40.420277,16.548333,01/01/2022 15:00,0.59,0.4,337.08,0.64,1.29,2.13,0.13,4.8,3.24,0.75,0.72,71.11,0.96,0.0,1014.7,61.58,3.41,21.63,0.85,45.7,1.35
Pisticci,40.420277,16.548333,01/01/2022 16:00,0.79,0.41,336.78,0.14,0.05,2.15,0.14,6.11,4.01,0.84,0.09,67.78,0.06,0.0,1014.86,46.18,3.21,20.44,0.13,49.82,1.03
Pisticci,40.420277,16.548333,01/01/2022 17:00,0.79,0.42,315.2,0.22,0.08,2.14,0.16,5.6,3.71,0.81,0.24,65.86,0.22,0.0,1015.17,1.91,3.58,18.5,0.24,54.24,0.96
Pisticci,40.420277,16.548333,01/01/2022 18:00,0.53,0.42,314.51,0.01,0.04,2.14,0.15,6.02,3.79,0.69,0.01,61.6,0.03,0.0,1015.62,0.01,3.27,17.07,0.26,58.75,1.0
Pisticci,40.420277,16.548333,01/01/2022 19:00,0.62,0.42,314.67,0.08,0.16,2.15,0.13,6.3,4.12,0.88,0.15,60.31,0.2,0.0,1016.31,0.0,2.95,16.16,0.22,61.08,0.91
Pisticci,40.420277,16.548333,01/01/2022 20:00,0.95,0.42,314.04,0.08,0.16,2.15,0.12,5.58,3.81,0.88,0.12,62.48,0.11,0.0,1016.86,0.01,3.0,15.76,0.19,61.06,0.9
Pisticci,40.420277,16.548333,01/01/2022 21:00,0.83,0.41,291.09,0.11,0.12,2.14,0.13,5.17,3.64,0.95,0.1,64.37,0.12,0.0,1017.27,0.0,2.77,15.3,0.23,59.5,0.85
Pisticci,40.420277,16.548333,01/01/2022 22:00,0.81,0.4,269.27,0.06,0.07,2.15,0.13,5.56,3.89,1.01,0.06,62.16,0.12,0.0,1017.54,0.0,2.94,14.57,0.46,60.05,0.79
Pisticci,40.420277,16.548333,01/01/2022 23:00,0.64,0.4,248.08,0.07,0.12,2.15,0.13,8.29,5.69,1.35,0.22,54.84,0.26,0.0,1017.81,0.0,2.06,12.98,0.2,64.17,0.45
Pisticci,40.420277,16.548333,02/01/2022 00:00,1.01,0.43,180.79,0.16,0.32,2.24,0.13,10.46,6.53,1.12,0.16,47.81,0.14,0.0,1018.18,0.0,2.08,11.56,0.42,67.65,0.37
Pisticci,40.420277,16.548333,02/01/2022 01:00,1.19,0.43,316.15,0.08,0.05,2.18,0.11,5.15,3.21,0.57,0.11,50.42,0.1,0.0,1018.25,0.0,2.11,11.89,0.59,68.45,0.67
Pisticci,40.420277,16.548333,02/01/2022 02:00,1.19,0.42,315.27,0.08,0.3,2.21,0.11,4.37,3.14,0.87,0.09,51.56,0.15,0.0,1018.32,0.0,2.38,11.9,0.31,67.59,0.86
Pisticci,40.420277,16.548333,02/01/2022 03:00,0.98,0.39,246.31,0.09,0.06,2.3,0.12,4.35,3.19,0.93,0.08,40.84,0.09,0.0,1018.54,0.0,2.08,8.84,0.13,72.92,0.63
Pisticci,40.420277,16.548333,02/01/2022 04:00,0.94,0.39,246.95,0.05,0.18,2.23,0.12,4.9,3.17,0.67,0.07,37.87,0.09,0.0,1018.46,0.0,2.23,8.13,0.24,78.54,0.64
Pisticci,40.420277,16.548333,02/01/2022 05:00,0.81,0.38,225.32,0.11,0.1,2.47,0.13,4.49,3.19,0.86,0.15,32.15,0.12,0.0,1018.33,0.0,2.12,7.01,0.32,81.88,0.53
Pisticci,40.420277,16.548333,02/01/2022 06:00,0.9,0.4,247.48,0.25,0.25,2.3,0.1,6.62,4.18,0.76,0.22,37.68,0.17,0.0,1018.22,0.0,2.52,8.46,0.55,78.95,0.68
Pisticci,40.420277,16.548333,02/01/2022 07:00,0.26,0.39,247.25,0.24,0.82,2.42,0.12,9.98,6.49,1.27,0.93,29.59,0.24,0.0,1018.22,0.0,2.33,6.62,0.29,80.8,0.6
Pisticci,40.420277,16.548333,02/01/2022 08:00,1.52,0.6,246.68,0.76,0.54,2.41,0.12,12.16,8.25,1.89,18.68,23.52,3.45,0.0,1018.33,12.61,2.6,5.59,0.18,84.07,0.57
Pisticci,40.420277,16.548333,02/01/2022 09:00,1.81,0.53,227.34,4.87,0.7,2.37,0.11,9.59,7.26,2.24,3.19,30.15,25.94,0.0,1018.52,186.71,2.0,9.54,0.95,85.13,0.5
Pisticci,40.420277,16.548333,02/01/2022 10:00,1.36,0.41,335.28,0.63,3.09,2.21,0.09,6.4,-9999.0,-9999.0,1.64,38.48,1.48,0.0,1018.65,335.74,2.21,13.07,4.75,71.43,0.56
Pisticci,40.420277,16.548333,02/01/2022 11:00,0.86,0.41,246.94,0.78,1.03,2.27,0.1,5.77,4.5,1.49,0.36,44.98,0.95,0.0,1018.46,433.71,2.17,16.6,0.78,57.88,0.61
Pisticci,40.420277,16.548333,02/01/2022 12:00,1.81,0.4,179.51,1.24,4.58,2.16,0.13,6.11,5.06,1.83,6.15,54.48,1.07,0.0,1017.69,361.56,2.94,18.95,3.05,49.13,0.66
Pisticci,40.420277,16.548333,02/01/2022 13:00,0.73,0.4,337.19,1.25,0.35,2.17,0.16,6.34,4.82,1.47,0.42,55.18,0.69,0.0,1016.6,374.1,3.2,20.56,1.15,47.45,0.55
Pisticci,40.420277,16.548333,02/01/2022 14:00,0.54,0.4,89.11,0.2,0.61,2.15,0.13,8.96,6.51,1.85,0.28,61.85,0.6,0.0,1015.78,67.67,2.99,19.65,2.36,48.49,0.63
Pisticci,40.420277,16.548333,02/01/2022 15:00,0.73,0.42,112.13,0.13,0.26,2.13,0.15,6.87,4.78,1.17,0.14,65.59,0.21,0.0,1015.46,53.67,3.57,19.36,3.02,50.57,1.23
Pisticci,40.420277,16.548333,02/01/2022 16:00,1.15,0.46,112.0,0.12,0.18,2.14,0.15,7.01,4.58,0.92,0.13,64.31,0.28,0.0,1015.5,49.75,3.56,17.96,1.92,55.67,1.09
Pisticci,40.420277,16.548333,02/01/2022 17:00,1.09,0.46,292.07,0.06,0.11,2.16,0.14,17.97,10.69,1.28,0.06,41.39,0.07,0.0,1015.74,2.07,3.45,13.86,0.82,63.87,0.4
Pisticci,40.420277,16.548333,02/01/2022 18:00,1.27,0.48,272.18,0.1,0.5,2.19,0.14,43.04,28.76,6.24,0.04,8.34,0.1,0.2,1016.02,0.0,3.19,10.1,0.77,77.47,0.38
Pisticci,40.420277,16.548333,02/01/2022 19:00,1.04,0.49,246.88,0.07,0.54,2.2,0.12,41.18,30.54,9.0,0.12,5.33,0.3,0.0,1016.32,0.0,2.87,8.38,1.07,83.8,0.29
Pisticci,40.420277,16.548333,02/01/2022 20:00,1.95,0.48,245.73,0.53,0.49,2.2,0.12,43.95,35.46,12.49,0.86,2.69,2.14,0.0,1016.43,0.0,3.25,7.05,0.78,86.99,0.23
Pisticci,40.420277,16.548333,02/01/2022 21:00,3.8,0.48,247.41,0.75,1.46,2.35,0.12,36.67,27.46,8.31,0.68,6.07,0.78,0.0,1016.62,0.0,2.92,6.18,0.65,89.66,0.3
Pisticci,40.420277,16.548333,02/01/2022 22:00,6.67,0.47,245.42,1.1,4.16,2.5,0.13,23.52,15.4,3.11,21.25,13.93,4.96,0.0,1016.54,0.0,2.51,5.84,1.32,92.01,0.34
Pisticci,40.420277,16.548333,02/01/2022 23:00,5.42,0.44,356.47,2.38,1.31,2.34,0.13,18.76,12.4,2.59,5.01,13.84,2.67,0.0,1016.27,0.0,2.84,5.59,1.52,93.57,0.43
Pisticci,40.420277,16.548333,03/01/2022 00:00,6.6,0.44,318.32,12.66,3.91,2.32,0.13,17.76,11.35,2.07,5.08,10.74,22.32,0.0,1016.11,0.0,2.59,4.59,2.28,94.91,0.32
Pisticci,40.420277,16.548333,03/01/2022 01:00,1.25,0.45,273.06,2.52,1.33,2.31,0.11,17.94,12.3,2.92,4.69,8.68,1.56,0.0,1015.97,0.01,2.69,3.96,6.48,96.11,0.3
Pisticci,40.420277,16.548333,03/01/2022 02:00,0.95,0.44,292.35,4.26,1.32,2.38,0.11,13.6,9.0,1.88,2.38,12.46,6.37,0.0,1015.95,0.01,2.61,4.01,2.57,97.17,0.33
Pisticci,40.420277,16.548333,03/01/2022 03:00,0.61,0.43,336.89,4.69,2.39,2.39,0.1,17.2,11.03,2.05,6.99,7.32,2.16,0.0,1015.94,0.0,2.58,3.3,7.93,97.8,0.24
Pisticci,40.420277,16.548333,03/01/2022 04:00,2.07,0.42,309.84,0.92,2.63,2.3,0.11,10.03,6.67,1.42,3.06,9.29,1.48,0.0,1015.64,0.01,2.76,2.8,4.68,98.43,0.28
Pisticci,40.420277,16.548333,03/01/2022 05:00,2.03,0.42,245.51,1.43,0.97,2.43,0.11,7.93,5.31,1.16,7.73,11.92,2.03,0.0,1015.46,0.01,2.79,2.77,6.78,98.98,0.24
Pisticci,40.420277,16.548333,03/01/2022 06:00,0.72,0.43,225.53,34.19,0.66,2.42,0.13,14.26,11.57,4.1,5.88,5.01,2.56,0.0,1015.01,0.0,3.22,2.12,3.81,99.34,0.27
Pisticci,40.420277,16.548333,03/01/2022 07:00,0.56,0.49,335.48,8.46,3.9,2.42,0.1,20.61,27.89,17.14,1.44,1.14,2.24,0.0,1015.04,0.0,3.83,2.15,4.22,99.86,0.28
Pisticci,40.420277,16.548333,03/01/2022 08:00,1.81,0.52,178.41,7.33,8.17,2.56,0.11,25.85,39.59,26.05,4.58,1.92,5.79,0.0,1015.3,10.19,4.06,2.59,8.07,100.0,0.38
Pisticci,40.420277,16.548333,03/01/2022 09:00,3.91,0.52,336.22,3.06,0.76,2.4,0.11,16.49,-9999.0,-9999.0,2.14,7.94,2.73,0.0,1015.41,160.2,3.13,5.36,7.28,100.0,0.39
Pisticci,40.420277,16.548333,03/01/2022 10:00,3.7,0.53,226.84,3.31,0.86,2.3,0.09,19.71,21.91,11.6,1.86,15.32,1.79,0.0,1015.41,306.42,3.1,9.87,17.2,99.99,0.36
Pisticci,40.420277,16.548333,03/01/2022 11:00,1.45,0.51,67.23,1.37,1.86,2.23,0.1,13.51,11.57,4.49,2.59,32.73,4.81,0.0,1014.73,412.58,2.62,12.72,1.38,96.58,0.7
Pisticci,40.420277,16.548333,03/01/2022 12:00,1.14,0.48,338.07,1.16,1.16,2.2,0.2,21.13,19.4,8.35,1.82,41.5,3.56,0.0,1014.12,358.09,3.17,15.43,3.52,75.97,0.74
Pisticci,40.420277,16.548333,03/01/2022 13:00,0.92,0.47,134.89,4.11,2.26,2.17,0.12,11.02,8.16,2.36,1.33,55.27,1.15,0.0,1013.37,363.67,3.35,16.56,14.36,61.93,0.73
Pisticci,40.420277,16.548333,03/01/2022 14:00,1.18,0.48,-9999.0,0.15,0.16,2.14,0.13,10.32,7.3,1.91,0.1,60.57,0.13,0.0,1012.33,97.07,3.79,16.05,4.47,60.83,-9999.0
Pisticci,40.420277,16.548333,03/01/2022 15:00,1.1,0.47,113.21,0.05,0.04,2.14,0.14,9.77,6.77,1.66,0.08,60.68,0.05,0.0,1011.98,77.22,3.85,15.96,1.73,62.3,0.93
Pisticci,40.420277,16.548333,03/01/2022 16:00,0.98,0.52,112.26,0.1,0.12,2.17,0.13,13.0,8.57,1.76,0.11,53.43,0.07,0.0,1012.3,72.8,3.83,14.98,1.2,69.24,1.01
Pisticci,40.420277,16.548333,03/01/2022 17:00,1.51,0.55,315.55,0.07,0.22,2.19,0.15,24.38,15.39,2.64,0.09,31.84,0.08,0.0,1012.41,4.42,3.34,12.16,0.85,76.27,0.41
Pisticci,40.420277,16.548333,03/01/2022 18:00,1.77,0.57,267.88,0.18,0.34,2.23,0.19,42.57,36.58,14.32,0.07,5.74,0.17,0.0,1012.87,0.0,3.97,9.33,2.77,83.48,0.21
Pisticci,40.420277,16.548333,03/01/2022 19:00,1.87,0.55,245.86,0.21,0.64,2.24,0.18,41.24,48.43,26.89,0.11,0.78,0.55,0.0,1013.06,0.0,4.6,7.68,23.83,88.35,0.25
Pisticci,40.420277,16.548333,03/01/2022 20:00,0.89,0.54,231.4,0.84,1.05,2.35,0.19,38.96,35.78,15.4,2.88,1.04,3.46,0.0,1012.65,0.0,3.99,6.95,23.01,91.7,0.23
Pisticci,40.420277,16.548333,03/01/2022 21:00,1.27,0.53,246.16,0.39,0.29,2.41,0.16,36.71,29.18,10.0,0.32,1.83,0.83,0.0,1012.8,0.0,3.69,6.16,23.65,93.69,0.15
Pisticci,40.420277,16.548333,03/01/2022 22:00,14.88,0.49,293.25,0.48,1.06,2.42,0.15,30.67,26.85,10.83,0.87,3.25,1.11,0.0,1012.63,0.0,3.62,5.5,17.44,95.15,0.27
Pisticci,40.420277,16.548333,03/01/2022 23:00,1.35,0.47,272.0,0.53,8.99,2.46,0.15,21.41,17.52,6.32,4.47,3.71,4.04,0.0,1012.67,0.0,3.26,4.9,18.44,96.22,0.12
Pisticci,40.420277,16.548333,04/01/2022 00:00,2.5,0.46,247.96,3.85,3.47,2.44,0.12,18.19,11.78,2.27,2.41,5.61,2.5,0.0,1012.59,0.0,3.28,4.58,15.73,97.2,0.35
Pisticci,40.420277,16.548333,04/01/2022 01:00,0.42,0.48,228.86,0.6,2.19,2.63,0.13,14.52,9.06,1.45,2.13,9.96,12.4,0.0,1012.07,0.0,3.3,4.91,10.83,98.07,0.22
Pisticci,40.420277,16.548333,04/01/2022 02:00,1.69,0.46,335.69,5.65,2.54,2.44,0.11,13.12,8.02,1.19,1.21,7.01,2.89,0.0,1011.73,0.0,3.27,4.49,8.14,98.46,0.24
Pisticci,40.420277,16.548333,04/01/2022 03:00,3.15,0.46,270.84,2.97,2.2,2.43,0.11,11.24,7.11,1.21,2.44,7.62,3.24,0.0,1011.59,0.0,3.08,4.06,3.15,99.03,0.25
Pisticci,40.420277,16.548333,04/01/2022 04:00,1.44,0.44,336.78,4.4,2.33,2.39,0.11,8.6,5.81,1.33,5.27,6.98,2.97,0.0,1011.15,0.0,3.41,3.71,25.81,99.54,0.23
Pisticci,40.420277,16.548333,04/01/2022 05:00,2.11,0.44,244.34,6.27,4.41,2.36,0.1,10.25,7.42,2.07,4.1,3.86,3.67,0.0,1010.8,0.0,3.58,3.06,2.38,99.86,0.16
Pisticci,40.420277,16.548333,04/01/2022 06:00,2.44,0.43,273.73,5.13,3.85,2.49,0.1,14.46,17.21,9.66,7.49,0.81,6.09,0.0,1010.63,0.0,3.76,2.82,1.95,100.0,0.16
Pisticci,40.420277,16.548333,04/01/2022 07:00,1.35,0.47,157.76,5.67,8.18,2.51,0.11,17.55,29.95,20.79,2.73,0.43,2.87,0.0,1010.89,0.01,4.94,2.66,2.88,100.0,0.22
Pisticci,40.420277,16.548333,04/01/2022 08:00,3.91,0.49,25.54,11.29,2.75,2.56,0.12,20.48,-9999.0,-9999.0,6.2,0.54,4.21,0.2,1010.96,9.65,6.31,2.73,8.65,100.0,0.15
Pisticci,40.420277,16.548333,04/01/2022 09:00,1.3,0.53,0.14,5.03,3.37,2.57,0.13,24.74,74.94,61.98,5.56,1.2,7.03,0.0,1011.14,57.29,6.82,3.79,5.35,100.0,0.16
Pisticci,40.420277,16.548333,04/01/2022 10:00,3.53,0.56,135.54,1.78,2.68,2.46,0.14,24.24,48.2,35.53,2.08,5.26,2.26,0.0,1011.11,282.95,5.43,7.07,6.71,100.0,0.28
Pisticci,40.420277,16.548333,04/01/2022 11:00,2.22,0.52,133.63,4.37,1.77,2.29,0.12,21.68,26.44,15.14,1.25,18.45,2.11,0.0,1010.59,414.48,3.88,11.58,4.3,99.88,0.42
Pisticci,40.420277,16.548333,04/01/2022 12:00,1.39,0.5,89.62,2.88,3.46,2.18,0.12,15.3,12.47,4.48,1.96,41.12,1.87,0.0,1009.53,368.28,3.75,13.9,13.5,93.07,0.78
Pisticci,40.420277,16.548333,04/01/2022 13:00,0.81,0.5,90.31,0.35,0.58,2.15,0.12,12.56,9.98,3.43,1.84,45.04,0.72,0.0,1008.32,365.35,4.3,15.81,7.73,78.73,1.18
Pisticci,40.420277,16.548333,04/01/2022 14:00,1.37,0.46,89.73,0.04,0.07,2.12,0.12,9.4,6.83,1.93,0.02,54.44,0.07,0.0,1007.52,83.62,4.46,15.84,2.14,75.21,2.06
Pisticci,40.420277,16.548333,04/01/2022 15:00,0.96,0.44,67.8,0.07,0.03,2.1,0.12,8.67,5.87,1.36,0.02,57.85,0.03,0.0,1007.17,65.04,4.39,15.81,0.95,75.26,1.61
Pisticci,40.420277,16.548333,04/01/2022 16:00,0.92,0.45,111.92,0.04,0.03,2.09,0.13,8.48,5.6,1.18,0.03,61.28,0.03,0.0,1007.08,66.06,4.75,15.31,0.62,75.72,1.47
Pisticci,40.420277,16.548333,04/01/2022 17:00,0.91,0.47,112.3,0.03,0.04,2.11,0.15,12.0,8.21,1.96,0.02,56.2,0.03,0.0,1007.24,6.72,4.28,13.74,0.49,82.58,1.4
Pisticci,40.420277,16.548333,04/01/2022 18:00,1.4,0.48,67.02,0.08,0.19,2.11,0.12,15.42,10.02,1.96,0.12,48.37,0.52,0.0,1007.13,0.0,4.04,12.49,0.96,89.78,1.03
Pisticci,40.420277,16.548333,04/01/2022 19:00,1.95,0.48,248.24,0.98,0.55,2.16,0.13,28.01,18.64,3.98,0.89,19.19,0.72,0.0,1007.11,0.0,3.93,10.2,0.99,93.17,0.24
Pisticci,40.420277,16.548333,04/01/2022 20:00,1.61,0.5,246.27,1.42,2.56,2.16,0.12,33.47,30.32,12.82,0.73,4.03,3.08,0.0,1006.92,0.0,4.46,8.23,5.59,95.13,0.32
Pisticci,40.420277,16.548333,04/01/2022 21:00,0.92,0.5,247.93,2.93,0.99,2.14,0.11,30.39,24.34,8.41,2.6,2.73,4.82,0.0,1006.65,0.0,4.48,7.2,1.41,96.71,0.34
Pisticci,40.420277,16.548333,04/01/2022 22:00,1.59,0.46,268.25,1.18,1.64,2.2,0.1,28.95,24.37,9.26,0.78,2.77,1.12,0.0,1006.43,0.0,4.69,6.46,3.61,97.95,0.3
Pisticci,40.420277,16.548333,04/01/2022 23:00,7.18,0.49,249.73,3.35,2.36,2.32,0.12,26.58,23.46,9.58,2.98,1.38,3.42,0.0,1006.04,0.0,4.75,5.65,4.23,98.85,0.34
Pisticci,40.420277,16.548333,05/01/2022 00:00,1.83,0.49,201.1,1.41,0.74,2.29,0.12,20.8,15.29,4.43,0.71,1.86,1.7,0.0,1005.59,0.0,4.48,4.76,6.39,99.58,0.22
Pisticci,40.420277,16.548333,05/01/2022 01:00,0.88,0.44,292.67,0.33,0.21,2.29,0.12,15.24,10.84,2.89,0.08,5.74,0.28,0.0,1005.08,0.0,4.23,4.52,5.58,100.0,0.34
Pisticci,40.420277,16.548333,05/01/2022 02:00,0.91,0.43,268.33,0.14,0.09,2.44,0.14,13.31,8.39,1.46,0.09,6.17,0.24,0.0,1004.78,0.0,4.34,3.99,8.88,100.0,0.28
Pisticci,40.420277,16.548333,05/01/2022 03:00,0.81,0.43,245.72,0.25,0.2,2.42,0.12,11.18,7.02,1.21,1.65,6.08,0.75,0.0,1004.73,0.0,4.22,3.49,7.81,100.0,0.23
Pisticci,40.420277,16.548333,05/01/2022 04:00,1.38,0.42,268.79,0.17,0.36,2.47,0.1,11.97,7.87,1.63,0.92,5.95,1.64,0.0,1004.3,0.0,4.22,3.22,6.36,100.0,0.2
Pisticci,40.420277,16.548333,05/01/2022 05:00,4.02,0.41,272.02,1.99,0.92,2.51,0.11,9.23,6.21,1.37,1.0,7.02,2.93,0.0,1003.97,0.0,3.99,2.86,7.27,100.0,0.25
Pisticci,40.420277,16.548333,05/01/2022 06:00,8.3,0.4,-9999.0,2.28,10.21,2.57,0.09,13.07,11.07,4.26,1.8,3.16,4.96,0.0,1003.82,0.0,4.64,2.56,4.56,100.0,-9999.0
Pisticci,40.420277,16.548333,05/01/2022 07:00,2.7,0.44,267.44,2.85,1.24,2.49,0.09,19.45,-9999.0,-9999.0,2.83,0.45,6.74,0.0,1003.75,0.0,6.28,2.08,8.0,100.0,0.12
Pisticci,40.420277,16.548333,05/01/2022 08:00,1.1,0.44,249.18,1.96,1.04,2.57,0.09,22.14,58.29,46.74,0.97,0.67,2.19,0.0,1003.7,7.23,6.88,2.58,4.35,100.0,0.26
Pisticci,40.420277,16.548333,05/01/2022 09:00,0.81,0.48,245.98,1.25,0.62,2.42,0.1,20.1,35.81,25.32,1.12,5.69,0.93,0.0,1003.53,47.75,5.94,5.32,1.84,100.0,0.31
Pisticci,40.420277,16.548333,05/01/2022 10:00,3.13,0.44,-9999.0,0.97,2.14,2.37,0.09,16.63,17.28,8.59,2.42,12.01,2.84,0.0,1003.22,122.4,4.87,7.19,3.73,100.0,-9999.0
Pisticci,40.420277,16.548333,05/01/2022 11:00,0.61,0.52,135.39,0.59,1.11,2.3,0.12,22.52,23.64,11.87,1.03,17.73,0.85,0.0,1002.44,452.39,5.03,11.24,1.64,100.0,0.5
Pisticci,40.420277,16.548333,05/01/2022 12:00,1.79,0.51,90.45,1.16,1.01,2.14,0.11,20.62,18.88,8.1,1.07,37.55,1.74,0.0,1001.25,386.11,5.34,14.5,1.95,100.0,0.89
Pisticci,40.420277,16.548333,05/01/2022 13:00,1.99,0.5,112.21,0.75,1.62,2.09,0.13,11.79,8.79,2.64,1.33,53.44,3.51,0.0,1000.54,371.07,5.55,16.17,5.07,93.0,1.68
Pisticci,40.420277,16.548333,05/01/2022 14:00,3.01,0.67,111.87,0.1,0.1,2.1,0.15,10.73,7.51,1.93,0.04,58.81,0.05,0.0,999.91,90.98,5.48,15.49,1.84,80.14,2.25
Pisticci,40.420277,16.548333,05/01/2022 15:00,3.83,0.74,111.78,0.58,0.11,-9999.0,-9999.0,9.69,6.93,1.87,0.07,63.06,0.13,0.0,999.51,124.14,-9999.0,15.04,1.89,83.94,2.09
Pisticci,40.420277,16.548333,05/01/2022 16:00,3.82,0.7,112.63,0.45,0.06,-9999.0,-9999.0,10.3,6.99,1.61,0.12,65.83,0.21,0.0,999.6,72.8,4.87,15.06,1.69,85.0,1.31
Pisticci,40.420277,16.548333,05/01/2022 17:00,2.15,0.67,113.18,9.14,3.72,2.09,0.14,22.09,15.01,3.48,3.76,55.98,7.17,0.0,999.77,2.69,4.4,13.97,2.33,88.04,0.73
Pisticci,40.420277,16.548333,05/01/2022 18:00,2.0,0.57,249.39,0.12,0.31,2.11,0.13,50.25,36.94,10.66,0.53,12.28,0.32,0.2,999.85,0.0,4.78,11.15,0.83,89.78,0.27
Pisticci,40.420277,16.548333,05/01/2022 19:00,1.44,0.63,246.58,0.14,0.12,2.13,0.13,47.77,44.49,19.52,0.19,2.96,0.1,0.0,999.91,0.0,5.3,9.27,0.95,93.44,0.43
Pisticci,40.420277,16.548333,05/01/2022 20:00,1.67,0.57,336.55,0.16,0.15,2.16,0.13,33.38,22.75,5.3,0.07,15.75,0.5,0.0,1000.01,0.0,4.59,9.06,1.47,96.66,0.46
Pisticci,40.420277,16.548333,05/01/2022 21:00,1.12,0.53,224.54,0.37,0.21,2.19,0.12,22.9,14.83,2.84,0.37,24.03,0.35,0.0,999.74,0.0,4.25,8.46,3.24,98.3,0.38
Pisticci,40.420277,16.548333,05/01/2022 22:00,1.03,0.49,270.85,0.22,0.12,2.25,0.12,20.56,13.17,2.42,0.32,21.86,0.35,0.0,999.36,0.0,4.22,7.3,1.15,99.39,0.39
Pisticci,40.420277,16.548333,05/01/2022 23:00,0.56,0.46,202.58,0.1,0.16,2.12,0.11,9.05,6.22,1.5,0.35,64.37,0.72,0.0,999.33,0.0,4.51,12.91,1.01,98.89,1.51
Pisticci,40.420277,16.548333,06/01/2022 00:00,0.81,0.43,224.22,0.09,0.16,2.09,0.1,3.32,2.94,1.21,0.12,75.45,0.09,0.0,999.24,0.0,4.55,14.76,0.24,79.57,1.7
Pisticci,40.420277,16.548333,06/01/2022 01:00,0.68,0.42,246.82,0.03,0.04,2.09,0.1,3.0,2.76,1.21,0.03,76.01,0.06,0.0,999.01,0.01,4.37,14.89,0.28,70.43,1.77
Pisticci,40.420277,16.548333,06/01/2022 02:00,0.44,0.41,247.46,0.04,0.04,2.11,0.1,2.64,2.53,1.19,0.04,72.86,0.04,0.0,998.89,0.0,4.44,14.32,0.27,69.74,1.21
