Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),H2S (µg/m³),Metano (ugC/m³),NMHC (ugC/m³),NO2 (µg/m³),NOx (µg/m³),NO (µg/m³),o-Xilene (µg/m³),O3 (µg/m³),PM10 (µg/m³),PM2-5 (µg/m³),Precipitazione (mm),Pressione (hPa),Radiazione_Globale (W/m²),Radiazione_Netta (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s),Xilene (µg/m³)
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,01/01/2022 11:00,1.04,0.43,259.0,0.05,2.28,918.45,82.54,5.21,10.15,3.21,0.05,54.31,11.01,5.33,0.0,939.46,112.67,167.6,7.21,15.11,0.27,44.65,1.24,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,01/01/2022 12:00,0.38,0.38,286.0,0.06,2.28,896.33,78.47,2.83,6.51,2.39,0.05,67.57,14.05,7.92,0.0,939.0,99.48,169.37,0.63,17.44,0.17,36.87,2.5,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,01/01/2022 13:00,0.22,0.44,280.0,0.05,2.37,907.71,79.04,4.23,8.37,2.69,0.05,70.35,12.15,7.58,0.0,938.69,167.98,144.89,-9999.0,18.48,0.09,36.2,2.51,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,01/01/2022 14:00,0.26,0.49,346.0,0.06,2.42,879.32,90.02,3.71,7.02,2.15,0.05,74.62,11.69,5.07,0.0,938.47,153.78,89.53,3.19,19.89,0.15,31.75,5.94,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,01/01/2022 15:00,0.36,0.37,340.0,0.06,2.28,858.07,72.65,0.64,3.64,1.95,0.05,79.83,7.71,3.82,0.0,938.24,47.88,18.51,0.0,19.41,0.2,28.65,6.23,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,01/01/2022 16:00,0.22,0.35,336.0,0.05,2.41,870.11,72.94,0.7,3.63,1.91,0.05,78.9,10.43,5.54,0.0,938.56,19.68,-48.38,0.35,18.44,0.09,31.11,4.96,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,01/01/2022 17:00,0.26,0.39,276.0,0.06,2.46,883.13,71.33,1.43,4.46,1.97,0.05,73.95,15.58,7.83,0.0,939.0,9.75,-76.8,1.06,15.62,0.14,42.05,3.17,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,01/01/2022 18:00,0.4,0.33,276.0,0.06,2.33,885.34,77.54,2.57,5.54,1.93,0.05,73.03,15.99,7.63,0.0,939.56,4.76,-66.79,5.85,13.59,0.09,45.91,2.76,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,01/01/2022 19:00,0.32,0.31,301.0,0.05,2.41,895.38,78.48,3.17,5.81,1.72,0.05,67.2,11.52,4.58,0.0,940.2,6.61,-63.86,9.85,12.06,0.12,50.93,2.24,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,01/01/2022 20:00,0.45,0.28,311.0,0.05,2.63,891.84,80.82,3.8,6.58,1.8,0.05,62.44,10.36,5.62,0.0,940.42,6.77,-60.93,8.69,10.88,0.2,52.62,1.48,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,01/01/2022 21:00,0.26,0.32,345.0,0.06,2.51,897.95,84.28,3.19,6.0,1.83,0.05,60.39,7.3,2.57,0.0,940.69,6.41,-58.64,11.35,9.29,0.09,58.17,1.53,0.06
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,01/01/2022 22:00,0.57,0.31,140.0,0.06,2.62,897.15,81.38,3.32,6.02,1.75,0.05,59.43,6.55,3.34,0.0,940.98,7.55,-56.17,10.78,8.1,0.19,60.9,1.21,0.1
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,01/01/2022 23:00,0.52,0.27,76.0,0.06,2.48,894.71,79.43,3.37,6.14,1.8,0.05,57.08,10.0,3.2,0.0,941.07,4.89,-55.62,11.32,7.46,0.17,61.48,1.45,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 00:00,0.22,0.28,23.0,0.06,2.57,889.15,80.85,3.7,6.54,1.84,0.05,57.23,8.22,4.09,0.0,941.18,2.79,-56.07,8.5,7.35,0.3,60.12,1.03,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 01:00,0.26,0.28,30.0,0.06,2.43,888.94,79.82,2.84,5.57,1.78,0.05,54.84,10.61,4.63,0.0,941.27,7.61,-55.77,12.32,6.26,0.09,63.81,1.33,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 02:00,0.46,0.27,338.0,0.06,2.5,899.4,85.44,6.2,9.06,1.85,0.05,53.6,10.73,5.19,0.0,941.22,7.09,-56.31,11.25,6.45,0.11,63.02,1.16,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 03:00,0.43,0.27,343.0,0.05,2.66,902.6,90.3,13.49,16.46,1.9,0.05,49.86,13.76,8.91,0.0,941.27,2.21,-56.33,17.65,6.81,0.37,60.11,1.45,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 04:00,0.38,0.25,300.0,0.06,2.63,891.77,80.95,5.55,8.02,1.59,0.05,52.85,15.3,6.98,0.0,941.12,7.98,-57.32,12.27,5.05,0.23,65.49,1.54,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 05:00,0.31,0.23,346.0,0.06,2.79,906.65,90.04,9.04,11.9,1.83,0.05,50.44,8.75,2.54,0.0,940.89,7.73,-55.21,15.63,5.04,0.26,65.55,1.26,0.06
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 06:00,0.44,0.22,65.0,0.06,2.96,910.75,93.55,10.89,13.85,1.89,0.05,48.61,9.19,4.22,0.0,940.63,7.65,-53.78,15.5,4.98,0.25,65.19,1.33,0.06
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 07:00,0.22,0.2,307.0,0.06,2.69,-9999.0,-9999.0,7.29,10.35,1.98,0.05,51.74,10.71,4.88,0.0,940.69,8.68,-57.89,7.43,4.61,0.16,65.16,1.71,0.06
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 08:00,0.22,0.2,345.0,0.06,2.6,902.6,88.02,8.37,11.32,1.9,0.05,47.88,8.14,2.98,0.0,939.83,11.19,-41.11,7.09,3.73,0.27,66.32,3.71,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 09:00,0.22,0.28,124.0,0.05,2.59,932.84,83.84,7.44,11.58,2.68,0.05,41.84,9.49,4.73,0.0,940.84,30.15,56.97,6.98,6.05,0.2,64.56,1.17,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 10:00,0.52,0.22,123.0,0.06,2.57,895.47,82.39,5.09,9.18,2.66,0.05,51.16,11.73,4.88,0.0,940.92,95.07,132.59,5.88,11.37,0.28,46.77,1.3,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 11:00,0.25,0.25,277.0,0.05,2.56,907.84,83.41,4.54,9.15,2.99,0.05,51.77,11.72,3.62,0.0,940.69,101.01,166.06,4.11,13.24,0.33,44.92,1.6,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 12:00,0.22,0.28,261.0,0.06,2.49,916.65,80.31,4.66,9.21,2.95,0.05,55.67,20.97,8.6,0.0,940.22,27.18,174.65,0.87,16.83,0.19,37.56,1.51,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 13:00,0.22,0.21,280.0,0.05,1.78,873.56,76.85,3.44,7.18,2.43,0.05,70.35,17.05,7.02,0.0,939.44,368.86,145.81,0.0,19.52,0.2,24.69,1.99,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 14:00,0.2,0.28,280.0,0.04,1.28,887.95,77.37,3.62,7.34,2.42,0.03,75.93,9.36,3.13,0.0,938.69,231.5,89.8,6.07,19.82,0.14,23.55,3.04,0.03
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 15:00,0.22,0.27,280.0,0.04,1.38,888.97,75.98,1.92,4.88,1.93,0.03,74.03,7.69,4.29,0.0,938.29,37.84,19.66,5.34,19.84,0.14,24.0,4.12,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 16:00,0.26,0.27,281.0,0.04,1.57,894.08,74.29,3.27,6.49,2.09,0.04,69.6,8.11,3.08,0.0,938.4,67.83,-50.29,3.34,18.6,0.08,29.28,3.36,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 17:00,0.36,0.23,299.0,0.06,1.93,874.55,74.58,2.37,5.31,1.91,0.05,67.07,16.42,9.14,0.0,938.43,21.62,-84.52,0.38,16.13,0.29,33.94,2.49,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 18:00,0.63,0.21,320.0,0.06,1.85,867.7,77.95,2.61,5.38,1.8,0.05,63.6,24.16,11.74,0.0,938.62,5.04,-70.56,0.0,12.65,0.12,42.32,2.38,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 19:00,0.26,0.24,338.0,0.06,1.96,877.12,77.99,3.04,5.9,1.85,0.05,56.92,28.35,14.29,0.0,938.92,5.17,-65.26,0.24,9.66,0.2,54.32,2.51,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 20:00,0.84,0.28,320.0,0.06,1.7,890.71,83.21,3.82,6.69,1.86,0.05,54.13,18.69,8.5,0.0,938.95,5.98,-66.56,1.32,8.06,0.25,62.21,1.46,0.08
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 21:00,0.46,0.29,301.0,0.06,1.89,887.55,77.82,3.83,6.62,1.81,0.05,52.92,16.1,9.02,0.0,939.45,7.43,-66.03,2.55,6.8,0.17,70.2,3.13,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 22:00,0.32,0.29,301.0,0.06,1.98,884.97,78.18,2.95,5.86,1.89,0.05,53.83,12.09,8.5,0.0,939.48,7.07,-65.59,2.51,6.42,0.46,76.0,3.24,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,02/01/2022 23:00,0.95,0.33,321.0,0.06,1.83,884.64,75.8,2.59,5.5,1.89,0.05,55.4,7.19,3.34,0.0,939.24,6.75,-63.81,5.37,6.31,0.18,79.09,3.61,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 00:00,0.57,0.28,326.0,0.06,1.95,877.72,75.75,1.84,4.74,1.89,0.05,57.56,9.97,3.93,0.0,938.93,7.38,-63.01,2.85,6.27,0.27,78.82,4.14,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 01:00,0.5,0.29,324.0,0.06,1.92,878.74,73.27,1.49,4.54,1.99,0.05,60.08,10.6,4.73,0.0,938.93,7.38,-61.2,7.8,6.11,0.15,80.97,4.65,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 02:00,0.38,0.3,320.0,0.05,1.94,878.12,71.81,1.37,4.25,1.87,0.05,62.27,9.07,4.98,0.0,938.57,7.29,-60.75,5.74,6.03,0.41,82.51,4.46,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 03:00,0.32,0.29,309.0,0.06,1.9,874.15,70.69,1.23,4.05,1.84,0.05,62.54,15.02,7.01,0.0,938.18,7.05,-38.28,4.7,6.02,0.26,82.66,4.63,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 04:00,0.22,0.32,311.0,0.06,1.95,879.74,68.98,1.26,4.08,1.83,0.05,60.34,12.25,5.92,0.0,937.92,7.16,0.85,4.66,6.09,0.22,81.02,3.62,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 05:00,0.28,0.32,309.0,0.06,1.83,889.07,68.55,1.94,4.83,1.88,0.05,60.56,7.16,3.57,0.0,937.53,7.18,-27.38,5.85,5.91,0.16,81.43,3.24,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 06:00,0.52,0.33,308.0,0.06,1.96,886.44,70.08,1.75,4.67,1.9,0.05,61.52,11.12,5.82,0.0,937.14,6.72,-11.47,4.91,5.98,0.21,80.79,3.4,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 07:00,0.27,0.33,307.0,0.06,1.95,884.53,70.05,2.25,5.11,1.86,0.05,60.33,9.22,2.94,0.0,937.07,7.23,-9.07,6.16,6.09,0.51,79.84,3.18,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 08:00,0.22,0.32,308.0,0.06,2.15,883.91,70.39,2.7,5.6,1.89,0.05,58.25,6.66,2.82,0.0,937.06,2.71,4.81,5.4,6.48,0.42,78.96,3.14,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 09:00,0.26,0.33,298.0,0.06,2.03,881.61,69.18,3.05,6.08,1.97,0.05,57.7,8.22,3.16,0.0,937.11,0.77,32.06,2.33,7.12,0.18,77.86,3.74,0.06
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 10:00,0.5,0.36,280.0,0.06,1.97,879.8,68.77,3.29,6.52,2.1,0.05,58.51,11.44,7.74,0.0,937.09,0.39,81.02,5.52,8.13,0.1,74.66,4.59,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 11:00,0.44,0.33,266.0,0.06,1.8,863.31,64.84,1.98,5.25,2.13,0.05,63.56,11.97,6.51,0.0,936.63,0.0,132.22,5.75,9.59,0.25,67.71,4.93,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 12:00,0.22,0.35,267.0,0.05,1.83,860.86,64.89,1.75,5.07,2.16,0.05,65.0,-9999.0,-9999.0,0.0,936.22,4.59,98.11,6.17,10.43,0.24,65.62,5.75,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 13:00,0.22,0.37,273.0,0.05,2.23,854.84,65.66,2.67,6.28,2.34,0.05,64.25,16.63,8.17,0.0,935.71,12.59,67.06,6.54,10.56,0.14,67.11,6.96,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 14:00,0.34,0.37,278.0,0.05,2.18,854.98,64.61,2.32,5.62,2.15,0.04,64.63,12.53,9.32,0.0,934.99,9.18,64.01,6.98,11.08,0.38,66.76,7.5,0.07
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 15:00,0.25,0.36,271.0,0.05,2.35,854.44,68.16,3.12,6.84,2.42,0.04,63.79,14.99,9.66,0.0,934.93,1.85,31.18,7.32,10.69,0.72,68.01,5.81,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 16:00,0.22,0.38,276.0,0.05,2.17,853.64,63.11,2.06,5.21,2.05,0.05,65.87,13.02,9.75,0.0,934.98,0.13,8.31,7.07,10.42,0.64,68.61,4.67,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 17:00,0.22,0.38,275.0,0.05,2.29,849.23,64.04,2.9,5.82,1.9,0.05,63.75,20.74,15.52,0.0,935.01,0.55,-11.59,3.33,9.85,0.17,72.44,4.23,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 18:00,0.22,-9999.0,271.0,0.05,2.26,851.84,62.7,2.19,5.01,1.84,0.05,61.92,13.07,9.22,0.0,935.16,0.21,-5.46,4.17,9.42,0.19,75.19,2.9,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 19:00,0.22,0.33,307.0,0.05,2.41,851.7,66.32,2.88,5.51,1.71,0.05,59.11,14.51,9.57,0.0,935.29,0.75,-7.53,1.93,9.03,0.21,77.09,2.38,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 20:00,0.22,0.34,321.0,0.05,2.46,850.73,65.7,3.16,5.88,1.76,0.05,59.58,13.9,6.69,0.0,934.82,2.68,-4.45,2.07,8.82,0.2,78.38,2.15,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 21:00,0.22,0.36,303.0,0.05,2.28,857.79,70.5,4.34,7.12,1.8,0.05,58.59,11.56,8.32,0.0,934.92,2.96,-2.03,2.48,8.79,0.59,78.25,3.18,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 22:00,0.3,0.38,311.0,0.05,2.38,854.95,66.55,2.76,5.53,1.8,0.05,59.06,14.38,9.75,0.0,934.7,0.34,-9.67,1.92,8.53,0.27,79.38,2.13,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,03/01/2022 23:00,0.22,0.37,312.0,0.06,2.44,858.34,67.15,2.7,5.3,1.7,0.05,59.31,16.07,10.99,0.0,934.57,2.48,-48.25,3.77,7.86,0.25,80.11,3.04,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 00:00,0.21,0.38,297.0,0.05,2.57,858.19,66.37,4.01,6.84,1.83,0.05,58.22,14.87,9.02,0.0,934.69,5.04,-24.96,1.7,7.6,0.24,80.53,2.5,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 01:00,0.22,0.36,56.0,0.06,2.37,854.09,64.21,3.46,6.19,1.77,0.05,54.84,17.63,12.08,0.0,934.19,6.83,-15.08,2.67,7.44,0.13,82.11,1.35,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 02:00,0.25,0.36,304.0,0.05,2.49,848.75,62.2,2.08,4.8,1.77,0.05,60.34,15.35,8.11,0.0,933.91,5.16,-33.18,1.97,7.95,0.11,81.71,2.87,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 03:00,0.36,0.36,311.0,0.06,2.41,846.03,62.84,2.15,4.64,1.62,0.05,60.92,14.86,8.27,0.0,933.67,6.17,-51.3,4.11,7.84,0.09,81.69,3.25,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 04:00,0.26,0.34,323.0,0.05,2.51,864.82,62.32,2.07,4.82,1.79,0.05,59.97,24.96,13.98,0.0,933.37,4.72,-39.35,1.73,7.38,0.09,83.36,2.9,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 05:00,0.22,0.35,313.0,0.06,2.4,874.42,59.78,1.38,4.15,1.81,0.05,60.28,27.07,16.32,0.0,933.08,1.51,-6.96,4.03,7.6,0.1,84.07,3.0,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 06:00,0.22,0.34,303.0,0.06,2.38,874.19,61.8,0.81,3.64,1.85,0.05,62.53,17.34,7.99,0.0,932.97,0.71,1.86,2.2,7.98,0.2,81.97,3.77,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 07:00,0.22,0.34,285.0,0.06,2.46,872.67,63.48,2.54,5.47,1.91,0.05,63.81,17.98,12.21,0.0,933.12,0.98,-1.11,9.98,8.21,0.1,79.03,4.72,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 08:00,0.22,0.35,275.0,0.06,2.24,866.7,60.23,1.19,3.9,1.77,0.05,67.28,15.19,10.8,0.0,933.19,0.24,7.11,10.77,8.46,0.3,77.82,4.3,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 09:00,0.22,0.37,280.0,0.06,2.3,865.45,61.93,2.43,5.01,1.67,0.05,66.18,20.01,11.32,0.0,933.28,1.55,28.29,10.41,8.82,0.09,75.75,4.3,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 10:00,0.22,0.36,283.0,0.06,2.26,863.32,61.14,2.4,5.38,1.94,0.05,67.44,25.08,17.88,0.0,933.26,0.06,76.1,6.78,9.59,0.14,72.67,4.88,0.05
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 11:00,0.22,0.43,271.0,0.05,1.93,856.77,57.7,0.69,3.34,1.74,0.05,69.72,29.24,19.77,0.0,933.28,0.0,126.36,15.33,10.19,0.09,71.38,5.98,0.08
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 12:00,0.21,0.45,263.0,0.05,2.18,855.37,59.69,0.56,3.57,1.97,0.04,70.19,27.74,16.42,0.0,932.47,69.42,185.74,23.83,11.71,0.08,63.93,5.41,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 13:00,0.2,0.45,277.0,0.04,2.13,859.0,61.16,0.77,3.69,1.91,0.04,69.92,23.95,16.73,0.0,931.7,83.5,136.59,24.12,12.12,0.08,61.11,5.95,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 14:00,0.21,0.47,263.0,0.04,1.94,862.08,59.65,0.83,3.81,1.94,0.04,70.45,19.55,11.58,0.0,931.11,74.68,81.2,24.14,12.38,0.08,61.4,5.82,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 15:00,0.21,0.48,272.0,0.04,2.03,860.68,59.43,0.65,3.67,1.97,0.04,69.57,14.3,8.89,0.0,930.79,75.32,41.29,23.89,12.22,0.08,62.97,6.26,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 16:00,0.23,0.47,257.0,0.04,2.03,862.52,60.13,1.07,4.02,1.92,0.03,67.37,44.9,21.42,0.0,930.69,21.69,-8.72,24.37,11.61,0.16,66.66,4.78,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 17:00,0.33,0.49,304.0,0.04,2.08,862.19,61.72,2.14,4.9,1.8,0.04,63.19,87.34,40.09,0.0,930.65,3.89,-29.28,22.83,9.73,0.08,75.11,2.71,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 18:00,0.27,0.3,305.0,0.05,2.11,864.61,63.31,3.24,5.85,1.7,0.04,60.92,20.57,11.13,0.0,930.56,2.71,-16.46,25.16,8.77,0.09,79.94,3.26,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 19:00,0.21,0.3,303.0,0.05,2.14,860.22,63.42,2.56,5.44,1.87,0.04,63.8,7.78,5.77,0.0,930.56,0.01,-24.28,25.41,8.27,0.12,82.16,3.83,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 20:00,0.21,0.28,305.0,0.05,2.04,855.78,61.9,1.76,4.8,1.98,0.04,65.28,9.38,4.73,0.0,930.39,0.48,-38.12,25.45,8.04,0.08,83.17,3.66,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 21:00,0.21,0.28,309.0,0.05,2.33,851.82,60.82,1.28,4.28,1.96,0.04,65.56,9.94,2.66,0.0,929.98,4.1,-56.95,25.44,7.67,0.08,84.12,4.57,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 22:00,0.21,0.29,317.0,0.05,2.24,851.15,62.0,1.38,4.5,2.04,0.04,65.8,11.54,4.48,0.0,929.71,7.27,-56.93,25.8,7.54,0.1,84.05,4.1,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,04/01/2022 23:00,0.22,0.29,317.0,0.05,2.25,846.62,61.07,1.31,4.24,1.91,0.04,65.1,8.61,5.33,0.0,929.24,7.4,-57.39,25.93,7.42,0.15,84.55,3.77,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,05/01/2022 00:00,0.25,0.28,319.0,0.05,2.26,844.15,60.38,0.87,3.86,1.95,0.04,66.85,23.35,10.93,0.0,928.46,6.08,-56.29,26.32,7.59,0.09,82.54,5.09,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,05/01/2022 01:00,0.21,0.25,319.0,0.05,2.19,838.09,59.39,0.83,3.91,2.01,0.04,64.87,21.89,11.22,0.0,927.77,6.65,-56.76,24.98,7.52,0.2,81.21,4.56,0.04
Viggiano_Costa_Molina_Sud1,40.315555,15.954722,05/01/2022 02:00,0.21,0.25,315.0,0.05,2.17,840.58,58.35,0.66,3.61,1.93,0.04,68.28,15.18,5.05,0.0,927.54,6.11,-55.71,25.62,7.69,0.19,81.58,5.95,0.04
