Stazione,Latitudine,Longitudine,Data_Ora,Direzione_Vento (°N),O3 (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mbar),Radiazione_Globale (W/m²),SO2 (µg/m³),Velocità_Vento (m/s)
Potenza_Cda_Rossellino,40.625277,15.811666,02/01/2022 20:00,265.0,43.6,17.97,0.0,945.3,0.17,1.91,1.93
Potenza_Cda_Rossellino,40.625277,15.811666,02/01/2022 21:00,262.0,45.58,15.53,0.0,945.39,0.16,1.57,2.01
Potenza_Cda_Rossellino,40.625277,15.811666,02/01/2022 22:00,261.0,43.21,10.38,0.0,945.11,0.14,2.68,1.74
Potenza_Cda_Rossellino,40.625277,15.811666,02/01/2022 23:00,265.0,42.64,5.68,0.0,944.81,0.17,2.25,1.84
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 00:00,255.0,43.0,8.89,0.0,944.61,0.19,2.4,1.68
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 01:00,257.0,46.31,9.33,0.0,944.08,0.17,2.13,2.35
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 02:00,264.0,50.08,11.48,0.0,943.91,0.19,-9999.0,1.92
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 03:00,258.0,52.38,14.47,0.0,943.59,0.17,2.63,1.87
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 04:00,260.0,52.9,6.88,0.0,942.86,0.2,2.98,1.96
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 05:00,257.0,51.22,6.74,0.0,942.24,0.21,3.53,1.36
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 06:00,258.0,51.99,9.25,0.0,941.97,0.17,3.47,1.86
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 07:00,258.0,48.79,9.67,0.0,941.97,0.15,2.66,2.44
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 08:00,242.0,47.18,9.07,0.0,941.94,2.24,3.96,1.95
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 09:00,354.0,46.26,10.33,0.0,941.87,33.76,3.25,1.26
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 10:00,265.0,50.32,10.75,0.0,941.61,49.21,2.96,1.75
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 11:00,261.0,50.86,9.75,0.0,941.35,45.88,2.48,2.34
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 12:00,265.0,50.97,8.94,0.0,940.94,72.81,3.38,2.65
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 13:00,265.0,-9999.0,10.5,0.1,940.19,130.99,-9999.0,2.39
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 14:00,261.0,53.97,14.85,0.0,939.25,65.97,5.36,2.93
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 15:00,265.0,54.83,15.95,0.0,939.44,108.92,4.98,2.83
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 16:00,250.0,53.47,7.58,0.0,939.72,53.21,5.66,1.85
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 17:00,262.0,53.0,18.44,0.0,940.0,3.76,5.54,2.47
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 18:00,261.0,51.77,11.25,0.0,940.32,0.46,5.9,1.95
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 19:00,264.0,43.07,12.96,0.0,940.22,0.45,5.64,1.57
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 20:00,76.0,38.16,12.61,0.0,940.06,0.43,5.2,0.63
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 21:00,298.0,41.08,12.1,0.0,940.32,0.49,5.54,0.99
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 22:00,264.0,47.18,19.66,0.0,939.67,0.42,6.45,1.23
Potenza_Cda_Rossellino,40.625277,15.811666,03/01/2022 23:00,261.0,48.34,15.85,0.0,939.75,0.38,5.69,1.67
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 00:00,266.0,53.06,17.82,0.0,939.28,0.46,5.63,1.89
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 01:00,257.0,52.88,19.55,0.0,938.89,0.42,5.65,1.58
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 02:00,254.0,54.1,16.7,0.0,938.65,0.5,5.97,1.83
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 03:00,348.0,54.86,15.36,0.0,938.57,0.41,6.27,1.66
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 04:00,265.0,56.83,20.92,0.0,938.07,0.44,6.45,1.97
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 05:00,261.0,53.47,20.85,0.0,938.04,0.42,6.38,1.94
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 06:00,261.0,52.16,14.37,0.0,937.74,0.42,5.77,2.05
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 07:00,353.0,49.97,14.21,0.0,937.94,0.41,6.28,1.43
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 08:00,352.0,49.07,19.2,0.0,937.86,2.4,5.49,1.25
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 09:00,258.0,46.52,19.98,0.0,937.92,54.79,6.84,1.71
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 10:00,279.0,50.9,24.47,0.0,937.66,190.87,6.18,1.7
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 11:00,265.0,52.95,27.57,0.0,937.1,290.5,6.64,2.32
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 12:00,265.0,54.92,25.35,0.0,936.31,111.62,7.26,2.83
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 13:00,265.0,59.65,23.72,0.0,935.72,48.82,6.11,2.87
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 14:00,266.0,60.66,16.85,0.0,935.11,55.07,7.11,2.84
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 15:00,257.0,61.0,16.64,0.0,934.73,61.68,6.98,2.53
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 16:00,258.0,53.7,28.84,0.0,934.78,45.38,7.34,2.46
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 17:00,242.0,48.66,63.59,0.0,934.96,7.16,7.02,1.76
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 18:00,275.0,47.4,11.35,0.0,935.08,0.45,7.64,2.13
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 19:00,266.0,45.96,6.77,0.0,935.19,0.42,7.06,2.71
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 20:00,261.0,45.72,5.3,0.0,934.96,0.43,7.73,2.35
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 21:00,257.0,42.26,4.66,0.0,934.7,0.39,6.61,2.22
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 22:00,260.0,43.83,11.38,0.0,934.33,0.43,5.96,2.07
Potenza_Cda_Rossellino,40.625277,15.811666,04/01/2022 23:00,118.0,49.67,12.56,0.0,933.91,0.47,7.36,1.18
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 00:00,113.0,49.23,28.35,0.0,933.51,0.57,8.0,1.13
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 01:00,95.0,49.11,12.41,0.0,933.02,0.51,7.96,0.82
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 02:00,96.0,46.67,10.93,0.0,932.66,0.45,8.05,0.95
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 03:00,67.0,51.8,11.26,0.0,932.63,0.49,8.1,1.04
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 04:00,113.0,50.96,8.55,0.0,932.49,0.43,3.15,1.01
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 05:00,86.0,48.93,8.74,0.0,932.0,0.4,8.72,0.68
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 06:00,85.0,52.05,9.6,0.0,931.48,0.58,8.57,0.75
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 07:00,71.0,55.22,13.24,0.0,931.32,0.52,9.02,0.77
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 08:00,15.0,54.05,11.14,0.0,931.18,4.73,8.87,0.83
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 09:00,77.0,52.9,15.11,0.0,930.36,35.34,8.55,0.59
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 10:00,69.0,48.3,16.6,0.0,929.32,175.03,8.59,0.3
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 11:00,241.0,49.09,9.72,0.0,928.07,282.08,9.6,1.22
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 12:00,257.0,51.37,14.09,0.0,927.43,108.21,7.16,2.63
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 13:00,266.0,55.76,11.61,0.0,927.1,42.39,9.63,1.66
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 14:00,274.0,58.71,8.11,0.0,926.24,43.74,9.08,1.98
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 15:00,261.0,63.43,16.85,0.0,925.94,30.9,9.96,2.41
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 16:00,276.0,68.41,16.91,0.0,926.23,21.05,10.02,1.64
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 17:00,276.0,66.47,5.71,0.0,926.77,4.59,9.81,1.22
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 18:00,124.0,65.87,18.39,0.0,927.0,0.48,9.72,0.88
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 19:00,146.0,53.5,11.17,0.0,927.1,0.42,10.34,0.66
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 20:00,120.0,57.95,8.8,0.0,927.16,0.52,10.07,1.03
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 21:00,275.0,63.7,10.91,0.0,925.97,0.44,11.01,1.87
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 22:00,7.0,67.8,10.02,0.0,925.77,0.5,10.31,1.29
Potenza_Cda_Rossellino,40.625277,15.811666,05/01/2022 23:00,11.0,68.21,11.71,0.0,925.41,0.44,10.28,1.61
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 00:00,276.0,72.11,13.16,0.0,924.99,0.36,8.93,2.64
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 01:00,349.0,71.97,13.45,0.0,924.79,0.42,9.81,2.47
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 02:00,265.0,70.49,12.26,0.0,925.28,0.49,10.7,2.53
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 03:00,262.0,71.66,11.29,0.0,925.81,0.46,10.7,2.49
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 04:00,250.0,71.82,11.92,0.0,925.91,0.47,10.47,2.25
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 05:00,71.0,71.56,13.69,0.0,926.51,0.51,9.57,1.21
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 06:00,132.0,68.79,12.66,0.0,927.37,0.45,9.82,0.45
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 07:00,106.0,66.09,16.72,0.0,928.12,0.48,10.19,0.47
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 08:00,115.0,64.79,8.89,0.0,928.53,1.37,9.92,0.45
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 09:00,131.0,56.99,17.26,0.0,929.08,34.31,9.03,0.36
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 10:00,275.0,52.91,20.39,0.0,928.68,159.62,9.29,0.59
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 11:00,98.0,63.77,20.13,0.0,928.96,120.44,9.78,1.07
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 12:00,104.0,67.15,16.45,0.0,928.79,156.0,9.24,1.68
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 13:00,89.0,66.29,-9999.0,0.0,928.64,138.09,9.1,1.03
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 14:00,261.0,62.67,-9999.0,0.0,928.43,101.52,9.94,0.89
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 15:00,306.0,62.64,-9999.0,0.0,928.49,110.9,9.13,0.78
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 16:00,260.0,64.31,23.67,0.0,929.01,64.12,8.95,1.12
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 17:00,130.0,55.45,16.23,0.0,929.96,15.54,9.09,0.73
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 18:00,111.0,50.96,15.22,0.0,930.73,0.52,9.57,0.74
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 19:00,131.0,42.05,13.12,0.0,931.19,0.48,9.34,0.48
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 20:00,121.0,32.15,8.36,0.0,931.87,0.57,8.74,0.53
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 21:00,130.0,30.06,16.88,0.0,932.56,0.53,8.57,0.28
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 22:00,113.0,33.01,15.14,0.0,933.25,0.49,9.42,0.68
Potenza_Cda_Rossellino,40.625277,15.811666,06/01/2022 23:00,122.0,37.8,14.09,0.0,933.96,0.49,8.13,0.57
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 00:00,62.0,29.07,17.92,0.0,934.47,0.55,9.19,0.17
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 01:00,182.0,11.76,22.53,0.0,934.6,0.48,8.29,0.29
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 02:00,206.0,11.67,22.87,0.0,934.66,0.44,7.47,0.2
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 03:00,140.0,16.75,-9999.0,0.0,934.57,0.53,7.51,0.46
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 04:00,119.0,33.4,-9999.0,0.0,934.3,0.48,8.01,0.37
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 05:00,108.0,28.11,-9999.0,0.0,934.15,0.57,8.61,0.38
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 06:00,356.0,44.57,-9999.0,0.0,934.67,0.55,8.2,0.61
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 07:00,78.0,48.38,23.67,0.0,935.08,0.47,7.15,0.79
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 08:00,91.0,44.12,21.53,0.4,935.53,1.64,8.42,0.88
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 09:00,2.0,40.91,17.07,0.0,935.93,9.06,7.87,0.74
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 10:00,113.0,41.77,17.57,0.0,936.1,16.49,7.77,0.37
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 11:00,94.0,40.83,24.03,0.5,936.06,28.99,7.44,0.88
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 12:00,354.0,38.39,30.39,0.5,935.56,60.44,5.71,0.7
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 13:00,348.0,34.57,32.25,0.6,934.89,39.85,7.64,1.0
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 14:00,95.0,32.13,20.42,0.5,934.4,30.22,7.68,0.67
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 15:00,90.0,34.88,16.67,0.4,934.1,22.34,8.57,0.55
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 16:00,104.0,38.14,7.13,1.4,934.16,8.74,7.95,0.63
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 17:00,138.0,31.06,7.58,0.1,934.29,0.83,8.23,0.14
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 18:00,91.0,31.76,13.61,0.0,934.4,0.54,7.88,0.62
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 19:00,119.0,32.16,10.96,0.0,934.42,0.46,7.8,0.37
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 20:00,102.0,40.35,10.99,0.1,934.5,0.53,8.52,1.04
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 21:00,100.0,41.13,14.89,0.0,934.58,0.48,7.77,0.93
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 22:00,96.0,40.67,13.06,0.2,934.4,0.5,7.62,0.65
Potenza_Cda_Rossellino,40.625277,15.811666,07/01/2022 23:00,0.0,42.56,13.09,0.0,934.18,0.61,7.95,0.35
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 00:00,98.0,40.16,17.92,0.1,933.89,0.56,9.08,0.59
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 01:00,100.0,35.95,12.15,0.2,933.35,0.59,7.86,0.3
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 02:00,124.0,41.0,12.41,0.2,933.06,0.46,8.6,0.24
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 03:00,8.0,44.02,14.26,0.1,932.99,0.57,8.26,0.19
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 04:00,110.0,40.29,15.26,0.0,932.21,0.47,7.35,0.25
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 05:00,108.0,35.32,37.64,0.0,931.97,0.45,8.06,0.12
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 06:00,101.0,39.46,38.72,0.3,931.94,0.5,9.09,0.33
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 07:00,108.0,38.91,38.85,0.0,931.97,0.52,9.03,0.61
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 08:00,101.0,36.7,24.41,0.0,931.97,0.66,8.56,0.43
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 09:00,347.0,41.61,24.4,0.0,931.96,5.4,8.24,0.52
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 10:00,78.0,39.41,40.83,0.0,932.03,23.97,9.38,0.22
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 11:00,115.0,40.49,44.34,0.0,932.04,30.23,9.25,0.29
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 12:00,349.0,38.33,45.96,0.0,931.67,43.73,9.01,0.35
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 13:00,94.0,36.44,34.77,0.0,930.94,68.27,7.87,0.18
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 14:00,39.0,40.19,-9999.0,0.0,930.59,91.02,9.99,0.31
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 15:00,56.0,43.11,37.06,0.0,930.53,62.34,10.01,0.24
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 16:00,87.0,42.11,23.15,0.0,930.74,20.71,9.45,0.75
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 17:00,348.0,43.76,24.42,0.0,931.03,1.91,9.23,0.96
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 18:00,353.0,41.75,-9999.0,0.0,931.29,0.44,9.16,0.76
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 19:00,89.0,39.76,25.32,0.0,931.52,0.5,8.81,0.39
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 20:00,101.0,43.39,16.32,0.0,931.6,0.46,8.65,0.89
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 21:00,93.0,43.95,7.77,0.0,931.51,0.47,8.71,0.89
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 22:00,99.0,40.59,2.18,0.0,931.13,0.46,9.18,0.57
Potenza_Cda_Rossellino,40.625277,15.811666,08/01/2022 23:00,109.0,35.96,6.39,0.0,930.95,0.47,9.18,0.29
Potenza_Cda_Rossellino,40.625277,15.811666,09/01/2022 00:00,113.0,33.52,7.83,0.0,930.73,0.47,9.64,0.52
Potenza_Cda_Rossellino,40.625277,15.811666,09/01/2022 01:00,109.0,38.44,11.29,0.0,930.69,0.5,9.22,0.47
Potenza_Cda_Rossellino,40.625277,15.811666,09/01/2022 02:00,106.0,40.07,5.72,0.0,930.36,0.4,10.01,0.27
Potenza_Cda_Rossellino,40.625277,15.811666,09/01/2022 03:00,177.0,44.18,10.83,0.0,930.13,0.44,9.56,0.11
Potenza_Cda_Rossellino,40.625277,15.811666,09/01/2022 04:00,250.0,43.18,11.8,0.0,929.95,0.45,10.0,0.67
Potenza_Cda_Rossellino,40.625277,15.811666,09/01/2022 05:00,279.0,44.88,-9999.0,0.0,929.34,0.38,10.33,0.81
Potenza_Cda_Rossellino,40.625277,15.811666,09/01/2022 06:00,126.0,39.64,-9999.0,0.0,929.0,0.44,10.37,0.64
Potenza_Cda_Rossellino,40.625277,15.811666,09/01/2022 07:00,125.0,33.37,-9999.0,0.0,929.07,0.53,10.2,0.55
Potenza_Cda_Rossellino,40.625277,15.811666,09/01/2022 08:00,112.0,30.29,9.94,0.0,928.86,17.06,10.22,0.26
Potenza_Cda_Rossellino,40.625277,15.811666,09/01/2022 09:00,253.0,38.51,14.16,0.0,928.12,61.13,10.8,0.46
