"Stazione","ParamNome","ParamUdm","Data","Ora","Media","ValiditÃ "
"Viggiano1","Metano","ugC/m³","01/01/2021","01","913.780","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","02","913.000","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","03","916.950","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","04","911.710","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","05","910.400","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","06","910.790","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","07","910.100","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","08","909.700","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","09","911.970","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","10","927.040","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","11","919.770","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","12","918.200","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","13","910.110","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","14","907.070","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","15","903.460","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","16","908.100","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","17","907.420","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","18","911.180","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","19","915.160","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","20","907.900","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","21","908.520","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","22","908.750","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","23","906.780","1"
"Viggiano1","Metano","ugC/m³","01/01/2021","24","911.880","1"
"Viggiano1","Metano","ugC/m³","02/01/2021","01","906.820","1"
"Viggiano1","Metano","ugC/m³","02/01/2021","02","910.980","1"
"Viggiano1","Metano","ugC/m³","02/01/2021","03","913.090","1"
"Viggiano1","Metano","ugC/m³","02/01/2021","04","902.700","1"
"Viggiano1","Metano","ugC/m³","02/01/2021","05","901.930","1"
"Viggiano1","Metano","ugC/m³","02/01/2021","06","897.680","1"
"Viggiano1","Metano","ugC/m³","02/01/2021","07","895.170","1"
