"Stazione","ParamNome","ParamUdm","Data","Ora","Media","ValiditÃ "
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","01","874.89","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","02","874.24","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","03","870.66","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","04","880.33","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","05","891.40","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","06","892.01","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","07","887.14","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","08","888.76","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","09","900.85","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","10","917.66","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","11","918.45","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","12","896.33","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","13","907.71","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","14","879.32","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","15","858.07","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","16","870.11","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","17","883.13","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","18","885.34","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","19","895.38","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","20","891.84","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","21","897.95","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","22","897.15","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","23","894.71","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","01/01/2022","24","889.15","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","01","888.94","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","02","899.40","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","03","902.60","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","04","891.77","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","05","906.65","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","06","910.75","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","07","-9999","-1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","08","902.60","-1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","09","932.84","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","10","895.47","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","11","907.84","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","12","916.65","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","13","873.56","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","14","887.95","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","15","888.97","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","16","894.08","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","17","874.55","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","18","867.70","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","19","877.12","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","20","890.71","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","21","887.55","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","22","884.97","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","23","884.64","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","02/01/2022","24","877.72","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","01","878.74","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","02","878.12","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","03","874.15","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","04","879.74","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","05","889.07","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","06","886.44","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","07","884.53","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","08","883.91","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","09","881.61","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","10","879.80","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","11","863.31","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","12","860.86","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","13","854.84","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","14","854.98","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","15","854.44","1"
"Viggiano-Costa_Molina_Sud1","Metano","ugC/m³","03/01/2022","16","853.64","1"
