"Stazione","ParamNome","ParamUdm","Data","Ora","Media","ValiditÃ "
"Viggiano1","NMHC","ugC/m³","01/01/2022","01","21.92","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","02","27.25","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","03","19.77","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","04","17.38","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","05","16.61","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","06","15.78","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","07","15.97","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","08","19.43","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","09","20.28","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","10","17.96","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","11","28.39","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","12","22.54","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","13","14.79","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","14","14.61","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","15","14.07","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","16","14.45","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","17","16.03","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","18","24.04","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","19","55.33","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","20","71.60","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","21","51.79","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","22","54.12","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","23","37.36","1"
"Viggiano1","NMHC","ugC/m³","01/01/2022","24","35.20","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","01","-9999","-1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","02","29.68","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","03","33.48","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","04","31.48","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","05","27.04","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","06","28.90","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","07","36.08","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","08","30.05","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","09","17.55","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","10","20.01","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","11","30.99","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","12","15.17","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","13","20.23","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","14","18.64","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","15","16.66","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","16","21.51","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","17","34.96","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","18","31.08","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","19","39.80","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","20","31.56","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","21","29.50","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","22","27.25","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","23","24.55","1"
"Viggiano1","NMHC","ugC/m³","02/01/2022","24","22.54","1"
"Viggiano1","NMHC","ugC/m³","03/01/2022","01","19.87","1"
"Viggiano1","NMHC","ugC/m³","03/01/2022","02","16.97","1"
"Viggiano1","NMHC","ugC/m³","03/01/2022","03","15.16","1"
"Viggiano1","NMHC","ugC/m³","03/01/2022","04","14.64","1"
"Viggiano1","NMHC","ugC/m³","03/01/2022","05","14.40","1"
"Viggiano1","NMHC","ugC/m³","03/01/2022","06","14.20","1"
"Viggiano1","NMHC","ugC/m³","03/01/2022","07","13.91","1"
"Viggiano1","NMHC","ugC/m³","03/01/2022","08","13.32","1"
"Viggiano1","NMHC","ugC/m³","03/01/2022","09","13.47","1"
"Viggiano1","NMHC","ugC/m³","03/01/2022","10","13.28","1"
"Viggiano1","NMHC","ugC/m³","03/01/2022","11","12.36","1"
"Viggiano1","NMHC","ugC/m³","03/01/2022","12","11.87","1"
"Viggiano1","NMHC","ugC/m³","03/01/2022","13","10.88","1"
